record_id,pubmedID,title,authors,abstract,year,label_included,label_abstract_screening
84,11273789,Effect of the cyclooxygenase-2 inhibitor celecoxib on bronchial responsiveness and cough reflex sensitivity in asthmatics.,P V Dicpinigaitis,"Cyclooxygenase (COX), an essential enzyme in the pathway of prostaglandin formation from arachidonic acid, exists in two isoforms. Cyclooxygenase-1 (COX-1) is expressed under normal physiologic conditions, whereas COX-2, the inducible isoform, is associated with inflammation. Recent studies have linked COX-2 induction to the asthmatic inflammatory response, but potentially beneficial results, such as enhanced production of antiinflammatory and bronchoprotective substances, may also occur. The aim of the present study was to investigate the effect of selective COX-2 inhibition on bronchial responsiveness and cough reflex sensitivity. Eight adult subjects with stable asthma underwent spirometry, bronchoprovocation challenge with methacholine, and cough challenge testing with capsaicin, before and after a 7 day course of the COX-2 inhibitor celecoxib (200 mg orally, twice daily) and placebo, in a randomized, double-blind, crossover fashion. No significant changes in pulmonary function, bronchial responsiveness, or cough reflex sensitivity were induced by celecoxib. It appears, therefore, that 1 week of therapy with celecoxib does not significantly affect basal airway tone, nor the afferent airway receptors controlling bronchoconstriction and cough. However, the results of this trial cannot be extrapolated to subjects with severe asthma, or those suffering an asthmatic exacerbation. In such conditions of enhanced inflammatory response, the role of selective COX-2 inhibition remains to be elucidated.",2001.0,0,0
85,11276797,Epidemiology and pharmacoeconomic implications of non-steroidal anti-inflammatory drug-associated gastrointestinal toxicity.,T M MacDonald,"Non-steroidal anti-inflammatory drugs (NSAIDs) are widely prescribed and used, especially to treat patients with osteoarthritis and rheumatoid arthritis. Since their introduction as a therapeutic class, a large body of literature has accumulated on the side-effects of these drugs. NSAIDs, through their inhibition of prostaglandin synthesis, can affect the renal and cardiovascular systems. However, the majority of reported side-effects are related to the gastrointestinal (GI) system, and the occurrence of these GI events adds significantly to the disease burden. Several factors have been identified that contribute to the risk of an NSAID-associated GI event. However, when considering risk, especially in clinical trials or observational studies, it is necessary to distinguish between baseline risk and NSAID-attributable risk, since this distinction can affect the results and conclusions of the study; NSAID-attributable risk is present in subjects who have few or no risk factors for upper GI toxicity. Safer NSAIDs, such as the new specific cyclooxygenase-2 inhibitors, when targeted to the appropriate patient (i.e. those with NSAID-attributable risk), should lead to improved outcomes and reduced costs.",2001.0,0,1
86,11276798,Celecoxib clinical profile.,L Tive,"Celecoxib is the first COX-2-specific inhibitor approved for relief of the signs and symptoms of osteoarthritis (OA) and rheumatoid arthritis (RA), as well as for treatment of familial adenomatous polyposis. For both OA and RA, celecoxib has been shown to be significantly superior in efficacy to placebo and similar in efficacy to traditional non-steroidal anti-inflammatory drugs. Its advantage, however, is its gastrointestinal (GI) safety. Randomized clinical trials as well as long-term outcomes studies have demonstrated that the GI safety profile of celecoxib is superior to that of traditional NSAIDs and similar to that of placebo. Additionally, the renal and cardiovascular safety of celecoxib has also become apparent, as well as its efficacy, tolerability and safety in the elderly population.",2001.0,0,1
87,11276799,Health economic models: a question of balance--summary of an open discussion on the pharmacoeconomic evaluation of non-steroidal anti-inflammatory drugs.,M F Drummond,"Pharmacoeconomics and pharmacoeconomic models are increasingly being used to guide health care decisions. In designing and using these models, an appropriate balance must be struck between scientific rigour and model transparency. It is therefore important to consider carefully how the various model components, such as model perspective, internal and external validity, and choice of comparators and outcomes, should be integrated into the model. These factors are discussed in relation to the pharmacoeconomic evaluation of non-steroidal anti-inflammatory drugs.",2001.0,0,0
88,11276801,Overview of the arthritis Cost Consequence Evaluation System (ACCES): a pharmacoeconomic model for celecoxib.,D Pettitt; J L Goldstein; A McGuire; J S Schwartz; T Burke; N Maniadakis,"Pharmacoeconomic analyses have become useful and essential tools for health care decision makers who increasingly require such analyses prior to placing a drug on a national, regional or hospital formulary. Previous health economic models of non-steroidal anti-inflammatory drugs (NSAIDs) have been restricted to evaluating a narrow range of agents within specific health care delivery systems using medical information derived from homogeneous clinical trial data. This paper summarizes the Arthritis Cost Consequence Evaluation System (ACCES)--a pharmacoeconomic model that has been developed to predict and evaluate the costs and consequences associated with the use of celecoxib in patients with arthritis, compared with other NSAIDs and NSAIDs plus gastroprotective agents. The advantage of this model is that it can be customized to reflect local practice patterns, resource utilization and costs, as well as provide context-specific health economic information to a variety of providers and/or decision makers.",2001.0,0,1
89,11276803,The Swedish ACCES model: predicting the health economic impact of celecoxib in patients with osteoarthritis or rheumatoid arthritis.,U Haglund; P Svarvar,"The Arthritis Cost Consequence Evaluation System (ACCES) pharmacoeconomic model was used to evaluate the economic and health impact of the recent introduction of celecoxib for treatment of osteoarthritis (OA) and rheumatoid arthritis (RA) in Sweden. The model demonstrates that use of celecoxib can be expected to reduce the incidence of gastrointestinal adverse events, resource utilization and treatment costs. In a cost-effectiveness analysis, celecoxib demonstrated economic dominance (i.e. improved health at reduced cost) compared with the currently available alternatives for OA, and demonstrated economic dominance against a clinically relevant base-case scenario for RA. In sensitivity analyses, the results were shown to be relatively robust; celecoxib demonstrated economic dominance or favourable cost-effectiveness ratios in all analyses. Based on these data, it can be concluded that the use of celecoxib in Sweden will provide societal benefits by improving health care at reduced cost for patients with OA and RA.",2001.0,0,1
90,11281823,The status of ongoing trials for mild cognitive impairment.,J J Sramek; A E Veroff; N R Cutler,"Mild cognitive impairment (MCI) is a term used to describe memory decline or other specific cognitive impairment in individuals who do not have dementia or significant impairment of other cognitive functions beyond that expected for their age or education. It has been suggested that as much as 38% of the elderly population would meet criteria for MCI and although the associated memory deficits are mild, the fact that up to 15% of MCI patients, particularly those with a particular type of memory impairment, convert to Alzheimer's disease (AD) annually has prompted serious attention. Despite the high conversion rate, MCI cannot be used synonymously with early or mild AD, as patients with AD are impaired not only in memory performance but in other cognitive domains as well; they meet diagnostic criteria for dementia. However, since there is a high conversion rate from MCI to AD, it is likely many with MCI have the underlying neuropathology of AD, though they do not yet meet clinical diagnostic criteria. Therefore, treatment strategies developed for AD, specifically acetylcholinesterase inhibitors and Cox-2 inhibitors, have been among the first employed to treat MCI. It is hoped that by impeding the progression of MCI in this manner, fewer patients will convert to AD. This article will give a brief overview of the condition of mild cognitive impairment and an account of trial methodology and current treatment strategies being employed for MCI.",2001.0,0,0
91,11293555,Comparison of once-daily and twice-daily administration of celecoxib for the treatment of osteoarthritis of the knee.,G W Williams; R C Hubbard; S S Yu; W Zhao; G S Geis,"The purpose of this study was to compare the efficacy and tolerability of a celecoxib 200 mg QD regimen with a 100 mg BID regimen in patients with osteoarthritis (OA) of the knee. Patients enrolled in this prospective, double-blind, placebo-controlled, parallel-group, multicenter study were randomly assigned to receive celecoxib 100 mg BID, celecoxib 200 mg QD, or placebo for 6 weeks. Assessments of OA severity (Patient's and Physician's Global Assessments of Arthritis, Patient's Assessment of Arthritis Pain-Visual Analog Scale, Lequesne Osteoarthritis Severity Index, and the Western Ontario and McMaster Universities Osteoarthritis Index) were performed at baseline and at week 2 and/or 6. Patients who discontinued treatment underwent assessments at the time of withdrawal from the study. Of the 718 patients enrolled, 243 received celecoxib 100 mg BID, 231 received celecoxib 200 mg QD, and 244 received placebo. For all measures of efficacy, at all assessments, improvements from baseline in both celecoxib groups were superior to that seen in the placebo group (P < 0.05). No significant differences in efficacy between the celecoxib groups were observed. The overall incidence of adverse events was similar in the 2 celecoxib treatment groups. Dosing regimens of celecoxib 200 mg QD and 100 mg BID are equally effective and well tolerated in patients with OA of the knee. The availability of 2 effective regimens provides patients and physicians with increased flexibility in the selection of an appropriate dosing regimen for celecoxib therapy.",2002.0,0,1
92,11293556,Efficacy and tolerability of celecoxib versus hydrocodone/acetaminophen in the treatment of pain after ambulatory orthopedic surgery in adults.,J S Gimbel; A Brugger; W Zhao; K M Verburg; G S Geis,"Current outpatient management of postoperative pain includes the use of oral opioid analgesics or nonsteroidal anti-inflammatory drugs; however, both types of medications are associated with side effects that can limit their usefulness in the outpatient setting. Two studies with identical protocols assessed the single- and multiple-dose analgesic efficacy and tolerability of celecoxib, a specific cyclooxygenase-2 inhibitor, in the treatment of acute pain after orthopedic surgery. These were multicenter, randomized, placebo- and active-controlled, double-blind, parallel-group trials conducted between January and June 1998. Both consisted of a single-dose assessment period (SDAP) and a multiple-dose assessment period (MDAP). In the SDAP, patients who had undergone orthopedic surgery received a single oral dose of celecoxib 200 mg, hydrocodone 10 mg/acetaminophen 1000 mg, or placebo within 24 hours after the end of anesthesia, with pain assessments conducted over the following 8-hour period. In the MDAP, extending from 8 hours after the first dose of study medication up to 5 days, patients who had received < or =1 dose of rescue medication during the SDAP continued on study medication (placebo recipients were rerandomized to active treatment), which could be taken up to 3 times a day as needed. A total of 418 patients were enrolled in the 2 trials. During the SDAP, 141 patients received celecoxib, 136 received hydrocodone/acetaminophen, and 141 received placebo. During the MDAP, 185 patients received celecoxib and 181 received hydrocodone/acetaminophen. When the combined data were analyzed, mean pain intensity difference (PID) scores generally favored the active treatments over placebo from 1 to 6 hours (with the exception of 1.5 hours) after dosing (P < or = 0.016) and favored celecoxib over the other treatments at 7 and 8 hours after dosing (P < 0.001). The active treatments demonstrated superior summed PID scores through 8 hours (P < 0.001), significantly shorter median times to onset of analgesia (P < 0.05), and significantly longer median times to first use of rescue medication (P < 0.05). During the MDAP, more hydrocodone/acetaminophen-treated patients (20%) than celecoxib-treated patients (12%) required rescue medication (P < 0.05), and the celecoxib group had significantly lower maximum pain intensity scores (P < 0.001, days 2-5), required fewer doses of study medication (P < or = 0.01, days 3-5), and had superior scores on a modified American Pain Society Patient Outcome Questionnaire (P < or = 0.013). In addition, a significantly lower proportion of celecoxib-treated patients experienced adverse events (43%) compared with hydrocodone/acetaminophen-treated patients (89%; P < 0.001). Over 8 hours, patients with moderate to severe pain after orthopedic surgery experienced comparable analgesia with single doses of celecoxib and hydrocodone/acetaminophen. Over a 5-day period, oral doses of celecoxib 200 mg taken 3 times a day demonstrated superior analgesia and tolerability compared with hydrocodone 10 mg/acetaminophen 1000 mg taken 3 times a day. Most patients required no more than 2 daily doses of celecoxib 200 mg for the control of their postorthopedic surgical pain.",2002.0,0,0
93,11304662,"Cyclooxygenase-2--specific inhibitors and cardiorenal function: a randomized, controlled trial of celecoxib and rofecoxib in older hypertensive osteoarthritis patients.",A Whelton; J G Fort; J A Puma; D Normandin; A E Bello; K M Verburg; SUCCESS VI Study Group,"Arthritis and hypertension are common comorbid conditions affecting elderly adults. Use of nonsteroidal anti-inflammatory drugs in patients treated with antihypertensive medication can lead to destabilization of blood pressure control and other cardiorenal events. The potential for similar interactions with cyclooxygenase-2-specific inhibitors has not been fully explored. The authors evaluated the cardiorenal safety of two new cyclooxygenase-2-specific inhibitors, celecoxib and rofecoxib. This study was a 6-week, randomized, parallel-group, double-blind trial in patients with osteoarthritis who were > or =65 years of age and were taking antihypertensive agents. Patients received once-daily celecoxib 200 mg or rofecoxib 25 mg. The primary endpoints were the development of edema, changes in systolic blood pressure, and changes in diastolic blood pressure as measured at any time point in the study. Measurements occurred at baseline and after 1, 2, and 6 weeks of treatment. Eight hundred ten patients received study medication (celecoxib, n = 411; rofecoxib, n = 399). Nearly twice as many rofecoxib- compared with celecoxib-treated patients experienced edema (9.5% vs. 4.9%, P = 0.014). Systolic blood pressure increased significantly in 17% of rofecoxib- compared with 11% of celecoxib-treated patients (P = 0.032) at any study time point. Diastolic blood pressure increased in 2.3% of rofecoxib- compared with 1.5% of celecoxib-treated patients (P = 0.44). At week 6, the change from baseline in mean systolic blood pressure was +2.6 mmHg for rofecoxib compared with -0.5 mmHg for celecoxib (P = 0.007). Patients taking antihypertensive therapy and receiving cyclooxygenase-2-specific inhibitors should be monitored for the development of cardiorenal events. Patients receiving celecoxib experienced less edema and less destabilization of blood pressure control compared with those receiving rofecoxib.",2001.0,1,1
94,11316141,"Reduced incidence of gastroduodenal ulcers with celecoxib, a novel cyclooxygenase-2 inhibitor, compared to naproxen in patients with arthritis.",J L Goldstein; P Correa; W W Zhao; A M Burr; R C Hubbard; K M Verburg; G S Geis,"Nonsteroidal anti-inflammatory drugs (NSAIDs) block prostaglandin production by inhibiting cyclooxygenase (COX); they are believed to cause gastroduodenal damage by inhibiting the COX-1 isoform and to have analgesic and anti-inflammatory effects by inhibiting the COX-2 isoform. As compared to conventional NSAIDs, celecoxib, a COX-2 specific inhibitor, has been shown in previous single posttreatment endoscopy studies to be associated with lower gastroduodenal ulcer rates. In response to concerns that such studies may under-represent ulceration rates, the present serial endoscopy study was designed to compare cumulative gastroduodenal ulcer rates associated with the use of celecoxib to those of naproxen, a conventional NSAID. In this double-blind, parallel-group, multicenter study, 537 patients with osteoarthritis (OA) or rheumatoid arthritis (RA) were randomized to treatment with celecoxib 200 mg b.i.d. (n = 270) or naproxen 500 mg b.i.d. (n = 267) for 12 wk. Gastroduodenal damage was determined from esophagogastroduodenoscopy after 4, 8, and 12 wk of therapy. Arthritis efficacy was evaluated with Patient's and Physician's Global Assessments. Gastroduodenal ulcer rates after celecoxib and naproxen treatment were 4% versus 19% in the 0-4 wk interval (p < 0.001), 2% versus 14% in the 4-8 wk interval (p < 0.001), and 2% versus 10% in the 8-12 wk interval (p < 0.001), respectively. After 12 wk of treatment, the cumulative incidence of gastroduodenal ulcers was 9% with celecoxib and 41% with naproxen. In the celecoxib group, gastroduodenal ulcers were significantly associated with Helicobacter pylori status (p < 0.05), concurrent aspirin usage (p = 0.001), and a history of ulcer (p = 0.010), but not with disease type (OA/RA), age, gender, other relevant medical histories, or concurrent corticosteroid or disease-modifying antirheumatic drugs usage (p > 0.05). Celecoxib produced a significantly lower incidence rate of both gastric (p < 0.001) and duodenal (p < 0.030) ulcers. The two agents produced similar improvements in Patient's and Physician's Global Assessments of arthritis efficacy. The incidence of adverse events and withdrawal rates did not differ significantly between treatments. As compared to naproxen (500 mg b.i.d.), use of celecoxib (200 mg b.i.d.), a COX-2 specific agent, at the recommended RA dose and twice the most frequently prescribed OA dose, was associated with lower rates of gastric, duodenal, and gastroduodenal ulcers but had comparable efficacy, in patients with OA and RA.",2001.0,1,1
95,11317165,"Renal safety and tolerability of celecoxib, a novel cyclooxygenase-2 inhibitor.",A Whelton; C J Maurath; K M Verburg; G S Geis,"The novel cyclooxygenase- (COX)-2 inhibitor celecoxib is an effective treatment for the signs and symptoms of osteoarthritis and rheumatoid arthritis. Conventional treatment for these debilitating conditions routinely involves the use of conventional nonsteroidal anti-inflammatory drugs (NSAIDs), which are nonspecific inhibitors of COX-1 and COX-2. Numerous studies suggest that inhibition of renal prostaglandin synthesis by NSAIDs is deleterious to kidney function, particularly in high-risk patients. As celecoxib inhibits COX-2 and spares COX-1 at therapeutic doses, we hypothesized that it may offer an improved renal safety profile in patients at risk for NSAID-induced renal toxicity. This article represents a post hoc analysis of the renal safety of celecoxib, using the safety database generated during its clinical development program. This analysis includes data from more than 50 clinical studies involving more than 13,000 subjects. Most subjects were enrolled in randomized, controlled trials (of up to 12 weeks' duration); however, more than 5000 subjects received celecoxib for as long as 2 years in a long-term, open-label study at as much as twice the maximum recommended dosage. The overall incidence of renal adverse events after celecoxib was greater than that after placebo but similar to that after NSAIDs. The most common events reported after celecoxib, namely, peripheral edema (2.1%), hypertension (0.8%), and exacerbation of preexisting hypertension (0.6%), were not time- or dose-related. Peripheral edema was not associated with increased weight or blood pressure. Furthermore, there was no evidence of drug-drug interactions between celecoxib and concomitant angiotensin-converting enzyme (ACE) inhibitors, beta-blockers, calcium channel blockers, or diuretics. We conclude that celecoxib is well tolerated by patients who may be at risk for NSAID-induced renal toxicity, such as the elderly and those with hypertension or preexisting chronic heart disease.",2001.0,0,1
96,11321358,"Acute effects of the anti-inflammatory cyclooxygenase-2 selective inhibitor, flosulide, on renal plasma flow and glomerular filtration rate in rats.",A Turull; C Piera; J Queralt,"Nephrotoxicity of nonsteroidal anti-inflammatory drugs is associated with other risk factors (volume-depletion) and may be secondary to functional changes mediated by the inhibition of renal cyclooxygenases. Acute anti-inflammatory doses of flosulide and indomethacin were determined on carrageenan paw edema and its effects on renal plasma flow (RPF) and glomerular filtration rate (GFR) were studied in normovolemic and hypovolemic rats. In normovolemic rats, flosulide increased RPF and GFR (25 mg/kg) and indomethacin (5-10 mg/kg) was without effect. Volume-depleted rats were obtained by oral furosemide (32 mg/kg), urinary eicosanoids were determined. After furosemide, plasma volume, RPF and GFR and PGE2 decreased. Treatment of hypovolemic rats with flosulide (5-25 mg/kg) or indomethacin 10 mg/kg reduced RPF and GFR. Flosulide at 5 mg/kg reduced 6-keto-PGF1alpha whereas at 25 mg/kg and after indomethacin at 10 mg/kg a fall in 6-keto-PGF1alpha and TXB2 appeared. Our data suggest that acute COX-2 selective inhibition may alter renal function.",2001.0,0,0
97,11322018,[Liver damage and nonsteroidal anti-inflammatory drugs: case non-case study in the French Pharmacovigilance Database].,M P Bareille; J L Montastruc; M Lapeyre-Mestre,"This study investigates the relationship between exposure to non-steroidal anti-inflammatory drugs (NSAIDs) and liver injuries using the French Pharmacovigilance Database. We use the case/non-case methodology, where 'cases' were reports of the reactions of interest (liver injuries as recorded in the database according to the WHO-ART classification including cytolytic and cholestatic hepatitis, acute hepatitis, liver enzyme elevations). 'Non-cases' were all reports of reactions other than these being studied. Amineptine and acetaminophen were used as 'positive controls'. Among the 42,913 adverse drug reactions recorded in the database between January 1995 and December 1997, 5708 (13 per cent) were liver injuries. In comparison with other drugs in the database, liver injuries were inversely associated with exposure to NSAIDs, whatever the class of the drugs (OR 0.3 [0.3-0.4]). In contrast, liver injuries were significantly related to acetaminophen (OR 2.1 [1.9-2.3]), and amineptine (OR 14.0 [10.5-18.7]). Naproxen and diclofenac were associated with a higher frequency of liver injuries, respectively 15.7 per cent and 11.5 per cent. The risk associated with NSAIDs alone significantly decreased when the analysis was performed after exclusion of hepatotoxic drugs associated with NSAIDs (except for naproxen). The present results show the low frequency of liver damage associated with NSAIDs. The main factor appears to be concomitant exposure to other hepatotoxic drugs.",2001.0,0,0
98,11329096,Comparative efficacy and safety of nimesulide versus piroxicam in osteoarthritis with special reference to chondroprotection.,S Sharma; S Rastogi; V Gupta; D Rohtagi; P Gulati,"The efficacy and tolerability profile of nimesulide was assessed in a double-blind, piroxicam-controlled trial in 49 patients with osteoarthritis of the knee joint. Nimesulide was administered orally as 100 mg twice daily, and piroxicam was administered as 20 mg orally in the morning and placebo in the evening. These patients were stratified into two groups: clinical assessment and magnetic resonance imaging evaluation of the knee. All patients were followed for 8 weeks with clinical assessment every 2 weeks; of these, 11 patients were selected for magnetic resonance imaging evaluation, and they were treated for 24 weeks. The principal efficacy parameters were improvement in osteoarthritis severity index, joint tenderness, swelling, and functional capacity of the patients. The final judgment of efficacy was made by the physician. Nimesulide improved all primary and secondary efficacy parameters with an activity comparable to piroxicam. Significant reduction in joint swelling and tenderness was observed as early as 2 weeks in the two treatment groups; however, a greater number of patients were relieved in nimesulide group. At 8 and 24 weeks, the number of patients with no joint swelling were 66.7% versus 50% and 80% versus 66.7% in the nimesulide and piroxicam groups (P <.05). Functional capacity at 8 weeks improved in 72.2% of nimesulide and 44.4% of piroxicam recipients. Mild adverse effects, mainly gastrointestinal, considered possibly related to treatment were recorded in 4 patients treated with nimesulide and in 12 patients treated with piroxicam. No significant change in the articulating cartilage of the tibiofemoral joint was observed over a 24-week period with either treatment. Nimesulide was as efficacious as piroxicam in reducing the inflammatory indices, and both drugs were equally well tolerated.",2001.0,0,0
99,11331167,"Preoperative oral rofecoxib does not decrease postoperative pain or morphine consumption in patients after radical prostatectomy: a prospective, randomized, double-blinded, placebo-controlled trial.",J J Huang; A Taguchi; H Hsu; G L Andriole; A Kurz,"To evaluate the analgesic efficacy of the rofecoxib po before radical prostatectomy. Prospective, randomized, double-blinded, placebo-controlled trial. Teaching hospital. Anesthetic management was standardized. Patients received either a 50-mg rofecoxib capsule or a placebo capsule po 1 hour before induction of anesthesia. Patient-generated 10-cm visual analog scale (VAS) scores for pain were assessed at 1, 2, 4, 6, 8, and 24 hours after surgery. Morphine consumption was recorded from a patient-controlled analgesia device at the same time. A patient-generated overall pain relief score was obtained at 24 hours after surgery. We were unable to detect any differences between study groups with respect to postoperative morphine consumption, VAS score, or overall pain relief score. When rofecoxib is used po in maximum recommended doses before surgery, it does not provide significant analgesia that results in reduction in pain scores or analgesic requirements for patients after radical prostatectomy.",2001.0,0,0
100,11332239,[Tolerability of a selective cyclooxygenase-2-inhibitor (rofecoxib) in patients with intolerance reactions to nonsteroidal anti-inflammatory agents].,T M Zollner; S Ahlbach; R Kaufmann; W H Boehncke,"Pseudoallergic reactions triggered by nonsteroidal anti-inflammatory drugs (NSAIDs) are common and caused by inhibition of the enzyme cyclooxygenase-1, whereas their therapeutic effects are mediated by inhibition of cyclooxygenase-2. This study analyzed the tolerability of the selective cyclooxygenase-2-inhibitor rofecoxib in patients who encountered pseudoallergic reactions to NSAIDs. 37 patients (12 males, 25 females, mean age 35 years [15-75 years]) with a history of pseudoallergic reactions to NSAIDs underwent standardized skin prick, scratch and patch tests along with oral placebo-controlled blinded exposure to rofecoxib (maximum single dose 12.5 mg, cumulative dose 25 mg). 23 patients had skin reactions, 4 times respiratory symptoms were documented, and in 10 cases cutaneous as well as respiratory symptoms were reported. Salicylic acid was identified as the most common trigger for a pseudoallergic reaction (n = 28). In 9 cases several non-steroidal antiphlogistics of different chemical groups caused symptoms. All skin tests showed negative results. Oral challenge with rofecoxib was tolerated by all 37 patients without adverse effects. Given the high incidence of pseudoallergic reactions to NSAIDs the use of selective cyclooxygenase-2-inhibitors represents a therapeutic alternative as well as a means of prevention of the described reactions.",2001.0,0,0
101,11336575,Celecoxib: a new option in the treatment of arthropathies and familial adenomatous polyposis.,N M Davies; T W Gudde; M A de Leeuw,"The discovery of the two isoenzymes of cyclooxygenase (COX) has recently lead to the development and clinical introduction of specific inhibitors of cyclooxygenase-2 (COX-2), such as celecoxib, onto the market. Celecoxib is an effective anti-inflammatory, analgesic and antipyretic agent therapeutically utilised in the management of osteoarthritis and rheumatoid arthritis. In addition, celecoxib has some novel therapeutic and pharmacological activities. Celecoxib inhibits anti-apoptotic kinase activation and is the first specific COX-2 inhibitor to be marketed for familial adenomatous polyposis, an inheritable predisposition for colorectal cancer. Celecoxib is not without gastrointestinal (GI) side effects but demonstrates markedly reduced GI ulceration in clinical trials when compared to traditional non-specific non-steroidal anti-inflammatory drugs (NSAIDs). The specific COX-2 inhibitors each have distinctive pharmacokinetic properties. Celecoxib can be given either once or twice daily. Racial differences in drug disposition, and pharmacokinetic changes in elderly patients, patients with chronic renal insufficiency and patients with mild to moderate hepatic impairment, are evident with celecoxib. Despite the specific action of these drugs, there remains the potential for significant drug interactions. Celecoxib has demonstrated interactions with fluconazole, lithium and warfarin. Increased clinical vigilance should be maintained when co-prescribing medications with celecoxib until further clinical experience is gained. Celecoxib represents a major therapeutic advance in terms of GI safety. However, long-term safety in other organ systems, safety with concomitant drug administration, and pharmacoeconomic benefits still remain to be proven.",2002.0,0,0
102,11345810,Renal safety of combined cyclooxygenase 2 (COX-2) inhibitor and angiotensin II receptor blocker administration in mild volume depletion.,T Kistler; P M Ambühl,"Drugs that either inhibit prostaglandin synthesis or antagonise angiotensin II effects are likely to impair renal function, especially in patients with an activated renin-angiotensin-aldosterone system. Of the former, nonsteroidal anti-inflammatory drugs (NSAIDs) are widely used, and newer agents with cyclooxygenase 2 (COX-2) specific inhibition may have fewer renal side effects compared to non-selective NSAIDs. We therefore investigated whether combination of a COX-2 inhibitor with an angiotensin II subtype 1 (AT1) receptor blocker is safe with regard to preservation of normal renal function in a state of slight volume contraction. Mild volume depletion was induced by a salt-restricted diet in 5 healthy volunteers who were then given a single dose of 400 mg celecoxib, a COX-2 inhibitor, alone or in combination with 150 mg irbesartan, an AT1 receptor blocker. Glomerular filtration rate (GFR) and effective renal plasma flow (ERPF) were determined by measuring inulin and PAH clearance respectively, along with plasma renin activity (PRA) and urinary electrolyte excretion before and over 100 minutes after drug administration. PRA was high prior to drug administration, indicating slight salt depletion, and dropped by 65% after intake of celecoxib alone (p = 0.008) but only by 25% after combined intake with irbesartan (p = n.s.). GFR was not affected either by celecoxib alone or by combined administration with irbesartan. In contrast, ERPF increased by 28% 80 minutes after simultaneous drug intake (p = 0.029), but not after celecoxib alone. Renal sodium and potassium excretion did not significantly change under celecoxib alone or in combination with irbesartan. Selective COX-2 inhibition by celecoxib in combination with an AT1 receptor blocker (irbesartan) has no acute adverse effects on renal haemodynamics and renal salt handling in slightly volume-depleted subjects with normal renal function. Moreover, our data obtained in humans appear to confirm the co-regulatory interaction of COX-2 and angiotensin II in the control of renin release, as suggested by animal studies.",2001.0,0,0
103,11346221,Endoscopic comparison of the gastroduodenal safety and the effects on arachidonic acid products between meloxicam and piroxicam in the treatment of osteoarthritis.,D M Chang; T H Young; C T Hsu; S Y Kuo; T C Hsieh,"Our objective was to evaluate the efficacy, the gastroduodenal safety, and the effects on arachidonic acid products of meloxicam, a new acidic enolic non-steroidal anti-inflammatory drug which preferentially inhibits cyclo-oxygenase-2 over cyclo-oxygenase-1, versus piroxicam in patients with osteoarthritis of the knee. Meloxicam 7.5 mg or piroxicam 20 mg daily was administered for 4 weeks in this double-blind parallel-groups randomised study. The efficacy for pain relief of the two tested medications was assessed by means of visual analogue scale and other clinical parameters. Pre- and post-treatment endoscopies were performed, and the findings were scored and recorded. The gastric fluid was aspirated at each time and prostaglandin E2, thromboxane B2 and leukotriene B4 were determined by ELISA. There was no significant difference between the groups regarding the primary efficacy. Changes in endoscopic findings by means of Lanza score showed statistically significant differences between the two treatment groups in favour of meloxicam at all sites--gastric, duodenal and total. Within-group comparisons showed a statistically significant difference (worsening) in gastric and total score with piroxicam, but no significant difference with meloxicam. The frequency of clinically relevant cases (total score >2) also showed a statistically significant worsening in the piroxicam group. The better GI tolerability of meloxicam was also suggested by fewer adverse GI events and no withdrawals due to adverse events compared with piroxicam. The pre-/post-study gastric juice concentration of PGE2, TXB2, and LTB4 in the meloxicam group was 135.2 +/- 85.8/71.2 +/- 32.2, 116.3 +/- 81.7/99.4 +/- 107.5 and 388 +/- 321/223 +/- 98 pg/ml respectively. The pre-/post-study gastric juice concentration of PGE2, TXB2 and LTB4 in the piroxicam group was 105.7 +/- 43.1/68.2 +/- 34.9, 94.0 +/- 50.9/105.9 +/- 121.1 and 625 +/- 1574/828 +/- 1464 pg/ml, respectively. Both meloxicam and piroxicam significantly inhibited gastric PGE2 levels after 4 weeks' treatment; however, there was no difference between these two groups. Neither of these medications had an effect on TXB2. Only meloxicam inhibited LTB4 concentration significantly, and the between-groups difference was significant. Meloxicam 7.5 mg once daily had better gastrointestinal tolerability and an efficacy comparable to that of piroxicam 20 mg over 4 weeks in patients with osteoarthritis of the knee.",2001.0,0,0
104,11367984,"[Effect of celecoxib, a COX-2 inhibitor, in familial adenomatous polyposis].",B Wullen; A Mühlhöfer; W G Zoller,,2001.0,0,0
