doi,label_included
https://doi.org/10.1097/01.brs.0000218635.14571.55,0
https://doi.org/10.3171/2014.6.spine13996,0
https://doi.org/10.1097/brs.0b013e31822f4306,0
https://doi.org/10.1111/j.1600-6143.2004.00618.x,0
https://doi.org/10.1007/s00431-017-2909-9,0
https://doi.org/10.1097/ana.0b013e3182a2166f,0
https://doi.org/10.3171/spi/2008/9/9/243,0
https://doi.org/10.1097/01.brs.0000214881.10814.64,0
https://doi.org/10.1097/md.0000000000007817,0
https://doi.org/10.1097/00002508-200401000-00011,0
https://doi.org/10.3760/cma.j.issn.0376-2491.2011.19.011,0
https://doi.org/10.1007/s007760300008,0
https://doi.org/10.1007/s00586-011-1897-0,0
https://doi.org/10.1371/journal.pone.0120231,0
https://doi.org/10.1097/bsd.0b013e3182160068,0
https://doi.org/10.1007/s00264-005-0018-2,0
https://doi.org/10.1007/s00586-011-2145-3,0
https://doi.org/10.1016/s0140-6736(09)62125-5,0
https://doi.org/10.1097/eja.0000000000000004,0
https://doi.org/10.1177/1558944716658856,0
https://doi.org/10.1097/brs.0000000000002662,0
https://doi.org/10.1097/brs.0b013e3181573eb4,0
https://doi.org/10.3171/foc.2004.17.6.14,0
https://doi.org/10.1016/j.jemermed.2015.06.070,0
https://doi.org/10.1016/j.spinee.2015.10.026,0
https://doi.org/10.1002/jbmr.2448,0
https://doi.org/10.1097/00007632-200301150-00010,0
https://doi.org/10.1136/rapm-2018-000035,0
https://doi.org/10.1097/brs.0b013e3182a7902c,0
https://doi.org/10.1097/01.brs.0000137062.79201.98,0
https://doi.org/10.1002/jcu.22477,0
https://doi.org/10.1007/s00586-015-4229-y,0
,0
https://doi.org/10.1007/s00198-017-4286-7,0
https://doi.org/10.1016/j.spinee.2014.10.020,0
https://doi.org/10.1186/s12891-016-1237-y,0
https://doi.org/10.1016/j.spinee.2018.01.004,0
https://doi.org/10.1186/s13018-015-0172-1,0
https://doi.org/10.2106/jbjs.g.01157,1
https://doi.org/10.1016/j.clineuro.2015.09.001,0
https://doi.org/10.1016/j.fas.2012.12.007,0
https://doi.org/10.1007/s00586-005-0884-8,0
https://doi.org/10.1186/1471-2474-11-100,0
https://doi.org/10.3760/cma.j.issn.0529-5815.2017.03.009,0
https://doi.org/10.1097/bpo.0b013e3182a11d0c,0
https://doi.org/10.1016/j.nut.2016.02.018,0
https://doi.org/10.1002/ijc.32205,0
https://doi.org/10.1097/brs.0000000000000319,0
https://doi.org/10.1186/1471-2482-10-14,0
https://doi.org/10.1097/01.brs.0000197410.92525.10,0
https://doi.org/10.2106/jbjs.18.00107,0
https://doi.org/10.1097/aap.0b013e318248c51d,0
https://doi.org/10.1016/j.spinee.2017.10.013,0
https://doi.org/10.1097/brs.0b013e31816c8af7,0
https://doi.org/10.1097/ajp.0b013e318246d1a9,0
https://doi.org/10.1093/sleep/24.5.554,0
https://doi.org/10.1016/j.spinee.2017.08.228,0
https://doi.org/10.1007/s11999-013-3281-3,0
https://doi.org/10.1302/0301-620x.95b11.31652,0
https://doi.org/10.1097/brs.0000000000000596,0
https://doi.org/10.1016/j.wneu.2017.11.172,0
https://doi.org/10.1177/1457496916655499,0
https://doi.org/10.1007/s00198-010-1197-2,0
https://doi.org/10.3171/2014.9.spine131005,0
https://doi.org/10.1097/brs.0000000000000185,0
https://doi.org/10.1097/brs.0000000000000990,0
,0
https://doi.org/10.1007/s00586-016-4592-3,0
https://doi.org/10.1016/j.spinee.2018.10.011,0
https://doi.org/10.1016/j.spinee.2009.08.454,0
https://doi.org/10.1097/aap.0b013e3181c6f8f2,0
https://doi.org/10.1007/s00540-013-1588-6,0
https://doi.org/10.1097/01.tp.0000176927.43937.bb,0
https://doi.org/10.1016/j.spinee.2015.09.062,0
https://doi.org/10.1097/eja.0000000000000525,0
https://doi.org/10.1016/j.ajog.2016.05.033,0
https://doi.org/10.1097/brs.0000000000002647,0
https://doi.org/10.1053/j.jvca.2010.08.003,0
https://doi.org/10.1186/s12891-015-0786-9,0
https://doi.org/10.1053/j.jvca.2015.06.013,0
https://doi.org/10.1111/j.1365-2044.2011.06898.x,0
https://doi.org/10.1007/s00586-006-0137-5,0
https://doi.org/10.1097/bsd.0b013e3181eebb26,0
https://doi.org/10.1093/bja/aeu148,0
https://doi.org/10.1097/brs.0000000000000944,0
https://doi.org/10.1016/s0952-8180(01)00368-3,0
https://doi.org/10.3109/03009734.2013.808295,0
https://doi.org/10.1097/01.brs.0000048469.45035.b9,0
https://doi.org/10.1007/s00586-013-2772-y,1
https://doi.org/10.1053/j.jvca.2006.02.022,0
https://doi.org/10.5137/1019-5149.jtn.8431-13.0,0
https://doi.org/10.1007/s00586-010-1373-2,0
https://doi.org/10.1097/00024720-200302000-00006,0
https://doi.org/10.1097/01.brs.0000232802.95773.89,0
https://doi.org/10.1007/s00586-014-3601-7,0
https://doi.org/10.1097/brs.0b013e3181b8d9f2,0
https://doi.org/10.1097/brs.0b013e31819b061c,0
https://doi.org/10.1001/archpedi.157.11.1065,0
https://doi.org/10.1093/bja/aet192,0
https://doi.org/10.1097/bsd.0000000000000170,0
https://doi.org/10.1007/s00586-014-3303-1,0
https://doi.org/10.1097/igc.0000000000000333,0
https://doi.org/10.1177/147323001204000413,0
https://doi.org/10.1016/j.kjms.2015.07.001,0
https://doi.org/10.1136/bmj.38441.620417.8f,0
https://doi.org/10.1097/aln.0b013e31818631a7,0
https://doi.org/10.1016/j.neuchi.2014.06.004,0
https://doi.org/10.1111/iwj.12101,0
https://doi.org/10.1007/s00586-011-1970-8,0
https://doi.org/10.1097/brs.0b013e3182959e4e,0
https://doi.org/10.2106/jbjs.k.01729,0
https://doi.org/10.1177/1098612x15610368,0
https://doi.org/10.1007/s00540-007-0535-9,0
https://doi.org/10.1016/j.jtcvs.2013.09.024,0
https://doi.org/10.1111/papr.12788,0
https://doi.org/10.1007/s00268-004-7295-6,0
https://doi.org/10.1016/j.spinee.2018.08.008,0
https://doi.org/10.1111/vaa.12353,0
https://doi.org/10.1097/00000542-200306000-00021,0
https://doi.org/10.1007/s00586-017-5356-4,0
https://doi.org/10.1213/01.ane.0000280481.18570.27,0
https://doi.org/10.1097/ajp.0b013e31820e1310,0
https://doi.org/10.1007/s00586-018-5527-y,0
https://doi.org/10.1007/s11999-014-3803-7,0
https://doi.org/10.1007/s00586-010-1652-y,0
https://doi.org/10.1097/brs.0b013e3181bdafb9,0
https://doi.org/10.1097/brs.0000000000000493,0
https://doi.org/10.1227/01.neu.0000220078.90175.e6,0
https://doi.org/10.1016/j.spinee.2009.03.008,0
https://doi.org/10.1056/nejmoa022436,0
https://doi.org/10.1016/j.eururo.2004.09.003,0
https://doi.org/10.1097/brs.0000000000002712,0
https://doi.org/10.1097/brs.0b013e318278eb38,1
https://doi.org/10.1007/s00590-012-1123-8,0
https://doi.org/10.1016/j.spinee.2018.01.016,0
https://doi.org/10.1016/j.spinee.2015.08.065,0
https://doi.org/10.1186/1471-2474-10-49,0
https://doi.org/10.1097/01.tp.0000137937.44703.42,0
https://doi.org/10.1016/j.spinee.2017.06.042,0
https://doi.org/10.1097/bsd.0b013e31829047a7,0
https://doi.org/10.2106/jbjs.f.00432,0
https://doi.org/10.1097/brs.0000000000000015,0
https://doi.org/10.1097/01.brs.0000257547.17822.14,0
https://doi.org/10.1016/j.spinee.2019.12.010,0
https://doi.org/10.3171/2013.9.spine13349,0
https://doi.org/10.1097/00007632-200105010-00015,0
https://doi.org/10.12659/msm.894384,0
https://doi.org/10.1016/j.jbspin.2015.04.017,0
https://doi.org/10.1007/s00586-002-0464-0,0
https://doi.org/10.1097/brs.0000000000001746,1
https://doi.org/10.1097/brs.0b013e31815b75e2,0
https://doi.org/10.3171/2016.11.spine161031,0
https://doi.org/10.1213/ane.0b013e3181d8a095,0
https://doi.org/10.1186/s13018-017-0672-2,1
https://doi.org/10.1016/j.spinee.2013.07.490,0
https://doi.org/10.4055/cios.2017.9.3.317,0
https://doi.org/10.1007/s005860050094,0
https://doi.org/10.1136/bmjopen-2017-017227,0
https://doi.org/10.1159/000338982,0
https://doi.org/10.1007/s00586-017-5333-y,0
https://doi.org/10.1097/brs.0000000000002292,0
https://doi.org/10.1097/brs.0000000000000810,0
https://doi.org/10.3275/9095,0
https://doi.org/10.1097/brs.0b013e31829a6d0a,0
https://doi.org/10.1186/s13018-015-0223-7,0
https://doi.org/10.1097/ana.0b013e31823fe822,0
https://doi.org/10.1007/s00586-013-2972-5,0
https://doi.org/10.3171/2012.5.spine111044,0
https://doi.org/10.1111/anae.12044,0
https://doi.org/10.3171/spi/2008/8/2/101,0
https://doi.org/10.1097/brs.0000000000000577,0
https://doi.org/10.1016/j.pmrj.2011.01.010,0
https://doi.org/10.2460/javma.231.6.913,0
https://doi.org/10.1016/j.spinee.2018.03.015,0
https://doi.org/10.1007/s00586-010-1535-2,0
https://doi.org/10.1097/00000539-200202000-00023,0
https://doi.org/10.1097/bsd.0000000000000185,0
,0
https://doi.org/10.1186/s13018-016-0382-1,0
https://doi.org/10.2106/00004623-200012000-00024,0
https://doi.org/10.1007/s12013-014-9879-6,0
https://doi.org/10.1186/s12891-017-1505-5,0
https://doi.org/10.1097/00024720-200210000-00010,0
https://doi.org/10.1097/brs.0000000000001263,0
https://doi.org/10.1097/01.brs.0000065486.22141.ca,1
https://doi.org/10.1093/pm/pnw020,0
https://doi.org/10.1097/01.brs.0000244555.28310.40,0
https://doi.org/10.1016/j.spinee.2019.09.003,0
https://doi.org/10.1016/j.wneu.2016.07.095,0
https://doi.org/10.1007/s00464-008-0042-6,0
https://doi.org/10.1097/01.brs.0000137054.08788.b2,0
https://doi.org/10.5505/agri.2015.45220,0
https://doi.org/10.1007/s00586-004-0824-z,0
https://doi.org/10.3321/j.issn:0376-2491.2008.41.007,0
https://doi.org/10.3760/j:issn:0376-2491.2006.19.004,0
https://doi.org/10.1097/md.0000000000013511,0
https://doi.org/10.1097/bsd.0b013e3181e4f3df,0
https://doi.org/10.1097/jsm.0000000000000516,0
https://doi.org/10.1007/s004670000337,0
https://doi.org/10.1007/s00586-013-2979-y,0
https://doi.org/10.1007/s00586-016-4922-5,0
https://doi.org/10.1016/j.physio.2014.06.003,0
https://doi.org/10.1111/pme.12067,0
https://doi.org/10.1016/j.spinee.2019.07.014,0
https://doi.org/10.3171/spi.2007.6.1.3,0
https://doi.org/10.3171/2014.4.spine13669,0
https://doi.org/10.1016/j.spinee.2018.05.028,0
https://doi.org/10.1001/jama.2017.7918,0
https://doi.org/10.1016/j.spinee.2018.02.025,0
https://doi.org/10.5603/ait.a2017.0047,0
https://doi.org/10.1007/s00402-017-2699-6,0
https://doi.org/10.1016/j.spinee.2013.07.456,0
https://doi.org/10.1016/j.jclinane.2017.05.013,0
https://doi.org/10.1016/j.spinee.2015.02.039,0
https://doi.org/10.1097/00007632-200405010-00005,0
https://doi.org/10.1097/brs.0b013e3181aa1e87,0
https://doi.org/10.1093/bja/aei200,0
https://doi.org/10.1097/00005131-200410000-00002,0
https://doi.org/10.1055/s-0033-1354250,0
https://doi.org/10.3171/spi-07/08/145,0
https://doi.org/10.1016/j.spinee.2013.12.014,1
https://doi.org/10.1590/s1807-59322009000800006,0
https://doi.org/10.1016/j.spinee.2017.09.009,0
https://doi.org/10.1093/bja/aep002,0
https://doi.org/10.1007/s00586-016-4821-9,0
https://doi.org/10.1097/brs.0b013e318191e687,0
https://doi.org/10.1016/j.spinee.2015.02.038,0
https://doi.org/10.1097/bsd.0000000000000096,0
https://doi.org/10.1007/s00198-016-3651-2,0
https://doi.org/10.1055/s-2007-984462,0
https://doi.org/10.5505/agri.2015.22043,0
https://doi.org/10.1016/j.spinee.2005.12.002,0
https://doi.org/10.1016/j.ajog.2004.09.028,0
https://doi.org/10.1001/jamainternmed.2015.97,0
https://doi.org/10.1097/01.brs.0000255023.56466.44,0
https://doi.org/10.1007/s00540-016-2252-8,0
https://doi.org/10.1142/s0192415x00000052,0
https://doi.org/10.1006/bcmd.2002.0517,0
https://doi.org/10.1053/j.jvca.2017.06.023,0
https://doi.org/10.1016/j.amjcard.2013.05.004,0
https://doi.org/10.1016/j.ajem.2018.03.078,0
https://doi.org/10.1097/spv.0000000000000655,0
https://doi.org/10.1007/s00586-004-0855-5,0
https://doi.org/10.1007/s00264-013-2026-y,0
https://doi.org/10.1148/radiol.12120751,0
https://doi.org/10.1097/aap.0b013e31820d4362,0
https://doi.org/10.1097/01.brs.0000115130.42394.0b,0
https://doi.org/10.1227/neu.0b013e3182305669,0
https://doi.org/10.1016/j.spinee.2013.06.046,0
https://doi.org/10.1097/brs.0b013e3182076d70,0
https://doi.org/10.1097/brs.0b013e318190705d,0
https://doi.org/10.1097/01.brs.0000162569.00685.7b,0
https://doi.org/10.1097/01.brs.0000245852.70594.d5,0
https://doi.org/10.1097/00002517-200008000-00004,0
,0
https://doi.org/10.1213/01.ane.0000266437.41544.b3,0
https://doi.org/10.3171/2015.6.jns15716,0
https://doi.org/10.1007/s00540-013-1726-1,0
https://doi.org/10.1177/0310057x0803600613,0
https://doi.org/10.1097/ajp.0000000000000237,0
https://doi.org/10.1186/s12891-016-1126-4,0
https://doi.org/10.1111/anae.12956,0
https://doi.org/10.1016/j.spinee.2017.04.007,0
https://doi.org/10.3171/spi.2006.4.1.31,0
https://doi.org/10.1136/neurintsurg-2019-014815,0
https://doi.org/10.1097/brs.0b013e3182611182,0
https://doi.org/10.23736/s0375-9393.16.11610-4,0
https://doi.org/10.1097/00007632-200212010-00005,0
https://doi.org/10.1111/j.1365-2044.2011.06820.x,0
https://doi.org/10.1136/bmjopen-2017-019596,0
https://doi.org/10.1097/00024720-200308000-00016,0
https://doi.org/10.3171/spi.2007.6.3.198,0
https://doi.org/10.1111/j.1468-2982.2004.00773.x,0
https://doi.org/10.3171/2013.8.spine13183,0
https://doi.org/10.1097/ajp.0000000000000629,0
https://doi.org/10.1023/b:brea.0000041624.00665.4e,0
https://doi.org/10.1038/sc.2010.29,0
https://doi.org/10.1097/md.0000000000015526,0
https://doi.org/10.1055/s-0035-1554284,0
https://doi.org/10.1056/nejmoa0809003,0
https://doi.org/10.3928/01477447-20140430-52,1
https://doi.org/10.1007/s00586-013-3082-0,0
https://doi.org/10.1016/j.injury.2015.10.069,0
https://doi.org/10.5505/agri.2014.65982,0
https://doi.org/10.1007/s00586-009-1044-3,0
https://doi.org/10.1007/s00586-017-4963-4,0
https://doi.org/10.1148/radiol.2493071999,0
https://doi.org/10.1007/s00198-003-1520-2,0
https://doi.org/10.1186/1745-6215-15-297,0
https://doi.org/10.1007/s00586-001-0351-0,0
https://doi.org/10.1097/01.brs.0000261029.29170.e6,0
https://doi.org/10.1097/01.brs.0000186323.11285.b1,0
https://doi.org/10.1097/brs.0b013e318064520f,0
https://doi.org/10.1007/s00586-012-2458-x,0
https://doi.org/10.2106/jbjs.i.01714,0
https://doi.org/10.1186/1471-2474-14-105,0
https://doi.org/10.1016/j.spinee.2018.05.003,1
https://doi.org/10.1001/jamanetworkopen.2018.6828,0
https://doi.org/10.3171/2015.8.spine15844,0
https://doi.org/10.1097/brs.0b013e3181e8e4a3,0
https://doi.org/10.2106/jbjs.o.00209,1
https://doi.org/10.1191/0269215505cr836oa,0
https://doi.org/10.1097/eja.0b013e3283631609,0
https://doi.org/10.2106/00004623-200305000-00001,0
https://doi.org/10.1016/j.spinee.2015.11.056,0
https://doi.org/10.1097/01.bsd.0000132287.65702.8a,0
https://doi.org/10.1152/japplphysiol.00532.2015,0
https://doi.org/10.1007/s00256-014-1928-0,0
https://doi.org/10.1016/j.resuscitation.2011.11.024,0
https://doi.org/10.1007/s00586-015-3979-x,0
https://doi.org/10.1590/s0102-86502012000400013,0
https://doi.org/10.1093/bja/aei003,0
https://doi.org/10.1007/s00264-014-2610-9,0
https://doi.org/10.1111/j.1749-4486.2010.02219.x,0
https://doi.org/10.1007/s12013-014-9884-9,0
https://doi.org/10.1016/j.acra.2017.05.014,0
https://doi.org/10.3171/spi.2001.95.2.0179,0
https://doi.org/10.3171/spi/2008/8/6/544,0
https://doi.org/10.1007/s00586-013-2971-6,0
,0
https://doi.org/10.1007/s10877-012-9420-7,0
https://doi.org/10.1007/s00264-007-0439-1,0
https://doi.org/10.1097/ana.0000000000000428,0
https://doi.org/10.1007/s00586-013-2858-6,0
https://doi.org/10.1093/bja/aep164,0
https://doi.org/10.1186/s12891-017-1664-4,0
https://doi.org/10.1097/ana.0b013e3181b7fef5,0
https://doi.org/10.1002/mus.23750,0
https://doi.org/10.1007/s00586-015-3812-6,0
https://doi.org/10.1097/brs.0b013e318160447a,0
https://doi.org/10.1016/j.pain.2010.02.015,0
,0
https://doi.org/10.1016/j.wneu.2018.09.086,0
https://doi.org/10.2106/jbjs.n.01186,0
https://doi.org/10.1007/s00586-011-2082-1,0
https://doi.org/10.1016/j.spinee.2016.08.008,0
https://doi.org/10.1097/bsd.0b013e3182166860,0
https://doi.org/10.1007/s00586-011-2105-y,1
https://doi.org/10.1097/00007632-200206010-00002,0
https://doi.org/10.2215/cjn.01100112,0
https://doi.org/10.1097/01.brs.0000201324.45537.46,0
https://doi.org/10.1080/03009734.2017.1340372,0
https://doi.org/10.1007/s10143-013-0475-9,0
https://doi.org/10.1007/s00586-009-0976-y,0
https://doi.org/10.1097/aap.0000000000000540,0
https://doi.org/10.1111/j.1365-2044.2011.06913.x,0
https://doi.org/10.1097/bsd.0b013e3180310534,0
https://doi.org/10.1097/ana.0b013e31829f3805,0
https://doi.org/10.3171/2012.9.spine11717,0
https://doi.org/10.1016/j.spinee.2008.05.006,1
https://doi.org/10.1046/j.1523-1755.2003.00816.x,0
https://doi.org/10.1097/brs.0b013e31813162f9,0
https://doi.org/10.1111/j.1464-410x.2010.09329.x,0
https://doi.org/10.1016/j.spinee.2014.03.012,0
https://doi.org/10.1016/j.spinee.2004.07.019,0
https://doi.org/10.1371/journal.pone.0208697,0
https://doi.org/10.1046/j.1365-2044.2002.02866.x,0
https://doi.org/10.1097/01.brs.0000029255.77224.bb,0
,0
https://doi.org/10.1016/j.spinee.2018.01.015,0
https://doi.org/10.1097/brs.0b013e318217668f,0
https://doi.org/10.3171/spi-07/11/496,0
https://doi.org/10.1097/brs.0000000000000236,1
https://doi.org/10.1111/papr.12770,0
https://doi.org/10.1186/1471-2474-13-263,0
https://doi.org/10.1016/j.spinee.2017.04.011,0
https://doi.org/10.1097/brs.0b013e3181d41545,0
https://doi.org/10.1186/1471-2474-15-294,0
https://doi.org/10.1016/j.spinee.2014.10.015,0
https://doi.org/10.1097/00007632-200212150-00003,0
https://doi.org/10.1097/mao.0b013e318159ebf5,0
https://doi.org/10.1097/bot.0b013e3181a18728,0
https://doi.org/10.1016/j.spinee.2017.11.017,0
https://doi.org/10.3171/2013.5.focus13171,0
https://doi.org/10.1093/bja/aen287,0
https://doi.org/10.1016/j.jclinane.2016.01.010,0
https://doi.org/10.1046/j.1460-9592.2002.00832.x,0
https://doi.org/10.2106/jbjs.i.00680,0
https://doi.org/10.1016/j.jbspin.2014.08.008,0
https://doi.org/10.1097/brs.0b013e3181f99d70,0
https://doi.org/10.5505/agri.2011.86548,0
https://doi.org/10.1097/brs.0b013e318214e3e6,0
https://doi.org/10.1007/s00586-005-0912-8,0
https://doi.org/10.1097/phm.0000000000000351,0
https://doi.org/10.1136/bmjopen-2017-016328,0
https://doi.org/10.1007/s00586-014-3388-6,0
https://doi.org/10.1016/j.amjsurg.2017.10.055,0
https://doi.org/10.3899/jrheum.170266,0
https://doi.org/10.1097/00007632-200203010-00002,0
https://doi.org/10.1007/s00586-017-5450-7,0
https://doi.org/10.3928/01477447-20120123-07,0
https://doi.org/10.1093/bja/aex038,0
https://doi.org/10.3171/spi.2005.2.3.0271,0
https://doi.org/10.1007/s12630-012-9726-4,0
https://doi.org/10.1093/bja/aes394,0
https://doi.org/10.1016/j.rapm.2007.03.010,0
https://doi.org/10.1097/md.0000000000015451,0
https://doi.org/10.1097/brs.0b013e31821cba1f,0
https://doi.org/10.1097/01.tp.0000044363.31492.e5,0
https://doi.org/10.3760/j.issn.0529-5815.2006.16.003,0
https://doi.org/10.1007/s00586-002-0493-8,0
https://doi.org/10.1093/bja/aer502,0
https://doi.org/10.1055/s-2002-36043,0
https://doi.org/10.1097/aln.0000000000001609,0
https://doi.org/10.1007/s00586-019-06122-x,0
https://doi.org/10.1007/s00586-006-1072-1,0
https://doi.org/10.1097/bsd.0000000000000132,0
https://doi.org/10.3171/2011.5.spine10769,1
https://doi.org/10.1016/j.aat.2013.03.003,0
https://doi.org/10.1016/s0276-1092(08)79352-0,0
https://doi.org/10.1016/j.spinee.2017.07.167,1
https://doi.org/10.1007/s00586-015-3996-9,0
https://doi.org/10.1097/sla.0b013e318269d493,0
https://doi.org/10.1016/j.spinee.2018.12.013,0
https://doi.org/10.1097/brs.0000000000002791,0
https://doi.org/10.1016/j.ajem.2016.12.049,0
https://doi.org/10.1213/ane.0b013e31819c60a1,0
https://doi.org/10.1097/brs.0000000000001647,0
https://doi.org/10.1016/j.spinee.2018.10.014,0
https://doi.org/10.1016/j.spinee.2013.10.043,0
https://doi.org/10.1186/1471-2474-11-17,0
https://doi.org/10.1007/s00586-005-1034-z,0
https://doi.org/10.1213/ane.0b013e31824d6168,0
https://doi.org/10.36076/ppj.2010/13/535,0
https://doi.org/10.1097/sle.0b013e31828a0aec,0
,0
https://doi.org/10.1097/mrr.0000000000000039,0
https://doi.org/10.23736/s0375-9393.16.11399-9,0
https://doi.org/10.3928/01477447-20131219-17,0
https://doi.org/10.1016/j.ijotn.2016.02.001,0
https://doi.org/10.1007/s00586-008-0604-2,0
https://doi.org/10.1001/jamaoncol.2017.5082,0
https://doi.org/10.1111/anae.13606,0
https://doi.org/10.1016/j.spinee.2017.05.025,1
https://doi.org/10.3928/01477447-20130624-29,0
https://doi.org/10.4103/0366-6999.217080,0
https://doi.org/10.1007/s00701-012-1283-7,0
https://doi.org/10.2106/jbjs.g.00913,0
https://doi.org/10.1016/j.injury.2014.06.006,0
https://doi.org/10.1097/brs.0b013e3181d2d6c5,0
https://doi.org/10.1097/brs.0b013e3181657dac,0
https://doi.org/10.1007/s00586-017-5260-y,0
https://doi.org/10.1007/s00586-010-1337-6,0
https://doi.org/10.1212/wnl.0000000000000012,0
https://doi.org/10.1155/2019/2651504,0
https://doi.org/10.1227/neu.0b013e318219565f,0
https://doi.org/10.1007/bf03016558,0
https://doi.org/10.1007/s00586-013-2717-5,0
https://doi.org/10.1097/md.0000000000008107,0
https://doi.org/10.1016/j.spinee.2015.01.027,0
https://doi.org/10.2106/jbjs.e.00305,0
https://doi.org/10.2106/jbjs.j.00476,0
https://doi.org/10.1177/0363546516646092,0
https://doi.org/10.1097/j.pain.0000000000000326,0
https://doi.org/10.1097/brs.0b013e3181af2622,0
https://doi.org/10.1097/bsd.0b013e31802f80c8,0
https://doi.org/10.1016/j.wneu.2017.04.163,0
https://doi.org/10.21873/anticanres.12814,0
https://doi.org/10.1016/j.spinee.2016.08.032,0
https://doi.org/10.1097/00007632-200010150-00017,0
https://doi.org/10.1016/j.spinee.2019.02.003,0
https://doi.org/10.36076/ppj.2013/16/e494,0
https://doi.org/10.1111/j.1464-410x.2007.06853.x,0
https://doi.org/10.1097/brs.0b013e31818ffabe,1
https://doi.org/10.1097/bsd.0b013e3181bb8568,0
https://doi.org/10.1016/j.clineuro.2016.12.016,0
https://doi.org/10.1097/00007632-200108010-00002,0
https://doi.org/10.3171/2013.9.spine1392,0
https://doi.org/10.1089/pho.2009.2576,0
https://doi.org/10.1097/00007632-200002010-00020,0
https://doi.org/10.1016/j.spinee.2003.11.009,0
https://doi.org/10.1007/s00586-014-3464-y,0
https://doi.org/10.1016/s1567-424x(09)70189-8,0
https://doi.org/10.1016/s1297-319x(00)00234-7,0
https://doi.org/10.1016/j.clineuro.2016.03.010,0
https://doi.org/10.1007/s00586-019-06011-3,0
https://doi.org/10.1097/md.0000000000010667,0
https://doi.org/10.1097/bsd.0000000000000598,0
https://doi.org/10.1093/neuros/nyx212,0
https://doi.org/10.1080/13645706.2016.1273837,0
https://doi.org/10.1007/s00586-010-1656-7,1
https://doi.org/10.1007/s00586-010-1421-y,0
https://doi.org/10.1007/s00586-006-0120-1,0
https://doi.org/10.1016/j.bone.2018.08.023,0
https://doi.org/10.1097/bsd.0b013e3181a3d889,0
