openalex_id,doi,pmid,lens_id,label_included,label_abstract_included
https://openalex.org/w283503809,,,,0,0
https://openalex.org/w233202440,,,,0,0
https://openalex.org/w123308299,https://doi.org/10.54870/1551-3440.1178,,,0,0
https://openalex.org/w2562031258,,,,0,0
https://openalex.org/w123944181,,,,0,1
https://openalex.org/w3111648855,,,,0,1
https://openalex.org/w2109787247,,,,0,1
https://openalex.org/w408071,https://doi.org/10.1177/000992287701601011,,,0,1
https://openalex.org/w2234091144,,,,0,1
https://openalex.org/w2355179269,https://doi.org/10.1080/15210960.2016.1152893,,,0,0
https://openalex.org/w2730644213,,,,0,0
https://openalex.org/w2280429668,,,,0,1
https://openalex.org/w1978285370,https://doi.org/10.1080/1066568980310207,,,0,0
https://openalex.org/w2099537094,https://doi.org/10.1123/jtpe.27.3.347,,,0,0
https://openalex.org/w1845436936,https://doi.org/10.1111/j.1365-263x.2011.01216.x,,,0,0
https://openalex.org/w2921347761,https://doi.org/10.1177/2156759x19834434,,,0,0
https://openalex.org/w2061412337,https://doi.org/10.1080/0950238032000150039,,,0,0
https://openalex.org/w1984184827,https://doi.org/10.1007/s10464-013-9589-z,,,0,0
https://openalex.org/w1992356319,https://doi.org/10.1080/13504622.2014.976607,,,0,1
https://openalex.org/w2562387648,,,,0,0
https://openalex.org/w143075103,,,,0,1
https://openalex.org/w4250141683,https://doi.org/10.4324/9781315045191-20,,,0,0
https://openalex.org/w2088063480,https://doi.org/10.1097/nne.0b013e318250415b,,,0,0
https://openalex.org/w2117652613,https://doi.org/10.1177/1048371310393504,,,0,0
https://openalex.org/w2587215439,,,,0,0
https://openalex.org/w32895889,https://doi.org/10.1007/s42770-020-00372-4,,,0,0
https://openalex.org/w131216007,,,,0,0
https://openalex.org/w63240814,,,,0,1
https://openalex.org/w1538670753,https://doi.org/10.1111/bjet.12199,,,0,0
https://openalex.org/w2066684241,https://doi.org/10.1177/0022487198049003007,,,0,0
https://openalex.org/w3172664588,,,,0,0
https://openalex.org/w1507187329,,,,0,0
https://openalex.org/w2014331325,https://doi.org/10.1080/09243450903553993,,,0,0
https://openalex.org/w2759024532,https://doi.org/10.5688/ajpe6076,,,0,0
https://openalex.org/w235919435,,,,0,0
https://openalex.org/w2063134004,https://doi.org/10.1080/17549175.2011.596269,,,0,0
https://openalex.org/w2012495158,https://doi.org/10.1177/1052562909346000,,,0,0
https://openalex.org/w1989057722,https://doi.org/10.1177/003172170108200614,,,0,0
https://openalex.org/w4231765295,https://doi.org/10.2307/30163291,,,0,0
https://openalex.org/w2097613617,,,,0,0
https://openalex.org/w2029208706,https://doi.org/10.3200/tchs.79.2.69-71,,,0,0
https://openalex.org/w1997171176,https://doi.org/10.2202/1548-923x.1590,,,0,0
https://openalex.org/w1990844288,https://doi.org/10.1177/1746197906064674,,,0,0
https://openalex.org/w173598215,,,,0,1
https://openalex.org/w2946166508,https://doi.org/10.18260/1-2--30297,,,0,0
https://openalex.org/w2141364306,https://doi.org/10.1177/0044118x14538464,,,0,1
https://openalex.org/w2520129041,https://doi.org/10.1080/02701960.2016.1188809,,,0,0
https://openalex.org/w158318903,https://doi.org/10.3928/01484834-20050201-05,,,0,0
https://openalex.org/w2792394163,https://doi.org/10.1177/0098628318762933,,,0,0
https://openalex.org/w2934697486,https://doi.org/10.1097/acm.0000000000002719,,,0,0
https://openalex.org/w2315975734,https://doi.org/10.1097/00004650-200001000-00006,,,0,0
https://openalex.org/w2003392945,https://doi.org/10.1080/13576280110051073,,,0,0
https://openalex.org/w1579214464,,,,0,0
https://openalex.org/w1589035730,,,,0,0
https://openalex.org/w295407900,,,,0,0
https://openalex.org/w2937780820,https://doi.org/10.18260/1-2--30534,,,0,0
https://openalex.org/w1488012621,https://doi.org/10.1111/teth.12260,,,0,0
https://openalex.org/w2526653318,https://doi.org/10.3928/01484834-20160914-08,,,0,0
https://openalex.org/w2912218822,,,,0,0
https://openalex.org/w2126527729,https://doi.org/10.1177/0092055x11418840,,,0,0
https://openalex.org/w271432857,,,,0,0
https://openalex.org/w2130456877,https://doi.org/10.1177/003172171009100504,,,0,0
https://openalex.org/w1771231834,https://doi.org/10.24908/ijsle.v9i2.5455,,,0,0
https://openalex.org/w2897438005,https://doi.org/10.1080/02701960.2018.1530226,,,0,0
https://openalex.org/w1889642357,https://doi.org/10.3928/01484834-20150814-21,,,0,0
https://openalex.org/w2071601427,https://doi.org/10.1177/1050651903255303,,,0,0
https://openalex.org/w156033844,,,,0,0
https://openalex.org/w2005993801,https://doi.org/10.1080/00098659909599400,,,0,1
https://openalex.org/w1974268555,https://doi.org/10.1080/02701960903578329,,,0,0
https://openalex.org/w68468526,,,,0,0
https://openalex.org/w316029568,,,,0,0
https://openalex.org/w66106129,,,,0,0
https://openalex.org/w2024596256,https://doi.org/10.1080/13603116.2012.685765,,,0,0
https://openalex.org/w2884525650,,,,0,0
https://openalex.org/w1999558029,https://doi.org/10.1080/00405849709543766,,,0,0
https://openalex.org/w2354902099,https://doi.org/10.1080/02701960.2016.1173948,,,0,0
https://openalex.org/w44974071,,,,0,0
https://openalex.org/w2971220326,https://doi.org/10.1001/amajethics.2019.715,,,0,0
https://openalex.org/w2789495832,https://doi.org/10.1002/tl.20292,,,0,1
https://openalex.org/w334195533,,,,0,0
https://openalex.org/w213814339,https://doi.org/10.18296/set.0847,,,0,0
https://openalex.org/w2084498829,https://doi.org/10.1097/nne.0000000000000088,,,0,0
https://openalex.org/w2137061980,,,,0,0
https://openalex.org/w2118201042,https://doi.org/10.1111/j.1540-4781.2011.01237.x,,,0,0
https://openalex.org/w1530228771,,,,0,0
https://openalex.org/w1828238440,,,,0,0
https://openalex.org/w217967020,,,,0,0
https://openalex.org/w260647163,,,,0,0
https://openalex.org/w1993336390,https://doi.org/10.1177/0092055x0603400306,,,0,0
https://openalex.org/w2147317347,https://doi.org/10.1080/09518398.2011.600262,,,0,0
https://openalex.org/w2593555294,,,,1,1
https://openalex.org/w2921039477,https://doi.org/10.52041/serj.v17i2.160,,,0,0
https://openalex.org/w2804717429,,,,0,0
https://openalex.org/w2126429849,,,,0,0
https://openalex.org/w1503522674,,,,0,0
https://openalex.org/w2060668287,https://doi.org/10.5688/aj7106129,,,0,0
https://openalex.org/w2148400755,https://doi.org/10.1002/nml.20056,,,0,0
https://openalex.org/w321056740,,,,0,1
https://openalex.org/w1974702920,https://doi.org/10.1080/03057920500382416,,,0,0
https://openalex.org/w302320126,,,,0,0
https://openalex.org/w1993408625,https://doi.org/10.1023/b:ihie.0000048795.84634.4a,,,0,0
https://openalex.org/w2080166282,https://doi.org/10.1080/13639080903565665,,,0,0
https://openalex.org/w2029042054,https://doi.org/10.1177/019263659708159115,,,0,0
https://openalex.org/w2937369569,,,,0,0
https://openalex.org/w2030898457,https://doi.org/10.1300/j054v10n02_12,,,0,0
https://openalex.org/w2750848536,https://doi.org/10.1016/j.profnurs.2017.09.001,,,0,0
https://openalex.org/w110454950,,,,0,1
https://openalex.org/w248447037,,,,0,1
https://openalex.org/w234249996,,,,0,0
https://openalex.org/w228703197,,,,0,0
https://openalex.org/w2074572643,https://doi.org/10.1080/00336297.2004.10491833,,,0,0
https://openalex.org/w2072455868,https://doi.org/10.3200/ctch.54.4.307-319,,,0,0
https://openalex.org/w2164763863,,,,0,0
https://openalex.org/w2160561602,https://doi.org/10.19030/ajbe.v6i1.7493,,,0,0
https://openalex.org/w2046883494,https://doi.org/10.1007/s10972-013-9337-0,,,0,0
https://openalex.org/w309621782,,,,0,0
https://openalex.org/w269720901,,,,0,0
https://openalex.org/w2147480779,https://doi.org/10.1300/j021v22n02_01,,,0,0
https://openalex.org/w2725103828,,,,0,0
https://openalex.org/w2328214088,https://doi.org/10.1080/10401334.2016.1146602,,,0,0
https://openalex.org/w1977137531,https://doi.org/10.1002/ss.181,,,0,0
https://openalex.org/w2000359143,https://doi.org/10.1080/10901020701366715,,,0,0
https://openalex.org/w2972409872,https://doi.org/10.1071/py19031,,,0,0
https://openalex.org/w2126795172,https://doi.org/10.20343/teachlearninqu.2.1.81,,,0,0
https://openalex.org/w2165124617,https://doi.org/10.3109/0142159x.2010.530308,,,0,0
https://openalex.org/w2288734816,https://doi.org/10.1080/00940771.2016.1102599,,,0,0
https://openalex.org/w2291289336,https://doi.org/10.1080/08832323.2016.1145623,,,0,0
https://openalex.org/w1976861558,https://doi.org/10.1016/j.adolescence.2011.07.004,,,0,0
https://openalex.org/w2596063979,https://doi.org/10.1080/2331186x.2017.1299075,,,0,0
https://openalex.org/w285722967,,,,0,0
https://openalex.org/w2053531181,https://doi.org/10.1007/s10560-010-0216-7,,,0,0
https://openalex.org/w1496337437,https://doi.org/10.1080/14330237.2015.1021532,,,0,0
https://openalex.org/w2897365665,https://doi.org/10.1002/tesj.410,,,0,0
https://openalex.org/w2088763841,https://doi.org/10.1002/j.1556-6978.1999.tb01224.x,,,0,0
https://openalex.org/w2089829194,https://doi.org/10.1080/0300443042000266259,,,0,0
https://openalex.org/w2083717143,https://doi.org/10.1080/09500780802510159,,,0,0
https://openalex.org/w2910292692,,,,0,0
https://openalex.org/w2157571828,https://doi.org/10.1093/geront/23.2.185,,,0,0
https://openalex.org/w2147615846,https://doi.org/10.1080/00221546.2004.11772258,,,0,1
https://openalex.org/w292406074,,,,0,0
https://openalex.org/w2073544745,https://doi.org/10.1080/1066568930260208,,,0,0
https://openalex.org/w1514474222,,,,0,0
https://openalex.org/w2804663295,https://doi.org/10.1080/00221546.2018.1449082,,,0,0
https://openalex.org/w266633988,,,,0,0
https://openalex.org/w232199756,,,,0,0
https://openalex.org/w1652950525,https://doi.org/10.3233/wor-121492,,,0,0
https://openalex.org/w2134103491,https://doi.org/10.1080/j003v21n01_14,,,0,0
https://openalex.org/w2492200573,https://doi.org/10.1177/1475240916659722,,,0,0
https://openalex.org/w2179806467,,,,0,0
https://openalex.org/w338473680,,,,0,0
https://openalex.org/w1998220223,https://doi.org/10.1080/00228958.2003.10518367,,,0,1
https://openalex.org/w2805891140,https://doi.org/10.2478/dcse-2018-0009,,,0,0
https://openalex.org/w293703026,,,,0,0
https://openalex.org/w2625119544,https://doi.org/10.1080/10572252.2017.1339526,,,0,0
https://openalex.org/w2908283904,https://doi.org/10.4324/9781315045191-17,,,0,0
https://openalex.org/w2434340530,,,,0,0
https://openalex.org/w1965306721,https://doi.org/10.1080/00094056.2015.1018797,,,0,0
https://openalex.org/w1963740746,,,,1,1
https://openalex.org/w309782543,,,,0,0
https://openalex.org/w2004933602,https://doi.org/10.1080/10511250500335643,,,0,0
https://openalex.org/w3024216489,,,,0,0
https://openalex.org/w2274976037,,,,0,0
https://openalex.org/w239808717,,,,0,0
https://openalex.org/w239100780,https://doi.org/10.1080/00043125.2010.11519074,,,0,1
https://openalex.org/w1586298820,https://doi.org/10.1080/00940771.1996.11494433,,,0,0
https://openalex.org/w161139855,,,,0,0
https://openalex.org/w2542990208,,,,0,0
https://openalex.org/w1487551404,,,,0,0
https://openalex.org/w2183688937,https://doi.org/10.1080/15244113.2015.1102012,,,0,0
https://openalex.org/w1985951628,https://doi.org/10.1080/14703297.2013.832633,,,0,0
https://openalex.org/w2186175998,,,,0,0
https://openalex.org/w2913082853,https://doi.org/10.1891/9780826118691.0003,,,0,0
https://openalex.org/w2096272143,https://doi.org/10.1177/07419325040250060201,,,0,0
https://openalex.org/w2676096626,https://doi.org/10.1080/02607476.2017.1342052,,,0,0
https://openalex.org/w96910488,,,,0,0
https://openalex.org/w2043137040,https://doi.org/10.1080/10826080701655683,,,0,0
https://openalex.org/w1977765337,https://doi.org/10.1023/b:casw.0000028452.94800.cc,,,0,0
https://openalex.org/w2598202705,https://doi.org/10.18260/p.24704,,,0,0
https://openalex.org/w113561361,https://doi.org/10.1108/978-1-60752-178-5,,,0,0
https://openalex.org/w2179824843,https://doi.org/10.15786/13683811.v3,,,0,0
https://openalex.org/w2236881895,,,,0,0
https://openalex.org/w2789217433,https://doi.org/10.1080/03075079.2018.1435635,,,0,0
https://openalex.org/w2325077611,https://doi.org/10.1037/a0026593,,,0,0
https://openalex.org/w2042714407,https://doi.org/10.1177/016059760502900310,,,0,0
https://openalex.org/w2109215240,https://doi.org/10.1177/1932202x11424880,,,0,0
https://openalex.org/w3200920532,https://doi.org/10.4324/9781003236696-23,,,0,0
https://openalex.org/w3127692990,https://doi.org/10.4324/9781410606051-10,,,0,0
https://openalex.org/w2078312789,https://doi.org/10.1007/bf00380258,,,0,0
https://openalex.org/w2482078464,https://doi.org/10.1037/14803-014,,,0,0
https://openalex.org/w2086451837,https://doi.org/10.1300/j005v18n01_02,,,0,0
https://openalex.org/w2136460764,https://doi.org/10.28945/1216,,,0,0
https://openalex.org/w2127700794,https://doi.org/10.1093/bjsw/bcn081,,,0,0
https://openalex.org/w2921227935,https://doi.org/10.1097/cnj.0000000000000602,,,0,0
https://openalex.org/w2991661885,,,,0,0
https://openalex.org/w2135432935,https://doi.org/10.1108/he-07-2013-0031,,,0,0
https://openalex.org/w4392702487,https://doi.org/10.58680/tetyc20043019,,,0,0
https://openalex.org/w1525201743,https://doi.org/10.1300/j021v25n03_04,,,0,0
https://openalex.org/w2566019360,https://doi.org/10.1037/dhe0000053,,,0,0
https://openalex.org/w280231026,,,,0,0
https://openalex.org/w2029479625,https://doi.org/10.1300/j021v19n02_08,,,0,0
https://openalex.org/w2513549773,https://doi.org/10.1080/00094056.2016.1226113,,,0,0
https://openalex.org/w2770203491,https://doi.org/10.1177/0047237917744328,,,0,0
https://openalex.org/w2577531445,https://doi.org/10.1177/1077699016681986,,,0,0
https://openalex.org/w2468160579,https://doi.org/10.1080/13561820.2016.1181614,,,0,0
https://openalex.org/w2909700008,https://doi.org/10.1080/08975930.2018.1486779,,,0,0
https://openalex.org/w1997707089,https://doi.org/10.2307/1317850,,,0,0
https://openalex.org/w2265028257,https://doi.org/10.1080/08832323.2015.1074150,,,0,0
https://openalex.org/w22036181,https://doi.org/10.4219/gct-2004-138,,,0,0
https://openalex.org/w1783067482,https://doi.org/10.1177/215416479903400105,,,0,1
https://openalex.org/w2108050043,https://doi.org/10.46504/04200903ca,,,0,0
https://openalex.org/w258523175,,,,0,0
https://openalex.org/w1979053468,https://doi.org/10.3200/tsss.96.5.227-232,,,0,0
https://openalex.org/w2536426727,https://doi.org/10.1007/s11422-016-9776-y,,,0,0
https://openalex.org/w2044763700,https://doi.org/10.1300/j226v01n03_03,,,0,0
https://openalex.org/w1978011997,https://doi.org/10.1300/j054v18n01_02,,,0,0
https://openalex.org/w2139288152,https://doi.org/10.1177/1043659606298614,,,0,0
https://openalex.org/w1985094011,https://doi.org/10.1080/87567555.2010.484033,,,0,0
https://openalex.org/w2036660786,https://doi.org/10.1007/s40299-013-0128-3,,,0,0
https://openalex.org/w2085539121,https://doi.org/10.1080/00467600500313955,,,0,0
https://openalex.org/w2763751301,,,,0,0
https://openalex.org/w2989818992,,,,0,0
https://openalex.org/w2128008667,https://doi.org/10.18060/1268,,,0,0
https://openalex.org/w2045535617,https://doi.org/10.1300/j021v25n01_01,,,0,0
https://openalex.org/w3216197227,,,,0,0
https://openalex.org/w2043312157,https://doi.org/10.1071/py06033,,,0,0
https://openalex.org/w2033303235,https://doi.org/10.2307/1319139,,,0,0
https://openalex.org/w2724583617,,,,0,0
https://openalex.org/w263450192,https://doi.org/10.2307/581708,,,0,0
https://openalex.org/w291764115,,,,0,0
https://openalex.org/w2104024367,https://doi.org/10.1080/10665680600925139,,,0,0
https://openalex.org/w2597703887,https://doi.org/10.1177/1052562917702495,,,0,0
https://openalex.org/w2000867346,https://doi.org/10.4219/jsge-2000-624,,,0,0
https://openalex.org/w2900720859,https://doi.org/10.1080/10474412.2018.1541413,,,0,0
https://openalex.org/w3092220308,https://doi.org/10.1002/ceas.12051,,,0,0
https://openalex.org/w2558145520,https://doi.org/10.1080/1533290x.2016.1240741,,,0,0
https://openalex.org/w2108045983,,,,0,0
https://openalex.org/w3088498547,,,,0,0
https://openalex.org/w2011989863,https://doi.org/10.1080/17404622.2015.1028554,,,0,0
https://openalex.org/w2201155204,,,,0,0
https://openalex.org/w2171076261,https://doi.org/10.1043/1536-5026(2002)023<0030:slachn>2.0.co;2,,,0,0
https://openalex.org/w2123478965,,,,0,0
https://openalex.org/w2004889389,https://doi.org/10.1080/00098659909599410,,,0,0
https://openalex.org/w2040717449,https://doi.org/10.1080/10511250500082062,,,0,0
https://openalex.org/w196964016,,,,0,0
https://openalex.org/w1980709071,https://doi.org/10.1108/19348830910948896,,,0,0
https://openalex.org/w2115546812,https://doi.org/10.3109/01612840903359740,,,0,0
https://openalex.org/w2102926703,https://doi.org/10.1044/ihe12.1.16,,,0,0
https://openalex.org/w2006971531,https://doi.org/10.1177/0143034304046908,,,0,0
https://openalex.org/w2033435141,https://doi.org/10.1080/10901027.2013.874383,,,0,0
https://openalex.org/w283271328,,,,0,0
https://openalex.org/w2510936454,https://doi.org/10.1097/01.nurse.0000490224.84556.e4,,,0,0
https://openalex.org/w72140333,,,,0,0
https://openalex.org/w35222528,https://doi.org/10.3389/fgene.2022.761178,,,0,0
https://openalex.org/w3080547329,,,,0,0
https://openalex.org/w243364363,,,,0,1
https://openalex.org/w4247063180,https://doi.org/10.1080/13611260500432129,,,0,0
https://openalex.org/w2129534697,https://doi.org/10.1002/he.356,,,0,0
https://openalex.org/w2992184201,,,,0,0
https://openalex.org/w294007391,https://doi.org/10.1080/00393541.2013.11518909,,,0,0
https://openalex.org/w182579038,,,,0,0
https://openalex.org/w2514666324,,,,0,0
https://openalex.org/w137060754,,,,0,0
https://openalex.org/w2791888411,,,,0,0
https://openalex.org/w2136629473,https://doi.org/10.1177/0044118x11419535,,,0,0
https://openalex.org/w2271146926,,,,0,0
https://openalex.org/w2581882912,https://doi.org/10.22140/pv.83,,,0,0
https://openalex.org/w329783252,,,,0,0
https://openalex.org/w76156503,,,,0,0
https://openalex.org/w2978403275,,,,0,0
https://openalex.org/w2105071607,,,,0,0
https://openalex.org/w2047639018,https://doi.org/10.1080/10705422.2010.490161,,,0,0
https://openalex.org/w2143051465,https://doi.org/10.14221/ajte.2010v35n3.5,,,0,0
https://openalex.org/w282837631,,,,0,0
https://openalex.org/w2271991031,https://doi.org/10.3928/01484834-20151214-07,,,0,0
https://openalex.org/w2172104883,https://doi.org/10.31274/etd-180810-2028,,,0,0
https://openalex.org/w2057733259,https://doi.org/10.1080/17404622.2011.625362,,,0,0
https://openalex.org/w38589274,https://doi.org/10.1016/j.jasc.2024.03.002,,,0,0
https://openalex.org/w1532320338,https://doi.org/10.1002/jcop.21541,,,0,1
https://openalex.org/w1978894045,https://doi.org/10.1007/s11213-010-9183-3,,,0,0
https://openalex.org/w176710634,,,,0,1
https://openalex.org/w1511498599,,,,0,0
https://openalex.org/w2105962468,,,,0,0
https://openalex.org/w2279871484,https://doi.org/10.25675/3.020740,,,0,0
https://openalex.org/w1981018691,https://doi.org/10.1177/1088357609342585,,,0,0
https://openalex.org/w2122399475,,,,0,0
https://openalex.org/w2809198581,https://doi.org/10.1039/c8rp00103k,,,0,0
https://openalex.org/w1975034425,https://doi.org/10.3109/07380577.2013.780318,,,0,0
https://openalex.org/w2534708727,https://doi.org/10.1080/03626784.2016.1236657,,,0,0
https://openalex.org/w2472637739,,,,0,0
https://openalex.org/w1996902868,https://doi.org/10.3928/01484834-20131014-08,,,0,0
https://openalex.org/w188602633,,,,0,0
https://openalex.org/w3160102475,,,,0,0
https://openalex.org/w2029778539,https://doi.org/10.1061/(asce)ei.1943-5541.0000181,,,0,0
https://openalex.org/w1989708479,https://doi.org/10.1300/j067v27n03_06,,,0,0
https://openalex.org/w2953989206,https://doi.org/10.7196/ajhpe.2019.v11i2.906,,,0,0
https://openalex.org/w349174691,,,,0,0
https://openalex.org/w2113994818,https://doi.org/10.3109/01421590903394579,,,0,0
https://openalex.org/w2136195215,https://doi.org/10.1177/1046496413486938,,,0,0
https://openalex.org/w2973855380,,,,0,0
https://openalex.org/w211201949,,,,0,0
https://openalex.org/w2131453776,https://doi.org/10.5430/wje.v3n3p63,,,0,0
https://openalex.org/w2581385397,https://doi.org/10.1177/0095399717690016,,,0,0
https://openalex.org/w2091167269,https://doi.org/10.1080/03601270701869303,,,0,0
https://openalex.org/w2004684155,https://doi.org/10.1080/03601271003608860,,,0,0
https://openalex.org/w2057874305,https://doi.org/10.2979/ete.2007.12.2.124,,,0,0
https://openalex.org/w72966232,,,,0,0
https://openalex.org/w2156793717,https://doi.org/10.1111/medu.12596,,,0,0
https://openalex.org/w30436586,,,,0,0
https://openalex.org/w1592869022,,,,0,0
https://openalex.org/w2563995913,,,,0,0
https://openalex.org/w1573403122,https://doi.org/10.1023/a:1012533230821,,,0,0
https://openalex.org/w2115846770,https://doi.org/10.1300/j021v23n02_02,,,0,0
https://openalex.org/w2804216943,https://doi.org/10.5688/ajpe7148,,,0,0
https://openalex.org/w2726186347,,,,0,0
https://openalex.org/w2146429324,https://doi.org/10.1111/j.1751-7893.2012.00361.x,,,0,0
https://openalex.org/w772755519,https://doi.org/10.18662/rrem/2013.0501.06,,,0,0
https://openalex.org/w2591244096,,,,0,0
https://openalex.org/w2315365101,https://doi.org/10.7459/es/27.3.04,,,0,0
https://openalex.org/w2520721069,,,,0,0
https://openalex.org/w1988428953,https://doi.org/10.2307/1319042,,,0,0
https://openalex.org/w2185061754,,,,0,0
https://openalex.org/w2329060021,https://doi.org/10.1080/0161956x.2016.1151736,,,0,1
https://openalex.org/w2769301616,,,,0,0
https://openalex.org/w1986532433,https://doi.org/10.1080/00094056.2011.10523183,,,0,0
https://openalex.org/w2464233452,https://doi.org/10.1097/acm.0000000000000866,,,0,0
https://openalex.org/w1506417785,https://doi.org/10.4103/1357-6283.101620,,,0,0
https://openalex.org/w2079035637,https://doi.org/10.1080/01425692.2011.547310,,,0,0
