id,id_type,label_included
10.1016/j.jstrokecerebrovasdis.2016.08.001,doi,0
10.1253/circj.cj-12-1095,doi,0
10.1016/j.jcin.2012.07.015,doi,0
10.3174/ajnr.A4481,doi,0
10.1016/j.recesp.2011.07.013,doi,0
10.1097/FPC.0b013e328333dafe,doi,0
10.1016/j.thromres.2013.05.006,doi,0
10.1016/s0140-6736(10)61273-1,doi,0
10.2147/pgpm.S42332,doi,0
10.1007/s00228-012-1381-8,doi,0
10.1016/j.amjcard.2009.02.045,doi,0
10.1016/j.bcp.2012.01.003,doi,0
10.1097/mjt.0000000000000125,doi,0
10.5551/jat.33290,doi,0
10.1016/j.jns.2016.08.025,doi,0
10.1038/tpj.2010.21,doi,0
10.1016/j.jacc.2015.12.036,doi,0
10.1586/erc.13.20,doi,0
10.1159/000338043,doi,0
10.2147/cpaa.S27822,doi,0
10.1097/FPC.0b013e328359253a,doi,0
10.1093/eurheartj/ehp157,doi,0
10.1186/1471-2261-13-61,doi,0
10.1016/s0140-6736(10)61274-3,doi,0
10.1016/j.amjcard.2012.12.013,doi,0
10.1038/srep25478,doi,0
10.12659/msm.903054,doi,0
10.1016/j.ahj.2010.06.039,doi,0
10.7754/Clin.Lab.2016.160216,doi,0
10.1536/ihj.16-222,doi,0
10.1016/b978-0-12-386930-2.00006-9,doi,0
10.1111/1440-1681.12325,doi,0
10.1007/s00228-017-2271-x,doi,0
10.4238/gmr.15028012,doi,0
10.1016/j.jjcc.2010.10.007,doi,0
10.2217/pgs.11.73,doi,0
10.1177/1076029616648408,doi,0
10.1016/j.repc.2012.02.001,doi,0
10.1097/FPC.0b013e328364eb92,doi,0
10.1093/eurheartj/ehq321,doi,0
10.1016/j.jcin.2010.07.012,doi,0
10.5853/jos.2017.01249,doi,0
10.2165/11630740-000000000-00000,doi,0
10.1177/1747493017694390,doi,0
10.1161/circoutcomes.113.000321,doi,0
10.1161/jaha.114.001652,doi,0
10.2459/JCM.0b013e328364bb04,doi,0
10.4103/jrms.JRMS_590_16,doi,0
10.1111/bcp.12230,doi,0
10.1111/imj.12698,doi,0
10.1016/j.ihj.2013.10.001,doi,0
10.1016/j.jcin.2009.08.018,doi,0
10.1007/s11033-011-0700-y,doi,0
10.1016/j.ihj.2013.02.012,doi,0
10.1007/s11239-011-0611-8,doi,0
10.1111/j.1538-7836.2010.03923.x,doi,0
10.1016/j.jacc.2010.02.031,doi,0
10.1161/circinterventions.111.963025,doi,0
10.1016/j.ijcard.2017.03.015,doi,0
10.1016/j.jacc.2010.04.008,doi,0
10.1016/j.dmpk.2015.05.003,doi,0
10.1186/s13104-018-3132-0,doi,0
10.1016/j.gene.2014.12.051,doi,0
10.1016/j.thromres.2013.06.015,doi,0
10.1016/j.atherosclerosis.2012.12.028,doi,0
10.1007/s00228-015-1917-9,doi,0
10.3109/00365513.2014.993696,doi,0
10.1160/th12-05-0336,doi,0
10.1016/j.thromres.2014.05.006,doi,0
10.2174/1381612811319130017,doi,0
10.4238/2015.February.13.22,doi,0
10.1136/bmj.d4588,doi,0
10.1136/hrt.2010.220509,doi,0
10.2217/pgs-2016-0052,doi,0
10.2174/138161212803251880,doi,0
10.1160/th13-03-0263,doi,0
10.1053/j.ajkd.2014.11.023,doi,0
10.1517/17425251003598878,doi,0
10.1007/s11096-017-0451-5,doi,0
10.1007/s00439-011-1130-6,doi,0
10.1016/j.thromres.2016.10.008,doi,0
10.1177/1076029616669787,doi,0
10.1186/1477-9560-9-4,doi,0
10.2174/1381612811319210006,doi,0
10.1016/j.jcin.2010.05.007,doi,0
10.1016/j.jjcc.2014.07.016,doi,0
10.1111/j.1538-7836.2011.04483.x,doi,0
10.1016/s0140-6736(12)60161-5,doi,0
10.3343/kjlm.2011.31.2.91,doi,0
10.1016/j.thromres.2014.01.003,doi,0
10.3109/09537104.2012.700969,doi,0
10.1007/s11655-014-2023-z,doi,0
10.1161/circulationaha.110.965640,doi,0
10.1002/jcph.323,doi,0
10.1016/j.jacc.2011.11.068,doi,0
10.1161/circgenetics.113.000303,doi,0
10.1007/s11096-013-9783-y,doi,0
10.1111/j.1538-7836.2010.03921.x,doi,0
10.1016/j.ijcard.2013.01.040,doi,0
10.1016/j.jjcc.2013.03.006,doi,0
10.1111/cts.12383,doi,0
10.1556/APhysiol.99.2012.1.4,doi,0
10.3892/etm.2018.6650,doi,0
10.1161/circinterventions.112.972463,doi,0
10.3171/2015.6.Jns15795,doi,0
10.1016/j.ejvs.2015.09.020,doi,0
10.1016/j.jcin.2014.04.020,doi,0
10.1002/jcph.225,doi,0
10.1007/s12928-016-0417-x,doi,0
10.1016/j.hlc.2010.06.1054,doi,0
10.1007/s13318-016-0324-7,doi,0
10.1002/cpdd.259,doi,0
10.1111/1440-1681.12297,doi,0
10.1177/1747493015620804,doi,0
10.1111/ijlh.12416,doi,0
10.1007/s00228-015-1882-3,doi,0
10.3109/09537104.2011.579648,doi,0
10.1016/j.medici.2014.05.004,doi,0
10.1016/j.jacc.2009.05.050,doi,0
10.4244/eijv9i3a53,doi,0
10.1016/j.ihj.2015.03.017,doi,0
10.3109/09537104.2012.658106,doi,0
10.4103/0253-7613.186191,doi,0
10.1161/circinterventions.110.949859,doi,0
10.1111/jcpt.12254,doi,0
10.1080/14779072.2017.1355236,doi,0
10.1253/circj.cj-14-0266,doi,0
10.1592/phco.30.3.265,doi,0
10.1016/j.ijcard.2012.07.020,doi,0
10.1038/tpj.2015.17,doi,0
10.1253/circj.cj-10-0525,doi,0
10.1016/j.thromres.2015.12.021,doi,0
10.3389/fphar.2016.00453,doi,0
10.1038/clpt.2010.219,doi,0
10.1016/j.acmx.2016.01.007,doi,0
10.1097/fpc.0000000000000035,doi,0
10.1007/s00228-017-2401-5,doi,0
10.5152/akd.2014.5418,doi,0
10.2146/ajhp100166,doi,0
10.1007/s12041-016-0618-1,doi,0
10.1097/FPC.0b013e32834ff6e3,doi,0
10.1136/neurintsurg-2016-012635,doi,0
10.3892/etm.2015.2493,doi,0
10.1016/j.jcin.2010.12.010,doi,0
10.1111/bcp.12794,doi,0
10.1016/j.thromres.2011.12.038,doi,0
10.1590/1414-431x20165660,doi,0
10.1016/j.pharmthera.2009.10.008,doi,0
10.2478/bjmg-2014-0072,doi,0
10.1016/j.jstrokecerebrovasdis.2017.04.012,doi,0
10.1016/j.ahj.2010.12.011,doi,0
10.1371/journal.pone.0039178,doi,0
10.1111/sdi.12338,doi,0
10.1007/s00228-016-2094-1,doi,0
10.3109/09537104.2015.1095875,doi,0
10.1111/j.1365-2125.2011.04049.x,doi,0
10.1016/j.ijcard.2009.07.033,doi,0
10.1038/clpt.2010.268,doi,0
10.1016/j.ahj.2014.03.006,doi,0
10.1007/s00228-013-1516-6,doi,0
10.1002/jcph.293,doi,0
10.1097/01.hco.0000409965.20588.c5,doi,0
10.1097/fpc.0000000000000068,doi,0
10.1007/s11033-016-3983-1,doi,0
10.5551/jat.26013,doi,0
10.1016/j.ijcard.2012.05.080,doi,0
10.12659/msm.905337,doi,0
10.1007/s00228-012-1329-z,doi,0
10.1002/phar.1542,doi,0
10.1111/j.1538-7836.2012.04639.x,doi,0
10.18553/jmcp.2015.21.7.552,doi,0
10.1160/th12-01-0039,doi,0
10.1160/th11-04-0228,doi,0
10.1111/jcmm.12797,doi,0
10.3810/hp.2012.04.976,doi,0
10.2337/dc11-2351,doi,0
10.1093/eurheartj/ehs083,doi,0
10.1111/j.1538-7836.2011.04531.x,doi,0
10.1016/j.vph.2015.10.005,doi,0
10.4103/1735-1995.193502,doi,0
10.1016/j.thromres.2011.11.019,doi,0
10.2165/11537820-000000000-00000,doi,0
10.1111/jth.12342,doi,0
10.1002/ccd.23327,doi,0
10.2217/pgs-2016-0056,doi,0
10.1111/ane.12111,doi,0
10.3349/ymj.2011.52.5.734,doi,0
10.1016/j.jacc.2012.11.040,doi,0
10.1016/j.jstrokecerebrovasdis.2013.06.008,doi,0
10.1111/j.1365-2125.2011.03949.x,doi,0
10.1371/currents.RRN1180,doi,0
10.1111/cns.12173,doi,0
10.1160/th13-10-0891,doi,0
10.1177/0091270009332433,doi,0
10.1038/clpt.2011.193,doi,0
10.1517/17425255.2015.1068757,doi,0
10.1007/s11239-012-0813-8,doi,0
10.1097/mbc.0000000000000053,doi,0
10.1186/2047-783x-15-5-220,doi,0
10.1007/s40262-014-0230-6,doi,0
10.5551/jat.24109,doi,0
10.1097/FJC.0b013e31828ecf44,doi,0
10.5009/gnl16352,doi,0
10.1536/ihj.16-006,doi,0
10.1186/1471-2350-12-13,doi,0
10.1007/s00228-014-1672-3,doi,0
10.1016/j.ijcard.2011.10.010,doi,0
10.1002/jcph.275,doi,0
10.3390/ijms140816402,doi,0
10.3904/kjim.2017.363,doi,0
10.1253/circj.cj-12-0476,doi,0
10.1160/ths10-11-0747,doi,0
10.2217/pgs.14.17,doi,0
10.23736/s0026-4725.17.04438-3,doi,0
10.4321/s1886-36552014000300007,doi,0
10.1016/j.atherosclerosis.2015.07.009,doi,0
10.1093/eurheartj/ehs042,doi,0
10.1161/circgenetics.111.960112,doi,0
10.1155/2013/154073,doi,0
10.2217/pgs.09.143,doi,0
10.1160/th13-01-0021,doi,0
10.1080/20009666.2017.1347475,doi,0
10.1016/j.jccase.2011.05.010,doi,0
10.1160/th10-11-0715,doi,0
10.1177/0300060516677190,doi,0
10.2217/pgs-2017-0078,doi,0
10.1097/md.0000000000011060,doi,0
10.1124/dmd.109.029132,doi,0
10.1161/circinterventions.110.960997,doi,0
10.2147/tcrm.S83293,doi,0
10.1111/j.1472-8206.2011.00986.x,doi,0
10.4103/0366-6999.226064,doi,0
10.1007/s11239-015-1207-5,doi,0
10.1089/gtmb.2012.0119,doi,0
10.1111/j.1365-2125.2010.03717.x,doi,0
10.1016/j.ejim.2010.08.004,doi,0
10.1038/tpj.2014.30,doi,0
10.1160/th14-01-0040,doi,0
10.1097/HCO.0b013e3283606957,doi,0
10.1177/1074248416663647,doi,0
10.1517/14656566.2012.647683,doi,0
10.2174/092986711795843245,doi,0
10.1016/j.jstrokecerebrovasdis.2017.04.023,doi,0
10.1586/erc.12.153,doi,0
10.2147/pgpm.S15497,doi,0
10.1111/j.1365-2125.2009.03578.x,doi,0
10.1111/1440-1681.12390,doi,0
10.1124/dmd.111.040394,doi,0
10.1088/1752-7155/10/1/017104,doi,0
10.1111/jth.12059,doi,0
10.1016/j.jacc.2010.12.047,doi,0
10.18999/nagjms.80.2.207,doi,0
10.1258/cvd.2012.012015,doi,0
10.2165/11630960-000000000-00000,doi,0
10.1097/fpc.0000000000000272,doi,0
10.1007/s11886-011-0194-1,doi,0
10.1016/j.cca.2012.11.022,doi,0
10.1056/NEJMc1013331,doi,0
10.1111/j.1538-7836.2009.03648.x,doi,0
10.1253/circj.cj-12-0635,doi,0
10.1155/2017/5783719,doi,0
10.1080/01616412.2017.1312793,doi,0
10.3389/fphar.2018.00643,doi,0
10.1016/j.ahj.2013.10.028,doi,0
10.1160/th12-11-0806,doi,0
10.1161/circgenetics.113.000109,doi,0
10.1097/CRD.0b013e3182a72fab,doi,0
10.1159/000338044,doi,0
10.5551/jat.18952,doi,0
10.1007/s00228-010-0807-4,doi,0
10.4103/0971-6866.142896,doi,0
10.1517/14656566.2015.1013028,doi,0
10.1111/j.1538-7836.2009.03729.x,doi,0
10.1002/j.1875-9114.2012.01048,doi,0
10.1111/j.1365-2125.2011.03955.x,doi,0
10.1309/ajcpcpu9q2irnyxc,doi,0
10.1177/0091270009343005,doi,0
10.1503/cmaj.082001,doi,0
10.1007/s00228-014-1714-x,doi,0
10.1016/j.jacc.2011.12.024,doi,0
10.1016/j.jcin.2013.06.010,doi,0
10.1536/ihj.15-290,doi,0
10.2147/pgpm.S143250,doi,0
10.1016/j.ijcard.2015.03.281,doi,0
10.3748/wjg.v18.i18.2161,doi,0
10.1136/postgradmedj-2016-134745,doi,0
10.1160/th11-01-0040,doi,0
10.18632/oncotarget.19991,doi,0
10.2217/pgs.12.24,doi,0
10.1007/s11239-015-1173-y,doi,0
10.1097/fjc.0000000000000037,doi,0
10.1016/j.vph.2014.11.003,doi,0
10.1124/dmd.114.062596,doi,0
10.1160/th15-12-0981,doi,0
10.1160/th13-09-0747,doi,0
10.1080/17512433.2017.1353909,doi,0
10.1038/clpt.2012.21,doi,0
10.2147/cpaa.S9807,doi,0
10.1016/j.ijcard.2015.01.026,doi,0
10.1536/ihj.17-005,doi,0
10.5551/jat.10009,doi,0
10.1097/MJT.0b013e3181afbf62,doi,0
10.1097/MCA.0b013e328360efd3,doi,0
10.1309/ajcp9k2kdocpcbsv,doi,0
10.1007/s40262-015-0290-2,doi,0
10.1007/s40256-013-0024-5,doi,0
10.1016/j.thromres.2013.08.004,doi,0
10.1159/000320093,doi,0
10.2174/1570161114666160714103148,doi,0
10.2217/pgs.14.16,doi,0
10.1111/jth.12200,doi,0
10.1016/j.jcin.2012.09.013,doi,0
10.5551/jat.19265,doi,0
10.1136/ebm1203,doi,0
10.5603/KP.a2015.0172,doi,0
10.2174/1381612821666150915105537,doi,0
10.1016/j.ihj.2017.02.016,doi,0
10.1161/circulationaha.113.002589,doi,0
10.1016/j.jacc.2013.03.037,doi,0
10.2174/1872312810666151117122841,doi,0
10.3343/alm.2016.36.1.42,doi,0
10.1016/j.ihj.2012.06.003,doi,0
10.1007/s11883-009-0055-1,doi,0
10.1160/th14-10-0900,doi,0
10.2174/1574884712666170227154654,doi,0
10.12659/msm.902120,doi,0
10.1016/j.jocn.2012.09.027,doi,0
10.5551/jat.4564,doi,0
10.2169/internalmedicine.52.9550,doi,0
10.3389/fphar.2018.01039,doi,0
10.1016/j.ahj.2013.04.008,doi,0
10.3109/09537104.2014.889291,doi,0
10.1038/sj.clpt.6100139,doi,0
10.2165/11595080-000000000-00000,doi,0
10.17219/acem/27922,doi,0
10.1016/j.thromres.2014.04.020,doi,0
10.1055/s-0030-1267498,doi,0
10.2174/1381612822666161226152529,doi,0
10.1007/s00228-017-2334-z,doi,0
10.1016/j.ijcard.2016.11.217,doi,0
10.1253/circj.CJ-15-0546,doi,0
10.1016/j.jjcc.2015.03.010,doi,0
10.1177/0091270011419852,doi,0
10.1515/dmdi.2011.002,doi,0
10.1038/clpt.2014.49,doi,0
10.1001/jama.2011.77,doi,0
10.7754/Clin.Lab.2016.160142,doi,0
10.3109/00207454.2012.744308,doi,0
10.1592/phco.29.9.1089,doi,0
10.1016/j.thromres.2013.09.008,doi,0
10.1016/j.thromres.2018.01.026,doi,0
10.2174/138920010794233521,doi,0
10.1038/clpt.2011.132,doi,0
10.1016/j.jvs.2017.07.065,doi,0
10.2147/pgpm.S126305,doi,0
10.2217/fca.10.6,doi,0
10.1177/0091270009333016,doi,0
10.1159/000338359,doi,0
10.1007/s11883-011-0185-0,doi,0
10.1097/HCO.0b013e328353fe5c,doi,0
10.1007/s40291-013-0028-5,doi,0
10.3390/ph3040782,doi,0
10.1161/atvbaha.114.303275,doi,0
10.1097/md.0000000000004049,doi,0
10.1111/jth.12829,doi,0
10.1055/s-0031-1296388,doi,0
10.1016/s0140-6736(08)61846-2,doi,0
10.18632/oncotarget.21622,doi,0
10.2217/pme-2016-0041,doi,0
10.1016/j.jns.2016.10.053,doi,0
10.1016/j.amjcard.2016.10.052,doi,0
10.1177/2042098611422559,doi,0
10.5603/CJ.a2017.0026,doi,0
10.1111/jth.13197,doi,0
10.1016/j.vph.2013.10.002,doi,0
10.23736/s0391-1977.16.02571-2,doi,0
10.4070/kcj.2013.43.8.541,doi,0
10.1160/th12-02-0095,doi,0
10.1016/j.thromres.2015.03.033,doi,0
10.1097/FJC.0b013e3181ffe8d0,doi,0
10.1007/s11940-009-0049-x,doi,0
10.1016/j.thromres.2014.10.001,doi,0
10.1038/aps.2016.41,doi,0
10.1016/j.cgh.2012.04.016,doi,0
10.1038/clpt.2011.221,doi,0
10.4103/0253-7613.77360,doi,0
10.1093/eurheartj/suw034,doi,0
10.1007/s12265-012-9421-4,doi,0
10.2217/fca.10.1,doi,0
10.1002/jcph.769,doi,0
10.1097/mbc.0000000000000536,doi,0
10.1111/1440-1681.12118,doi,0
10.1016/j.acvd.2013.09.002,doi,0
10.1007/s00059-010-3401-8,doi,0
10.2217/fca.11.8,doi,0
10.2147/cpaa.S53151,doi,0
10.1097/fpc.0000000000000177,doi,0
10.2217/pgs.13.164,doi,0
10.1016/j.thromres.2009.08.016,doi,0
10.1160/th12-06-0378,doi,0
10.1631/jzus.B1600333,doi,0
10.2174/1381612821666150827124459,doi,0
10.1038/nrcardio.2011.111,doi,0
10.1097/md.0000000000008920,doi,0
10.1007/s40264-017-0556-8,doi,0
10.1161/jaha.112.000131,doi,0
10.1136/bmj.e4388,doi,0
10.1038/tpj.2012.45,doi,0
10.5414/cp201784,doi,0
10.3109/09537104.2012.661107,doi,0
10.1111/bcp.12017,doi,0
10.1016/j.resuscitation.2016.02.012,doi,0
10.1007/s12471-011-0165-6,doi,0
10.1007/s10557-016-6705-y,doi,0
10.1160/th13-08-0643,doi,0
10.1111/j.1538-7836.2011.04414.x,doi,0
10.3390/ph11030074,doi,0
10.1517/17425255.2014.856883,doi,0
10.1371/journal.pone.0102701,doi,0
10.1161/circinterventions.112.000278,doi,0
10.2174/138945011797635849,doi,0
10.7326/m13-1999,doi,0
10.2147/pgpm.S165805,doi,0
10.1097/MOH.0b013e32832ea2f2,doi,0
10.1038/gim.2015.171,doi,0
10.1002/cpt.331,doi,0
10.1586/ehm.12.29,doi,0
10.1002/pds.2202,doi,0
10.1016/j.atherosclerosis.2016.07.901,doi,0
10.1089/gtmb.2011.0259,doi,0
10.1038/tpj.2011.5,doi,0
10.1111/jth.13256,doi,0
10.1124/dmd.109.028498,doi,0
10.1124/jpet.111.184895,doi,0
10.1016/j.ijcard.2012.09.075,doi,0
10.1002/cpt.459,doi,0
10.1253/circj.CJ-14-0639,doi,0
10.6515/acs20160201a,doi,0
10.2217/pgs.15.17,doi,0
10.1160/th14-04-0388,doi,0
10.1016/j.ejps.2015.10.024,doi,0
10.1007/s00380-014-0516-5,doi,0
10.4238/gmr.15027136,doi,0
10.1097/FJC.0b013e31822f6c2b,doi,0
10.1160/th15-05-0394,doi,0
10.1111/j.1440-1746.2011.07029.x,doi,0
10.1097/HCO.0b013e328339f1aa,doi,0
10.1016/j.ahj.2008.09.017,doi,0
10.1371/journal.pone.0072256,doi,0
10.1001/jama.2011.1529,doi,0
10.1097/hco.0000000000000440,doi,0
10.1038/tpj.2014.28,doi,0
10.1136/hrt.2010.216499,doi,0
10.1097/HCO.0b013e32835830b6,doi,0
10.1155/2011/207034,doi,0
10.3389/fphar.2017.00738,doi,0
10.1517/14656566.2010.498820,doi,0
10.1016/j.jccase.2011.02.003,doi,0
10.1016/j.ahj.2012.07.032,doi,0
10.1097/CRD.0b013e3182455744,doi,0
10.1016/j.jccase.2015.05.001,doi,0
10.1007/s12928-010-0036-x,doi,0
10.1080/00365513.2017.1286686,doi,0
10.3109/00498250903191427,doi,0
10.1515/dmpt-2017-0032,doi,0
10.3109/09537104.2012.733046,doi,0
10.1177/1753944709346517,doi,0
10.1182/blood-2014-01-512723,doi,0
10.5551/jat.11601,doi,0
10.1016/j.cca.2015.10.003,doi,0
10.7754/clin.lab.2015.150403,doi,0
10.1038/clpt.2013.105,doi,0
10.1053/j.gastro.2010.11.056,doi,0
10.1016/j.amjcard.2010.01.348,doi,0
10.1161/jaha.112.004564,doi,0
10.1111/bcp.13071,doi,0
10.1002/ajh.22112,doi,0
10.3109/09537104.2011.604806,doi,0
10.1111/ijlh.12194,doi,0
10.1016/j.ijcard.2014.11.068,doi,0
10.1016/j.jyp.2013.01.002,doi,0
10.1016/j.pharmthera.2010.10.001,doi,0
10.1016/j.thromres.2015.03.011,doi,0
10.1111/j.1538-7836.2012.04788.x,doi,0
10.2217/pgs-2017-0070,doi,0
10.1160/th15-05-0366,doi,0
10.1007/s10557-015-6585-6,doi,0
10.1161/jaha.113.000359,doi,0
10.2174/138920012798918390,doi,0
10.1016/j.thromres.2013.11.005,doi,0
10.1080/14779072.2018.1459186,doi,0
10.1097/MEG.0b013e3283460110,doi,0
10.3390/ijms15057699,doi,0
10.1002/clc.20721,doi,0
10.1155/2016/2312078,doi,0
10.1016/j.thromres.2014.08.017,doi,0
10.1007/s40292-015-0104-5,doi,0
10.2147/tcrm.S80437,doi,0
10.1111/j.1476-5381.2010.00881.x,doi,0
10.1021/ml3002067,doi,0
10.1111/j.1476-5381.2012.01946.x,doi,0
10.1038/clpt.2011.303,doi,0
10.1002/cpt.401,doi,0
10.4137/cmc.S4323,doi,0
10.3109/00498254.2011.653655,doi,0
10.1007/s40256-016-0172-5,doi,0
10.1155/2017/8062796,doi,0
10.2165/11531320-000000000-00000,doi,0
10.1016/j.thromres.2013.01.026,doi,0
10.1016/j.mgene.2014.01.009,doi,0
10.1016/j.thromres.2014.07.018,doi,0
10.1161/circulationaha.111.075242,doi,0
10.1016/j.cjca.2012.08.020,doi,0
10.1016/j.ijcard.2012.04.160,doi,0
10.1002/jcph.413,doi,0
10.1016/j.ijcard.2014.11.210,doi,0
10.1161/strokeaha.113.002158,doi,0
10.1016/j.thromres.2012.02.049,doi,0
10.1016/j.jmoldx.2013.06.004,doi,0
10.1038/clpt.2013.100,doi,0
10.1038/gim.2014.76,doi,0
10.2217/pgs.14.180,doi,0
10.1111/jgh.13712,doi,0
10.3109/09537104.2013.815340,doi,0
10.1002/elps.201100457,doi,0
10.1517/17425255.2013.749238,doi,0
10.3109/09537104.2013.845743,doi,0
10.1016/j.ejps.2018.03.011,doi,0
10.1016/j.jacc.2016.04.056,doi,0
10.1007/s00005-016-0440-8,doi,0
10.1007/s00380-011-0134-4,doi,0
10.1016/j.ijcard.2015.05.085,doi,0
10.1089/gtmb.2017.0086,doi,0
10.3109/09537104.2012.715218,doi,0
10.1159/000441230,doi,0
10.1016/j.thromres.2017.07.032,doi,0
10.1038/clpt.2013.192,doi,0
10.1016/j.thromres.2017.07.011,doi,0
10.1177/0091270010388651,doi,0
10.1002/jcph.17,doi,0
10.1371/journal.pone.0145504,doi,0
10.1371/journal.pone.0134174,doi,0
10.3390/jpm8010008,doi,0
10.1002/jcph.284,doi,0
10.18549/PharmPract.2017.02.946,doi,0
10.3349/ymj.2014.55.3.683,doi,0
10.1111/jth.12445,doi,0
10.2143/ac.71.3.3152091,doi,0
10.1177/1074248410369109,doi,0
10.1111/jth.13511,doi,0
10.1007/978-1-60761-663-4_7,doi,0
10.1007/s11239-016-1460-2,doi,0
10.1007/s11739-013-1000-4,doi,0
10.1016/j.ygeno.2013.01.005,doi,0
10.1097/FPC.0b013e32835a3a6d,doi,0
10.6515/acs20140821b,doi,0
10.1002/sim.5421,doi,0
10.3810/pgm.2014.05.2772,doi,0
10.1016/j.jstrokecerebrovasdis.2014.09.014,doi,0
10.1016/j.amjcard.2015.11.029,doi,0
10.1007/s11033-014-3590-y,doi,0
10.1136/bcr-2014-205227,doi,0
10.1109/embc.2017.8037415,doi,0
10.2217/pgs.13.149,doi,0
10.1136/neurintsurg-2012-010310,doi,0
10.1161/circulationaha.111.027912,doi,0
10.1001/jama.2011.842,doi,0
10.1038/jhg.2013.41,doi,0
10.1016/j.ijcard.2015.06.016,doi,0
10.2217/pgs.12.2,doi,0
10.2133/dmpk.23.412,doi,0
10.1159/000485555,doi,0
10.1080/14656566.2017.1421634,doi,0
10.1515/cclm-2014-0700,doi,0
10.1021/jm300038c,doi,0
10.1097/FJC.0b013e3182163b82,doi,0
10.1016/j.avsg.2012.05.001,doi,0
10.1160/th13-09-0767,doi,0
10.2217/pgs-2016-0008,doi,0
10.2217/pgs-2017-0075,doi,0
10.1038/tpj.2014.22,doi,0
10.1093/toxsci/kfq374,doi,0
10.1345/aph.1M051,doi,0
10.2174/187231209790218136,doi,0
10.1016/s0140-6736(09)60679-6,doi,0
10.1016/s0140-6736(09)60681-4,doi,0
10.1016/s0140-6736(09)60680-2,doi,0
10.1039/b914375k,doi,0
