id,id_type,label_included
10.1111/papr.12432,doi,0
10.1152/ajpregu.2000.279.4.R1504,doi,0
10.1007/s11695-019-03775-x,doi,0
10.2217/pmt.14.19,doi,0
10.1007/s00464-001-8213-8,doi,0
10.1136/emermed-2012-202168,doi,1
10.2478/jccm-2019-0011,doi,0
10.1001/jama.2013.278344,doi,1
10.1016/j.soard.2010.09.027,doi,0
10.1016/0022-3999(85)90007-8,doi,1
10.1093/ajcn/42.5.1099,doi,0
10.1016/s0194-5998(97)70047-0,doi,0
10.1016/0031-9384(86)90156-3,doi,0
10.1097/00000542-199408000-00020,doi,0
10.1016/j.phrs.2016.09.036,doi,0
10.1007/s11695-018-3376-8,doi,0
10.1007/s00464-019-07341-5,doi,0
10.1007/s11695-016-2142-z,doi,0
10.1007/s11695-017-2667-9,doi,0
10.1016/j.annfar.2013.09.016,doi,0
10.1016/j.soard.2014.09.017,doi,0
10.1381/0960892052993530,doi,0
10.1152/ajpregu.00308.2009,doi,0
10.4103/0019-5049.135050,doi,0
10.1046/j.1460-9592.2001.00696.x,doi,0
10.1016/j.soard.2012.09.006,doi,0
10.23736/s0375-9393.17.11855-9,doi,0
10.1007/s11695-008-9628-2,doi,0
10.1016/0031-9384(82)90138-x,doi,0
10.1016/j.neulet.2019.134638,doi,0
10.1016/j.soard.2017.02.025,doi,0
10.1586/14737175.6.5.661,doi,0
10.1213/01.Ane.0000136472.01079.95,doi,0
10.1093/bja/aex341,doi,0
10.1381/096089200321594282,doi,0
10.1002/bjs.4505,doi,0
10.1016/0026-0495(89)90089-9,doi,0
10.18433/jpps29396,doi,0
10.1007/s11695-015-1634-6,doi,0
10.1007/s00213-008-1290-9,doi,0
10.1097/sla.0000000000002365,doi,0
10.1016/0031-9384(92)90396-j,doi,0
10.1213/ane.0b013e318172c47c,doi,0
10.1017/s0265021506001190,doi,0
10.1097/MCG.0b013e31817236f6,doi,0
10.1016/j.jpedsurg.2017.04.007,doi,0
10.1007/s11695-019-03727-5,doi,0
10.2174/1381612821666150901105736,doi,0
10.1007/s11695-018-3377-7,doi,1
10.1016/j.jpain.2009.02.003,doi,0
10.1089/end.2015.0526,doi,0
10.1016/j.jemermed.2018.05.030,doi,0
10.1111/pme.12666,doi,0
10.1007/s11695-014-1431-7,doi,0
10.1007/s11695-010-0217-9,doi,0
10.1381/096089201321336610,doi,0
10.1016/j.ijoa.2006.08.011,doi,0
10.1007/s11695-020-04456-w,doi,0
10.1111/hae.13214,doi,0
10.1007/s11695-020-04384-9,doi,0
10.7556/jaoa.2019.132,doi,0
10.1034/j.1399-6576.2003.00200.x,doi,0
10.1007/s11695-019-04074-1,doi,0
10.1007/s11695-013-0996-x,doi,0
10.1007/s11695-014-1305-z,doi,0
