openalex_id,doi,pmid,lens_id,label_included,label_abstract_included,Unnamed: 6,Unnamed: 7
https://openalex.org/w2325923789,https://doi.org/10.1145/2872427.2882975,,126-560-339-180-800,0,,,
https://openalex.org/w2058732800,https://doi.org/10.1109/cscita.2014.6839279,,026-466-238-351-870,0,,,
https://openalex.org/w2768041052,https://doi.org/10.1109/taslp.2017.2772340,,119-654-387-131-652,0,,,
https://openalex.org/w2138640103,,,,0,,,
https://openalex.org/w51914017,https://doi.org/10.1007/978-3-642-33269-2_5,,143-966-209-150-255,0,,,
https://openalex.org/w2904465351,https://doi.org/10.1002/smll.201802384,,103-930-543-771-81X,0,,,
https://openalex.org/w2557591078,https://doi.org/10.1016/j.artmed.2016.11.004,,,0,,,
https://openalex.org/w2530751905,https://doi.org/10.1039/c6mb00574h,,072-436-890-317-316,0,,,
https://openalex.org/w2952518356,https://doi.org/10.1145/3331052.3332475,,016-207-446-718-391,0,,,
https://openalex.org/w3026793213,https://doi.org/10.1201/9781003007210-3,,114-154-985-300-900,0,,,
https://openalex.org/w2588978745,https://doi.org/10.1148/rg.2017160130,,075-587-959-238-526,0,,,
https://openalex.org/w2080011240,https://doi.org/10.1145/2425333.2425380,,040-732-177-464-164,0,,,
https://openalex.org/w3081400871,https://doi.org/10.1145/3394486.3403328,,026-756-484-422-502,0,,,
https://openalex.org/w2335554421,https://doi.org/10.2174/1381612819666131118164023,,032-398-129-277-750,0,,,
https://openalex.org/w2584408992,https://doi.org/10.1109/taslp.2017.2661712,,012-802-466-910-541,0,,,
https://openalex.org/w3140663821,,,,0,,,
https://openalex.org/w2750659474,https://doi.org/10.7759/cureus.1630,,044-646-917-297-133,0,,,
https://openalex.org/w2914305523,https://doi.org/10.1016/j.cmi.2018.12.023,,,0,,,
https://openalex.org/w2876367824,https://doi.org/10.1155/2018/9872095,,009-873-727-809-055,0,,,
https://openalex.org/w2911625703,https://doi.org/10.2174/1573409915666190130153214,,127-782-777-850-026,0,,,
https://openalex.org/w2761231228,https://doi.org/10.1016/j.ymben.2017.09.016,,014-779-445-238-004,0,,,
https://openalex.org/w2145116764,https://doi.org/10.1109/cspa.2011.5759878,,040-179-066-837-668,0,,,
https://openalex.org/w2968780411,https://doi.org/10.18178/ijmlc.2019.9.3.807,,017-650-672-699-777,1,,,
https://openalex.org/w2293706960,https://doi.org/10.1145/2818346.2820765,,013-794-021-247-096,0,,,
https://openalex.org/w2951748004,https://doi.org/10.1038/s41598-018-28364-3,,027-475-081-469-520,0,,,
https://openalex.org/w3048711695,https://doi.org/10.1007/s00127-020-01940-7,,104-558-345-925-687,0,,,
https://openalex.org/w2476378056,https://doi.org/10.1142/9781848166929_0005,,,0,,,
https://openalex.org/w2566933120,https://doi.org/10.1145/3013971.3015778,,010-083-077-249-066,0,,,
https://openalex.org/w2161518653,https://doi.org/10.1016/j.jbi.2014.10.009,,051-026-189-180-485,0,,,
https://openalex.org/w2900632171,https://doi.org/10.1038/s41598-018-35778-6,,001-094-038-877-219,0,,,
https://openalex.org/w2956118262,https://doi.org/10.1038/s41598-019-45816-6,,019-903-625-500-644,0,,,
https://openalex.org/w2176517061,https://doi.org/10.1109/models.2015.7338276,,001-218-875-520-542,0,,,
https://openalex.org/w2801149174,https://doi.org/10.14264/uql.2018.2,,126-677-321-681-112,0,,,
https://openalex.org/w2749450558,https://doi.org/10.1016/j.ymeth.2017.07.027,,011-036-164-513-536,0,,,
https://openalex.org/w3022371308,https://doi.org/10.21276/apjhs.2019.6.2.3,,087-933-758-532-192,0,,,
https://openalex.org/w4248832842,https://doi.org/10.1186/isrctn57488577,,,0,,,
https://openalex.org/w2883693400,https://doi.org/10.1038/s41598-018-29647-5,,097-718-576-763-804,0,,,
https://openalex.org/w2985410833,https://doi.org/10.1016/b978-0-12-815739-8.00018-3,,,0,,,
https://openalex.org/w3046550395,https://doi.org/10.5373/jardcs/v12sp7/20202290,,,0,,,
https://openalex.org/w3042209970,https://doi.org/10.1186/s13054-020-03132-w,,,0,,,
https://openalex.org/w3025915316,https://doi.org/10.1007/s15010-020-01443-2,,,0,,,
https://openalex.org/w2021921455,https://doi.org/10.1016/j.jtbi.2012.09.007,,,0,,,
https://openalex.org/w2893458668,https://doi.org/10.1007/978-3-030-01418-6_70,,070-968-551-131-888,0,,,
https://openalex.org/w2416585422,https://doi.org/10.1007/978-1-62703-107-3_5,,045-228-559-108-690,0,,,
https://openalex.org/w1997168556,https://doi.org/10.1109/tcbb.2014.2311795,,030-755-895-792-460,0,,,
https://openalex.org/w2496008069,https://doi.org/10.1603/ice.2016.117766,,,0,,,
https://openalex.org/w2952062247,https://doi.org/10.1128/msystems.00181-18,,057-250-188-703-605,0,,,
https://openalex.org/w2555710006,https://doi.org/10.1109/isi.2016.7745495,,070-302-644-825-95X,0,,,
https://openalex.org/w2903253696,https://doi.org/10.1016/j.ijfoodmicro.2018.11.016,,010-828-347-269-336,0,,,
https://openalex.org/w3080643008,https://doi.org/10.1172/jci138728,,095-063-926-490-491,0,,,
https://openalex.org/w2064560169,https://doi.org/10.1073/pnas.1121072109,,013-356-855-297-575,0,,,
https://openalex.org/w2946072769,,,,0,,,
https://openalex.org/w2981043738,https://doi.org/10.1145/3340555.3353763,,030-690-472-956-211,0,,,
https://openalex.org/w2083354413,https://doi.org/10.1007/s00705-011-1100-2,,,0,,,
https://openalex.org/w4231252632,https://doi.org/10.1007/s00778-017-0454-9,,047-993-729-273-818,0,,,
https://openalex.org/w2306116078,,,,0,,,
https://openalex.org/w3007165358,https://doi.org/10.1145/3311790.3396623,,049-013-978-160-634,0,,,
https://openalex.org/w2169053773,https://doi.org/10.1093/bib/bbt034,,006-733-699-997-509,0,,,
https://openalex.org/w2968781936,https://doi.org/10.1111/jam.14413,,123-459-380-759-958,0,,,
https://openalex.org/w3080816325,https://doi.org/10.1109/idea49133.2020.9170675,,017-739-190-076-017,0,,,
https://openalex.org/w2101839953,https://doi.org/10.1186/1475-2875-9-108,,003-942-695-491-457,0,,,
https://openalex.org/w2127635589,https://doi.org/10.1186/1745-6150-8-30,,104-916-913-616-215,0,,,
https://openalex.org/w2078534157,https://doi.org/10.1145/1980022.1980176,,058-721-855-678-584,0,,,
https://openalex.org/w2091050569,https://doi.org/10.1371/journal.pntd.0002098,,027-667-757-896-386,0,,,
https://openalex.org/w86985864,https://doi.org/10.1007/978-3-319-03200-9_2,,025-343-499-796-732,0,,,
https://openalex.org/w2144858257,https://doi.org/10.1093/bioinformatics/btr002,,013-475-829-588-733,0,,,
https://openalex.org/w2034054416,https://doi.org/10.1145/2554850.2555142,,095-636-097-025-992,0,,,
https://openalex.org/w3028226478,https://doi.org/10.3390/ijerph17103718,,068-489-469-639-287,0,,,
https://openalex.org/w2049293663,https://doi.org/10.1145/2016741.2016766,,005-178-362-025-951,0,,,
https://openalex.org/w3014449965,https://doi.org/10.1007/978-981-15-3689-2_8,,009-210-115-008-882,0,,,
https://openalex.org/w2751363414,https://doi.org/10.1145/3129757.3129758,,113-358-402-357-533,0,,,
https://openalex.org/w2485986481,https://doi.org/10.1016/b978-1-4377-0121-0.50175-6,,,0,,,
https://openalex.org/w2171962359,,,,0,,,
https://openalex.org/w1977846646,https://doi.org/10.1016/j.ajhg.2011.10.004,,027-460-926-534-362,0,,,
https://openalex.org/w2075800938,https://doi.org/10.1016/j.tmaid.2011.07.003,,071-592-738-512-692,0,,,
https://openalex.org/w2769530781,https://doi.org/10.3168/jds.2017-13182,,102-010-314-571-314,0,,,
https://openalex.org/w4205412493,https://doi.org/10.18388/pb.2016_26,,138-779-602-218-91X,0,,,
https://openalex.org/w2242083635,https://doi.org/10.1109/ase.2015.36,,047-077-446-055-163,0,,,
https://openalex.org/w2891868672,https://doi.org/10.5772/intechopen.72426,,030-132-410-364-863,1,,,
https://openalex.org/w4212831299,https://doi.org/10.1515/9783110648195,,152-304-716-602-264,0,,,
https://openalex.org/w2995336252,https://doi.org/10.1093/ons/opz359,,026-298-171-584-601,0,,,
https://openalex.org/w3007550177,https://doi.org/10.1371/journal.pcbi.1007608,,006-408-299-868-274,0,,,
https://openalex.org/w4230961554,https://doi.org/10.1371/journal.pntd.0004366,,,0,,,
https://openalex.org/w2896288684,https://doi.org/10.1145/3241539.3267760,,000-002-308-580-611,0,,,
https://openalex.org/w2920154405,https://doi.org/10.1007/s00500-019-03864-0,,,0,,,
https://openalex.org/w2074559012,https://doi.org/10.1145/1967486.1967614,,027-781-917-495-434,0,,,
https://openalex.org/w2168749806,https://doi.org/10.1109/tcbb.2010.94,,005-026-496-601-093,0,,,
https://openalex.org/w2772299309,https://doi.org/10.21125/iceri.2017.2017,,,0,,,
https://openalex.org/w2944858454,https://doi.org/10.1145/3331651.3331659,,000-625-290-842-572,0,,,
https://openalex.org/w2025478229,https://doi.org/10.1109/icccnt.2013.6726818,,034-486-521-347-55X,0,,,
https://openalex.org/w2832784262,https://doi.org/10.7551/mitpress/8996.003.0003,,,0,,,
https://openalex.org/w2919678041,https://doi.org/10.1017/ice.2019.17,,003-431-472-015-926,0,,,
https://openalex.org/w2964649734,https://doi.org/10.1109/clei.2018.00035,,138-548-899-172-327,0,,,
https://openalex.org/w92829653,https://doi.org/10.1007/978-3-319-01568-2_9,,041-307-865-434-099,0,,,
https://openalex.org/w2962736837,https://doi.org/10.1145/3233795.3233805,,,0,,,
https://openalex.org/w2009428535,https://doi.org/10.1145/2034617.2034621,,013-306-616-367-243,0,,,
https://openalex.org/w1605534712,https://doi.org/10.1371/journal.pone.0130912,,037-621-812-281-456,0,,,
https://openalex.org/w2947925839,https://doi.org/10.1007/978-3-030-12008-5_4,,139-650-422-547-176,0,,,
https://openalex.org/w2999528291,https://doi.org/10.1145/3338533.3366579,,009-720-567-338-209,0,,,
https://openalex.org/w3019747185,https://doi.org/10.1109/tcbb.2020.2988985,,069-004-994-042-030,0,,,
https://openalex.org/w2116021438,https://doi.org/10.1109/tnet.2010.2048338,,147-727-668-028-694,0,,,
https://openalex.org/w2904870873,https://doi.org/10.1145/3241745,,104-727-434-659-506,0,,,
https://openalex.org/w2133713011,https://doi.org/10.1186/1475-2875-9-5,,077-698-016-120-13X,0,,,
https://openalex.org/w2965966836,https://doi.org/10.15517/rmta.v27i1.39931,,082-403-936-717-342,0,,,
https://openalex.org/w3000663963,https://doi.org/10.1007/978-3-030-38732-7_1,,088-701-956-953-020,0,,,
https://openalex.org/w2947969185,https://doi.org/10.1145/3314111.3319919,,148-165-582-040-750,0,,,
https://openalex.org/w2977817275,https://doi.org/10.1038/s41587-019-0286-9,,119-512-717-458-831,0,,,
https://openalex.org/w2002886493,https://doi.org/10.1145/2389176.2389205,,005-468-508-335-270,0,,,
https://openalex.org/w2221921897,https://doi.org/10.1007/978-3-319-05533-6_3,,082-403-066-370-444,0,,,
https://openalex.org/w2044108200,https://doi.org/10.1371/journal.pone.0088075,,007-928-331-928-632,0,,,
https://openalex.org/w2474942606,https://doi.org/10.21276/ijmrp.2016.2.3.005,,015-563-830-978-459,0,,,
https://openalex.org/w2310773425,https://doi.org/10.1016/s0140-6736(15)01316-1,,066-169-416-135-848,0,,,
https://openalex.org/w2917644003,https://doi.org/10.48550/arxiv.1902.06739,,,0,,,
https://openalex.org/w2799813849,https://doi.org/10.31031/cjmi.2018.01.000506,,134-102-601-101-381,0,,,
https://openalex.org/w3010613921,https://doi.org/10.1101/2020.01.23.20018556,,117-603-397-681-196,1,,,
https://openalex.org/w3039872657,https://doi.org/10.1088/1742-6596/1566/1/012019,,121-704-029-119-543,1,,,
https://openalex.org/w1988340934,https://doi.org/10.1371/journal.pntd.0003639,,067-491-759-447-263,0,,,
https://openalex.org/w2026779037,https://doi.org/10.1371/journal.ppat.1003045,,136-126-527-941-196,0,,,
https://openalex.org/w2226255482,,,,1,,,
https://openalex.org/w3003283707,https://doi.org/10.1109/icccis48478.2019.8974509,,090-303-185-807-874,0,,,
https://openalex.org/w2944154094,https://doi.org/10.1109/sas.2019.8706019,,042-481-910-517-53X,0,,,
https://openalex.org/w2166155069,https://doi.org/10.1074/mcp.m110.003384,,015-448-493-452-46X,0,,,
https://openalex.org/w3028180553,https://doi.org/10.3389/fmed.2020.00280,,112-083-740-544-87X,0,,,
https://openalex.org/w2999582409,https://doi.org/10.1016/j.watres.2020.115471,,,0,,,
https://openalex.org/w3012323367,https://doi.org/10.1021/acs.jmedchem.0c00040,,064-690-193-374-992,0,,,
https://openalex.org/w2106980241,https://doi.org/10.1093/mnras/stu642,,111-772-655-940-322,0,,,
https://openalex.org/w2120658990,https://doi.org/10.1371/journal.pone.0056832,,039-753-924-213-690,0,,,
https://openalex.org/w2991124665,https://doi.org/10.1093/molbev/msz276,,017-906-192-011-810,0,,,
https://openalex.org/w2461812673,https://doi.org/10.1371/journal.pntd.0004243,,070-496-846-521-098,0,,,
https://openalex.org/w2131609469,https://doi.org/10.1145/2542182.2542202,,004-905-725-588-799,0,,,
https://openalex.org/w2885781862,https://doi.org/10.1145/3232174.3232184,,183-780-089-177-415,0,,,
https://openalex.org/w2254662561,https://doi.org/10.1039/bk9781849731492-00001,,017-553-362-267-720,0,,,
https://openalex.org/w2588027538,https://doi.org/10.4103/0974-777x.199996,,070-312-651-944-403,0,,,
https://openalex.org/w2965870078,https://doi.org/10.1145/3292500.3330938,,100-656-678-918-702,0,,,
https://openalex.org/w2570618388,https://doi.org/10.4018/ijhcr.2016070103,,126-178-966-666-79X,0,,,
https://openalex.org/w2162046977,https://doi.org/10.5815/ijcnis.2012.08.02,,045-678-488-717-402,0,,,
https://openalex.org/w2128920044,https://doi.org/10.3389/fcimb.2014.00113,,066-074-479-658-425,0,,,
https://openalex.org/w2324848615,https://doi.org/10.1016/s0084-3954(10)79754-2,,,0,,,
https://openalex.org/w2277486768,,,,0,,,
https://openalex.org/w2156343210,https://doi.org/10.1093/nar/gkv177,,058-975-704-272-35X,0,,,
https://openalex.org/w2481120035,https://doi.org/10.1016/b978-0-443-06839-3.00153-3,,,0,,,
https://openalex.org/w1983281383,https://doi.org/10.1145/2818567.2818649,,,0,,,
https://openalex.org/w4235439008,https://doi.org/10.1371/image.pntd.v04.i10,,087-045-676-007-524,0,,,
https://openalex.org/w2071482906,https://doi.org/10.1371/journal.pntd.0003292,,097-995-673-813-223,0,,,
https://openalex.org/w2028655245,https://doi.org/10.1145/2660540.2660979,,060-721-911-142-71X,0,,,
https://openalex.org/w2808511150,,,,0,,,
https://openalex.org/w2998535084,https://doi.org/10.1007/978-3-030-34702-4_9,,027-186-528-850-264,0,,,
https://openalex.org/w2620221678,https://doi.org/10.1109/taslp.2017.2690562,,026-573-345-093-073,0,,,
https://openalex.org/w2530722318,https://doi.org/10.1093/cid/ciw471,,058-981-455-580-335,0,,,
https://openalex.org/w2015553788,https://doi.org/10.3201/eid1602.090623,,033-543-973-057-475,0,,,
https://openalex.org/w2947326750,https://doi.org/10.1007/978-3-030-12008-5_8,,032-871-971-991-199,0,,,
https://openalex.org/w4248285128,https://doi.org/10.7551/mitpress/8996.003.0014,,,0,,,
https://openalex.org/w2611338391,https://doi.org/10.1109/pcs.2016.7906393,,025-828-135-991-508,0,,,
https://openalex.org/w2012552855,https://doi.org/10.2478/s13537-011-0032-y,,071-938-088-746-459,0,,,
https://openalex.org/w2006431172,https://doi.org/10.4103/0255-0857.142241,,001-126-080-890-840,0,,,
https://openalex.org/w4285775745,https://doi.org/10.22452/mjcs.sp2019no1.3,,155-700-277-119-679,1,,,
https://openalex.org/w2888353590,https://doi.org/10.1093/bib/bby079,,003-095-591-659-820,0,,,
https://openalex.org/w2400828421,https://doi.org/10.1021/acsnano.5b03203,,084-917-313-301-552,0,,,
https://openalex.org/w2584136300,https://doi.org/10.2147/idr.s125436,,045-017-334-434-444,0,,,
https://openalex.org/w1967996810,https://doi.org/10.1001/archneurol.2009.299,,051-802-299-873-273,0,,,
https://openalex.org/w2906965330,https://doi.org/10.18178/ijmlc.2019.9.6.889,,109-080-429-876-212,0,,,
https://openalex.org/w2020862320,https://doi.org/10.1145/2396761.2396803,,029-397-482-966-853,0,,,
https://openalex.org/w3035724160,https://doi.org/10.1101/2020.06.12.141945,,134-705-678-054-328,0,,,
https://openalex.org/w813251004,https://doi.org/10.1007/978-3-319-11179-7_54,,099-484-505-592-183,0,,,
https://openalex.org/w2537873768,https://doi.org/10.1109/fit.2013.33,,051-411-280-238-28X,1,,,
https://openalex.org/w3038081507,https://doi.org/10.1016/j.tube.2020.101944,,031-934-234-664-090,0,,,
https://openalex.org/w2562027261,https://doi.org/10.1145/3014432,,079-443-622-434-014,0,,,
https://openalex.org/w2138779671,https://doi.org/10.1561/2200000044,,080-703-266-264-162,0,,,
https://openalex.org/w2470294693,https://doi.org/10.1109/taslp.2016.2583794,,001-200-478-534-822,0,,,
https://openalex.org/w4212975518,https://doi.org/10.1515/9783110648195-015,,141-894-352-170-993,0,,,
https://openalex.org/w4393064349,https://doi.org/10.1093/jacamr/dlae037,,001-296-855-332-433,0,,,
https://openalex.org/w2898206848,https://doi.org/10.1021/acssynbio.8b00243,,096-910-896-963-788,0,,,
https://openalex.org/w3013869686,https://doi.org/10.1145/3375923.3375950,,086-862-915-406-287,0,,,
https://openalex.org/w2755121307,https://doi.org/10.1186/s12936-017-2016-4,,039-539-417-381-676,0,,,
https://openalex.org/w2002276422,https://doi.org/10.4108/icst.pervasivehealth.2013.252093,,083-273-311-181-617,0,,,
https://openalex.org/w2979274565,https://doi.org/10.2174/1573406415666191004101913,,094-212-500-968-099,0,,,
https://openalex.org/w4245597243,https://doi.org/10.7763/ijmlc.2015.v5.497,,175-458-638-161-200,0,,,
https://openalex.org/w1500432077,https://doi.org/10.1111/j.1863-2378.2012.01469.x,,013-450-440-611-13X,0,,,
https://openalex.org/w2787271425,https://doi.org/10.4314/jfas.v9i6s.52,,046-518-682-309-57X,1,,,
https://openalex.org/w2971805364,https://doi.org/10.48550/arxiv.2103.03506,,,0,,,
https://openalex.org/w3040759692,https://doi.org/10.18178/ijmlc.2020.10.2.940,,034-698-421-199-419,0,,,
https://openalex.org/w2597801819,https://doi.org/10.1007/978-1-4614-8757-9_80-1,,,0,,,
https://openalex.org/w3023997891,https://doi.org/10.1016/s0140-6736(20)30226-9,,072-230-555-618-185,0,,,
https://openalex.org/w2789556506,https://doi.org/10.1093/trstmh/trx079,,016-233-905-180-770,0,,,
https://openalex.org/w2948865836,https://doi.org/10.1101/661892,,066-701-412-741-961,0,,,
https://openalex.org/w3037963027,https://doi.org/10.1007/978-3-030-49536-7_9,,029-831-951-489-383,0,,,
https://openalex.org/w3027841211,https://doi.org/10.1111/dmcn.14560,,005-354-651-670-180,0,,,
https://openalex.org/w3036142483,https://doi.org/10.1007/s42452-020-3000-0,,068-882-900-703-591,0,,,
https://openalex.org/w2952654989,https://doi.org/10.1371/journal.pone.0199988,,054-152-979-003-471,0,,,
https://openalex.org/w2585470853,https://doi.org/10.1007/978-3-319-49959-8_6,,136-188-973-952-606,0,,,
https://openalex.org/w2808541097,https://doi.org/10.1145/3231933,,032-482-413-688-348,0,,,
https://openalex.org/w2031685094,https://doi.org/10.1145/2757290.2757299,,050-481-479-049-504,0,,,
https://openalex.org/w4238631202,https://doi.org/10.3410/f.731989770.793548761,,,0,,,
https://openalex.org/w2088342788,https://doi.org/10.1145/2717764.2717777,,076-413-236-369-756,0,,,
https://openalex.org/w2953998387,https://doi.org/10.1056/nejmc1808439,,033-429-563-923-167,0,,,
https://openalex.org/w1967190228,https://doi.org/10.1016/j.coviro.2013.03.001,,005-014-585-185-206,0,,,
https://openalex.org/w2885981521,https://doi.org/10.1109/micro.2018.00074,,089-143-377-333-495,0,,,
https://openalex.org/w1566180699,https://doi.org/10.1109/scm.2015.7190481,,082-681-346-809-490,0,,,
https://openalex.org/w2982877608,https://doi.org/10.3174/ajnr.a6289,,054-095-344-073-646,0,,,
https://openalex.org/w55145144,,,,0,,,
https://openalex.org/w3043459557,https://doi.org/10.1016/j.jtbi.2020.110380,,066-620-870-847-398,0,,,
https://openalex.org/w3018996808,,,,1,,,
https://openalex.org/w2550455130,https://doi.org/10.1145/2988237,,123-071-949-938-037,0,,,
https://openalex.org/w2068961782,https://doi.org/10.1145/2228360.2228576,,,0,,,
https://openalex.org/w2911197684,https://doi.org/10.1098/rspb.2018.2351,,020-879-061-323-643,0,,,
https://openalex.org/w3006855960,https://doi.org/10.1145/3375959.3375984,,113-968-148-345-016,0,,,
https://openalex.org/w1947662391,https://doi.org/10.1136/amiajnl-2013-001792,,016-909-862-509-122,0,,,
https://openalex.org/w2962763424,https://doi.org/10.1145/3314344.3332497,,021-914-122-593-637,0,,,
https://openalex.org/w2760853072,https://doi.org/10.1109/iscmi.2016.20,,003-569-088-334-983,0,,,
https://openalex.org/w2963746773,https://doi.org/10.14778/3297753.3297757,,077-209-021-744-617,0,,,
https://openalex.org/w2031371779,https://doi.org/10.1145/2539150.2539158,,155-891-254-747-626,0,,,
https://openalex.org/w3012520183,https://doi.org/10.1007/978-3-030-40850-3_6,,023-005-906-734-885,0,,,
https://openalex.org/w179939545,https://doi.org/10.1007/978-3-642-40728-4_20,,084-281-905-023-217,0,,,
https://openalex.org/w3175394272,,,,0,,,
https://openalex.org/w4214873479,https://doi.org/10.3410/f.717961725.793464951,,041-085-984-065-248,0,,,
https://openalex.org/w2006045296,https://doi.org/10.4103/0028-3886.107919,,053-111-765-570-043,0,,,
https://openalex.org/w3025504737,https://doi.org/10.1016/j.jcv.2020.104431,,080-352-581-391-581,1,,,
https://openalex.org/w2975692964,https://doi.org/10.1007/978-3-030-26622-6_23,,074-125-356-033-06X,0,,,
https://openalex.org/w2154494652,https://doi.org/10.1001/archpediatrics.2010.203,,083-807-214-844-873,0,,,
https://openalex.org/w2767971678,https://doi.org/10.1186/s12859-017-1884-5,,088-820-004-672-290,0,,,
https://openalex.org/w2032268510,https://doi.org/10.1109/tcbb.2015.2396057,,139-117-672-445-804,0,,,
https://openalex.org/w2983441169,https://doi.org/10.31449/inf.v43i3.1548,,005-640-757-128-549,1,,,
https://openalex.org/w2790027929,https://doi.org/10.1145/3176258.3176308,,062-528-558-152-674,0,,,
https://openalex.org/w2759365150,https://doi.org/10.1109/tcbb.2017.2756879,,007-455-052-324-855,0,,,
https://openalex.org/w4252625072,https://doi.org/10.26226/morressier.58fa1769d462b80290b51957,,,0,,,
https://openalex.org/w2789447613,https://doi.org/10.1016/j.jenvman.2018.01.044,,,0,,,
https://openalex.org/w1987993894,https://doi.org/10.5121/ijsc.2012.3108,,024-422-706-254-784,0,,,
https://openalex.org/w3036837731,https://doi.org/10.1166/jmihi.2019.2677,,,0,,,
https://openalex.org/w2898693894,https://doi.org/10.1145/3265639.3265671,,020-995-045-358-14X,0,,,
https://openalex.org/w2990370993,https://doi.org/10.1016/j.prevetmed.2019.104860,,028-120-644-575-68X,0,,,
https://openalex.org/w2322020277,https://doi.org/10.1109/tpami.2016.2537337,,045-434-151-277-623,0,,,
https://openalex.org/w3025885500,https://doi.org/10.1002/mp.13764,,016-005-975-027-494,0,,,
https://openalex.org/w2563049761,,,,0,,,
https://openalex.org/w1998531390,https://doi.org/10.48550/arxiv.1701.03947,,,0,,,
https://openalex.org/w4210977472,https://doi.org/10.1371/journal.pntd.0002886,,,0,,,
https://openalex.org/w2763378230,https://doi.org/10.1016/j.nhtm.2017.10.001,,122-617-137-036-308,0,,,
https://openalex.org/w2163661306,https://doi.org/10.1145/2660193.2660234,,088-031-066-569-406,0,,,
https://openalex.org/w2025081778,https://doi.org/10.1016/j.asoc.2012.10.019,,,0,,,
https://openalex.org/w1575063102,https://doi.org/10.1111/jgh.12824,,,0,,,
https://openalex.org/w2793608852,https://doi.org/10.1186/s12918-018-0546-1,,146-166-183-210-646,0,,,
https://openalex.org/w2793264769,https://doi.org/10.1145/3122865.3122873,,,0,,,
https://openalex.org/w2163605009,https://doi.org/10.1145/3065386,,121-707-574-802-675,0,,,
https://openalex.org/w2222801536,https://doi.org/10.1371/journal.pntd.0004210,,008-967-245-922-646,0,,,
https://openalex.org/w1981468681,https://doi.org/10.1145/2063212.2063224,,084-710-148-722-557,0,,,
https://openalex.org/w2955006957,https://doi.org/10.18535/jmscr/v7i7.15,,036-843-151-129-04X,0,,,
https://openalex.org/w2898735074,https://doi.org/10.1016/j.idh.2018.10.002,,,0,,,
https://openalex.org/w2018668929,https://doi.org/10.1002/pbc.23229,,,0,,,
https://openalex.org/w1601276805,https://doi.org/10.1109/icacea.2015.7164721,,048-031-717-015-845,0,,,
https://openalex.org/w4398958419,https://doi.org/10.7910/dvn/ydeput,,,0,,,
https://openalex.org/w2980954202,https://doi.org/10.1371/journal.pntd.0007679,,,0,,,
https://openalex.org/w2565321729,,,,0,,,
https://openalex.org/w3016426275,https://doi.org/10.3389/fimmu.2020.00644,,015-628-467-974-086,0,,,
https://openalex.org/w2008806637,https://doi.org/10.1145/2523819,,045-810-032-233-608,0,,,
https://openalex.org/w2908640476,https://doi.org/10.1016/j.envint.2018.12.038,,021-859-889-691-84X,0,,,
https://openalex.org/w2148369224,https://doi.org/10.1001/archneurol.2012.234,,118-907-055-770-614,0,,,
