id,id_type,label_included
10719944,pmid,0
10720861,pmid,0
10723296,pmid,0
10725965,pmid,0
10730079,pmid,0
10730731,pmid,0
10730733,pmid,0
10735341,pmid,0
10735342,pmid,0
10735909,pmid,0
10736080,pmid,0
10736083,pmid,0
10737286,pmid,1
10740327,pmid,0
10740552,pmid,0
10740555,pmid,0
10741821,pmid,0
10743444,pmid,0
10743445,pmid,0
10743448,pmid,0
10743462,pmid,0
10743822,pmid,1
10743823,pmid,0
10747210,pmid,0
10747212,pmid,0
10749965,pmid,0
10752810,pmid,0
10755497,pmid,0
10758470,pmid,0
10760623,pmid,0
10764171,pmid,0
10764172,pmid,0
10764173,pmid,0
10764185,pmid,0
10773501,pmid,0
10773513,pmid,0
10779656,pmid,0
10781115,pmid,0
10783429,pmid,0
10784070,pmid,0
10786738,pmid,0
10790552,pmid,0
10790605,pmid,0
10794581,pmid,0
10794994,pmid,0
10798466,pmid,0
10808729,pmid,0
10812139,pmid,0
10812259,pmid,0
10812417,pmid,0
10815009,pmid,0
10817004,pmid,0
10829145,pmid,0
10832944,pmid,0
10832945,pmid,0
10833307,pmid,0
10834668,pmid,0
10835989,pmid,0
10835994,pmid,0
10839074,pmid,0
10839903,pmid,0
10839907,pmid,0
10839912,pmid,0
10846913,pmid,0
10846914,pmid,0
10849455,pmid,0
10852643,pmid,0
10853429,pmid,0
10858825,pmid,0
10859453,pmid,0
10861154,pmid,0
10862437,pmid,0
10863042,pmid,0
10863050,pmid,0
10868557,pmid,0
10874381,pmid,0
10875715,pmid,0
10886692,pmid,0
10886699,pmid,0
10893594,pmid,0
10894582,pmid,0
10895182,pmid,0
10895744,pmid,0
10895746,pmid,0
10895748,pmid,0
10907964,pmid,0
10909571,pmid,0
10910490,pmid,0
10910491,pmid,0
10911488,pmid,0
10915416,pmid,0
10919300,pmid,0
10919304,pmid,0
10919528,pmid,0
10926069,pmid,0
10926073,pmid,0
10928438,pmid,0
10929726,pmid,0
10930636,pmid,0
10935004,pmid,0
10936472,pmid,0
10937910,pmid,0
10942661,pmid,0
10945514,pmid,0
10949061,pmid,0
10951799,pmid,0
10952406,pmid,0
10952476,pmid,0
10954816,pmid,0
10958101,pmid,0
10959360,pmid,0
10960201,pmid,0
10960893,pmid,0
10964147,pmid,0
10964149,pmid,0
10966691,pmid,0
10966692,pmid,0
10969513,pmid,0
10971385,pmid,0
10972049,pmid,0
10972054,pmid,0
10972635,pmid,0
10977118,pmid,0
10981566,pmid,0
10981568,pmid,0
10981569,pmid,0
10981570,pmid,0
10983898,pmid,0
10989857,pmid,0
10992829,pmid,0
10992830,pmid,0
10995143,pmid,0
10995147,pmid,0
10998643,pmid,0
10998719,pmid,0
10998721,pmid,0
10998722,pmid,0
11002713,pmid,0
11007224,pmid,0
11009498,pmid,0
11010058,pmid,0
11012492,pmid,0
11012498,pmid,0
11014391,pmid,0
11014399,pmid,0
11014401,pmid,0
11022617,pmid,0
11025234,pmid,0
11025237,pmid,0
11029125,pmid,0
11029568,pmid,0
11032271,pmid,0
11036173,pmid,0
11043615,pmid,0
11048339,pmid,0
11049008,pmid,0
11050519,pmid,0
11050521,pmid,0
11060588,pmid,0
11060815,pmid,0
11063373,pmid,0
11064492,pmid,0
11064609,pmid,0
11064622,pmid,0
11066170,pmid,0
11068116,pmid,0
11069340,pmid,0
11069475,pmid,0
11069861,pmid,0
11070965,pmid,0
11081593,pmid,0
11082068,pmid,0
11082083,pmid,0
11084478,pmid,0
11087888,pmid,0
11093393,pmid,0
11097538,pmid,0
11098103,pmid,0
11103193,pmid,0
11103484,pmid,0
11103723,pmid,0
11113287,pmid,0
11113288,pmid,0
11113290,pmid,0
11113680,pmid,0
11119195,pmid,0
11121933,pmid,0
11123736,pmid,0
11123737,pmid,0
11124008,pmid,0
11127110,pmid,0
11129121,pmid,0
11132737,pmid,0
11132739,pmid,0
11135723,pmid,0
11137414,pmid,0
11143184,pmid,0
11143208,pmid,0
11146613,pmid,0
11148857,pmid,0
11149429,pmid,0
11149462,pmid,0
11150979,pmid,0
11152035,pmid,0
11153786,pmid,0
11157525,pmid,0
11166969,pmid,1
11166974,pmid,0
11167169,pmid,0
11167437,pmid,0
11172169,pmid,0
11176086,pmid,0
11194730,pmid,0
11194981,pmid,0
11196544,pmid,0
11199374,pmid,0
11204052,pmid,0
11205226,pmid,0
11207001,pmid,0
11207404,pmid,0
11207874,pmid,0
11212050,pmid,0
11217678,pmid,0
11219563,pmid,0
11219564,pmid,0
11220426,pmid,0
11220429,pmid,0
11220944,pmid,0
11223627,pmid,0
11224014,pmid,0
11226555,pmid,0
11230472,pmid,0
11236289,pmid,0
11237777,pmid,0
11240075,pmid,0
11240084,pmid,0
11240090,pmid,0
11240873,pmid,0
11242378,pmid,0
11244279,pmid,0
11244701,pmid,0
11246381,pmid,0
11260098,pmid,0
11261766,pmid,0
11264560,pmid,0
11270012,pmid,0
11270559,pmid,0
11271124,pmid,0
11272678,pmid,0
11275392,pmid,0
11284869,pmid,0
11289081,pmid,0
11293556,pmid,0
11294404,pmid,0
11296045,pmid,0
11297334,pmid,0
11300288,pmid,0
11300386,pmid,0
11300387,pmid,0
11300389,pmid,0
11301086,pmid,0
11305075,pmid,0
11305824,pmid,0
11309009,pmid,0
11309010,pmid,0
11314621,pmid,0
11315787,pmid,0
11318765,pmid,0
11323121,pmid,0
11323149,pmid,0
11325088,pmid,0
11331167,pmid,0
11331168,pmid,0
11331334,pmid,1
11337713,pmid,0
11343728,pmid,0
11344385,pmid,0
11347000,pmid,0
11348892,pmid,0
11348910,pmid,1
11355054,pmid,0
11358075,pmid,0
11359591,pmid,0
11359593,pmid,0
11361046,pmid,0
11361277,pmid,0
11371738,pmid,0
11374604,pmid,0
11379678,pmid,0
11388521,pmid,0
11392067,pmid,0
11394033,pmid,0
11394604,pmid,0
11398821,pmid,0
11402361,pmid,0
11406341,pmid,0
11411106,pmid,0
11412156,pmid,0
11412157,pmid,0
11412292,pmid,0
11419151,pmid,0
11421146,pmid,0
11421841,pmid,0
11432176,pmid,0
11437760,pmid,0
11437873,pmid,0
11440921,pmid,0
11440935,pmid,0
11442865,pmid,0
11444449,pmid,0
11444452,pmid,0
11453888,pmid,0
11459716,pmid,0
11459720,pmid,0
11459722,pmid,0
11460798,pmid,0
11460802,pmid,0
11460816,pmid,0
11465012,pmid,0
11465562,pmid,0
11465609,pmid,0
11465978,pmid,0
11468871,pmid,0
11472279,pmid,0
11474385,pmid,0
11476257,pmid,0
11486698,pmid,0
11487138,pmid,0
11487166,pmid,0
11488082,pmid,0
11490959,pmid,0
11491635,pmid,0
11493236,pmid,0
11495714,pmid,0
11495873,pmid,0
11498314,pmid,0
11498324,pmid,0
11501851,pmid,0
11506105,pmid,0
11506111,pmid,0
11506112,pmid,0
11508604,pmid,0
11509270,pmid,0
11511016,pmid,0
11513054,pmid,0
11513283,pmid,0
11533770,pmid,0
11535941,pmid,0
11546738,pmid,0
11549189,pmid,0
11553247,pmid,0
11554039,pmid,0
11554054,pmid,0
11558009,pmid,0
11562504,pmid,0
11563253,pmid,0
11565863,pmid,0
11573648,pmid,0
11575284,pmid,0
11575712,pmid,0
11578883,pmid,0
11579330,pmid,0
11584996,pmid,0
11587108,pmid,0
11587115,pmid,0
11589258,pmid,0
11589259,pmid,0
11591972,pmid,0
11600260,pmid,0
11603137,pmid,0
11605110,pmid,0
11692348,pmid,0
11696730,pmid,0
11698029,pmid,0
11702324,pmid,0
11702609,pmid,0
11703246,pmid,0
11703580,pmid,0
11706463,pmid,0
11706465,pmid,0
11707825,pmid,0
11709114,pmid,0
11709865,pmid,0
11709934,pmid,0
11713727,pmid,0
11724223,pmid,0
11731064,pmid,0
11731509,pmid,0
11731751,pmid,0
11731754,pmid,0
11732382,pmid,0
11736778,pmid,0
11736779,pmid,0
11744583,pmid,0
11744586,pmid,0
11744587,pmid,0
11745266,pmid,0
11750924,pmid,0
11756911,pmid,0
11758154,pmid,0
11759562,pmid,0
11763873,pmid,0
11765070,pmid,0
11768686,pmid,0
11773815,pmid,0
11774176,pmid,0
11781912,pmid,0
11782325,pmid,0
11782329,pmid,0
11782331,pmid,0
11782332,pmid,0
11782819,pmid,0
11785593,pmid,0
11800047,pmid,0
11810326,pmid,0
11810336,pmid,0
11810364,pmid,0
11811608,pmid,0
11817492,pmid,0
11832216,pmid,0
11833521,pmid,0
11833838,pmid,0
11834781,pmid,0
11840097,pmid,0
11841719,pmid,0
11843742,pmid,0
11851660,pmid,0
11865132,pmid,0
11866673,pmid,0
11873026,pmid,0
11880017,pmid,0
11880827,pmid,0
11880840,pmid,0
11882773,pmid,0
11887541,pmid,0
11892635,pmid,0
11903078,pmid,0
11903939,pmid,0
11904788,pmid,0
11907388,pmid,0
11912374,pmid,0
11913803,pmid,0
11927450,pmid,0
11929502,pmid,0
11929512,pmid,0
11939683,pmid,0
11939924,pmid,0
11939925,pmid,0
11943517,pmid,0
11943525,pmid,0
11952445,pmid,0
11954700,pmid,0
11966550,pmid,0
11967625,pmid,0
11972998,pmid,0
11981144,pmid,0
11983659,pmid,0
11984100,pmid,0
11993078,pmid,0
12006313,pmid,0
12040568,pmid,0
12043315,pmid,0
12043483,pmid,0
12054097,pmid,0
12054098,pmid,0
12054148,pmid,0
12067866,pmid,0
12091067,pmid,0
12099170,pmid,0
12124509,pmid,0
12126033,pmid,0
12135164,pmid,0
12139528,pmid,0
12151917,pmid,0
12162598,pmid,0
12167149,pmid,0
12215866,pmid,1
12230351,pmid,0
12237200,pmid,0
12239500,pmid,0
12269850,pmid,0
12297763,pmid,0
12370455,pmid,0
12387704,pmid,0
12390045,pmid,0
12399016,pmid,0
12405366,pmid,0
12406539,pmid,0
12412178,pmid,0
12421793,pmid,0
12422998,pmid,0
12434263,pmid,0
12434605,pmid,0
12434612,pmid,0
12435995,pmid,0
12435997,pmid,0
12435999,pmid,0
12436003,pmid,0
12444233,pmid,0
12470171,pmid,0
12476511,pmid,0
12476746,pmid,0
12476759,pmid,0
12481194,pmid,0
12481467,pmid,0
12487620,pmid,0
12488379,pmid,0
12491562,pmid,0
12492792,pmid,0
12492794,pmid,0
12495966,pmid,0
12502992,pmid,0
12507703,pmid,0
12507707,pmid,0
12507714,pmid,0
12509611,pmid,0
12514150,pmid,0
12514457,pmid,0
12516895,pmid,0
12517545,pmid,0
12525267,pmid,0
12528880,pmid,0
12532190,pmid,0
12544931,pmid,0
12545257,pmid,0
12552209,pmid,0
12552210,pmid,0
12552363,pmid,0
12560304,pmid,0
12560305,pmid,0
12560306,pmid,0
12560940,pmid,0
12562408,pmid,0
12563577,pmid,0
12566175,pmid,0
12568639,pmid,0
12577163,pmid,0
12579384,pmid,0
12579390,pmid,0
12580983,pmid,0
12583865,pmid,0
12588070,pmid,0
12594139,pmid,0
12594140,pmid,0
12594144,pmid,0
12607659,pmid,0
12612511,pmid,0
12615585,pmid,0
12620606,pmid,0
12622108,pmid,0
12622499,pmid,0
12624694,pmid,0
12625310,pmid,0
12626865,pmid,0
12628052,pmid,0
12631041,pmid,0
12631450,pmid,0
12636344,pmid,0
12637117,pmid,0
12641396,pmid,0
12641688,pmid,0
12644419,pmid,0
12644426,pmid,0
12645349,pmid,0
12647080,pmid,0
12648204,pmid,0
12656645,pmid,0
12657858,pmid,0
12660386,pmid,0
12660393,pmid,0
12662119,pmid,0
12666001,pmid,0
12670809,pmid,0
12670812,pmid,0
12670813,pmid,0
12681176,pmid,0
12686003,pmid,0
12688385,pmid,0
12694143,pmid,0
12694144,pmid,0
12694145,pmid,0
12695891,pmid,0
12697593,pmid,0
12697594,pmid,0
12697595,pmid,0
12699520,pmid,0
12699521,pmid,0
12701975,pmid,0
12708207,pmid,0
12712491,pmid,0
12719047,pmid,0
12719050,pmid,0
12720597,pmid,0
12724679,pmid,0
12725478,pmid,0
12734151,pmid,0
12734164,pmid,0
12743480,pmid,0
12745039,pmid,0
12746341,pmid,0
12746360,pmid,0
12747344,pmid,0
12753444,pmid,0
12753877,pmid,0
12755658,pmid,0
12762545,pmid,1
12765890,pmid,0
12766651,pmid,0
12766657,pmid,0
12770651,pmid,0
12774874,pmid,0
12777643,pmid,0
12783923,pmid,0
12784350,pmid,0
12791112,pmid,0
12791114,pmid,0
12791115,pmid,0
12791116,pmid,0
12791117,pmid,0
12792556,pmid,0
12799971,pmid,0
12799972,pmid,0
12801435,pmid,0
12801599,pmid,0
12803270,pmid,0
12803592,pmid,0
12803598,pmid,0
12807305,pmid,0
12809961,pmid,0
12815785,pmid,0
12821301,pmid,0
12822048,pmid,0
12822825,pmid,0
12826550,pmid,0
12826854,pmid,0
12826855,pmid,0
12826856,pmid,0
12828498,pmid,0
12837876,pmid,0
12839235,pmid,0
12840615,pmid,0
12842375,pmid,0
12846707,pmid,0
12855350,pmid,1
12859464,pmid,0
12859501,pmid,0
12860958,pmid,0
12860959,pmid,0
12861471,pmid,0
12861979,pmid,0
12864718,pmid,0
12867686,pmid,0
12873263,pmid,0
12873264,pmid,0
12873265,pmid,0
12873266,pmid,0
12873269,pmid,0
12873270,pmid,0
12873275,pmid,0
12873276,pmid,0
12873285,pmid,0
12878618,pmid,0
12878619,pmid,0
12878621,pmid,0
12883507,pmid,0
12884990,pmid,0
12886915,pmid,0
12886917,pmid,0
12890955,pmid,0
12894165,pmid,0
12907327,pmid,0
12911209,pmid,0
12918185,pmid,0
12923661,pmid,0
12925248,pmid,0
12925476,pmid,0
12927414,pmid,0
12927624,pmid,0
12935788,pmid,0
12935789,pmid,0
12935801,pmid,0
12938592,pmid,0
12953725,pmid,0
12960555,pmid,0
12969043,pmid,0
12974832,pmid,0
14499422,pmid,0
14499423,pmid,0
14499431,pmid,0
14499444,pmid,0
14500164,pmid,0
14504156,pmid,0
14505840,pmid,0
14508326,pmid,0
14508328,pmid,0
14515286,pmid,0
14519710,pmid,0
14532814,pmid,0
14550900,pmid,0
14551548,pmid,0
14552104,pmid,0
14567137,pmid,0
14567139,pmid,0
14567142,pmid,0
14567145,pmid,0
14569261,pmid,0
14570359,pmid,0
14570631,pmid,0
14570792,pmid,0
14576555,pmid,0
14580102,pmid,0
14580120,pmid,0
14585551,pmid,0
14585554,pmid,0
14585556,pmid,0
14594148,pmid,0
14601699,pmid,0
14612466,pmid,0
14612477,pmid,0
14612478,pmid,0
14612483,pmid,0
14612484,pmid,0
14612486,pmid,0
14612487,pmid,0
14614170,pmid,0
14622664,pmid,0
14622685,pmid,0
14622692,pmid,0
14622694,pmid,0
14622720,pmid,0
14633551,pmid,0
14640337,pmid,0
14640355,pmid,0
14650359,pmid,0
7477920,pmid,0
7478680,pmid,0
7478682,pmid,0
7478700,pmid,0
7478701,pmid,0
7478713,pmid,0
7481892,pmid,0
7484044,pmid,0
7489418,pmid,0
7489439,pmid,0
7489472,pmid,0
7490894,pmid,0
7493144,pmid,0
7493264,pmid,0
7495990,pmid,0
7498863,pmid,0
7507585,pmid,0
7509152,pmid,0
7509380,pmid,0
7511475,pmid,0
7514506,pmid,0
7516101,pmid,0
7517824,pmid,0
7517826,pmid,0
7521609,pmid,0
7521784,pmid,0
7522977,pmid,0
7525038,pmid,0
7525518,pmid,0
7527324,pmid,0
7528184,pmid,0
7535139,pmid,0
7535354,pmid,0
7538514,pmid,0
7539701,pmid,0
7540440,pmid,0
7546255,pmid,0
7549165,pmid,0
7549167,pmid,0
7549168,pmid,0
7549169,pmid,0
7549170,pmid,0
7549171,pmid,0
7560246,pmid,0
7567716,pmid,0
7570132,pmid,0
7570325,pmid,0
7571027,pmid,0
7572013,pmid,0
7574070,pmid,0
7577278,pmid,0
7577279,pmid,0
7577297,pmid,0
7577778,pmid,0
7577779,pmid,0
7583900,pmid,0
7588085,pmid,0
7594383,pmid,0
7598419,pmid,0
7599546,pmid,0
7600549,pmid,0
7606031,pmid,0
7606034,pmid,0
7606037,pmid,0
7606038,pmid,0
7627917,pmid,0
7638994,pmid,0
7641723,pmid,0
7644238,pmid,0
7649468,pmid,0
7650230,pmid,0
7651250,pmid,0
7659429,pmid,0
7669460,pmid,0
7669461,pmid,0
7669462,pmid,0
7673770,pmid,0
7696728,pmid,0
7701459,pmid,0
7702062,pmid,0
7703994,pmid,0
7709266,pmid,0
7709644,pmid,0
7715937,pmid,0
7718981,pmid,0
7725270,pmid,0
7725714,pmid,0
7773021,pmid,0
7777878,pmid,0
7777897,pmid,0
7782853,pmid,0
7784106,pmid,0
7784107,pmid,0
7802313,pmid,0
7802322,pmid,0
7805941,pmid,0
7809761,pmid,0
7813214,pmid,0
7824099,pmid,0
7832313,pmid,0
7854795,pmid,0
7859960,pmid,0
7876491,pmid,0
7879706,pmid,0
7884435,pmid,0
7888292,pmid,0
7892017,pmid,0
7892030,pmid,0
7894279,pmid,0
7894286,pmid,0
7897521,pmid,0
7903677,pmid,0
7903843,pmid,0
7904174,pmid,0
7905216,pmid,0
7909601,pmid,0
7910424,pmid,0
7910792,pmid,0
7914167,pmid,0
7914375,pmid,0
7914737,pmid,0
7915672,pmid,0
7916546,pmid,0
7935235,pmid,0
7936730,pmid,0
7939279,pmid,0
7939282,pmid,0
7939283,pmid,0
7943702,pmid,0
7945829,pmid,0
7947421,pmid,0
7956382,pmid,0
7958380,pmid,0
7976145,pmid,0
7978003,pmid,0
7978179,pmid,0
7978671,pmid,0
7992931,pmid,0
7999504,pmid,0
8009339,pmid,0
8015060,pmid,0
8018403,pmid,0
8022621,pmid,0
8026944,pmid,0
8041685,pmid,0
8046193,pmid,0
8048773,pmid,0
8070745,pmid,0
8075466,pmid,0
8077118,pmid,0
8086015,pmid,0
8088198,pmid,0
8090511,pmid,0
8091514,pmid,0
8107739,pmid,0
8110639,pmid,0
8111982,pmid,0
8117641,pmid,0
8121746,pmid,0
8132434,pmid,0
8150402,pmid,0
8153780,pmid,0
8153781,pmid,0
8156242,pmid,0
8159602,pmid,0
8160486,pmid,0
8170183,pmid,0
8172044,pmid,0
8185043,pmid,0
8197031,pmid,0
8251294,pmid,0
8263753,pmid,0
8269439,pmid,0
8278202,pmid,0
8280545,pmid,0
8287198,pmid,0
8295807,pmid,0
8304606,pmid,0
8519714,pmid,0
8519715,pmid,0
8519716,pmid,0
8519719,pmid,0
8519720,pmid,0
8519722,pmid,0
8522573,pmid,0
8526959,pmid,0
8528924,pmid,0
8532850,pmid,0
8534463,pmid,0
8534465,pmid,0
8535045,pmid,0
8535947,pmid,0
8542854,pmid,0
8542859,pmid,0
8542861,pmid,0
8544547,pmid,1
8545138,pmid,0
8545140,pmid,0
8545142,pmid,1
8546282,pmid,0
8550304,pmid,0
8554670,pmid,0
8562292,pmid,0
8562297,pmid,0
8564997,pmid,0
8569133,pmid,0
8570431,pmid,0
8572340,pmid,0
8573956,pmid,0
8576660,pmid,0
8576671,pmid,0
8583779,pmid,0
8584148,pmid,0
8584194,pmid,0
8585252,pmid,0
8590247,pmid,0
8590509,pmid,0
8592233,pmid,0
8595682,pmid,0
8602664,pmid,0
8604435,pmid,0
8604459,pmid,0
8607299,pmid,0
8610220,pmid,0
8614885,pmid,0
8615729,pmid,0
8623995,pmid,0
8625340,pmid,0
8628027,pmid,0
8628581,pmid,0
8628593,pmid,0
8639197,pmid,0
8639213,pmid,0
8644584,pmid,0
8651535,pmid,0
8652316,pmid,0
8653161,pmid,0
8664090,pmid,0
8665549,pmid,0
8665876,pmid,0
8665883,pmid,0
8666530,pmid,0
8667132,pmid,0
8669216,pmid,0
8669223,pmid,0
8677660,pmid,0
8678265,pmid,0
8678284,pmid,0
8679024,pmid,0
8679356,pmid,0
8679762,pmid,0
8685854,pmid,0
8686522,pmid,0
8686825,pmid,0
8686833,pmid,0
8686845,pmid,0
8688256,pmid,0
8694152,pmid,0
8694369,pmid,0
8694951,pmid,0
8695075,pmid,0
8695078,pmid,0
8695094,pmid,0
8695137,pmid,0
8697547,pmid,0
8697554,pmid,0
8698872,pmid,0
8702050,pmid,0
8705154,pmid,0
8706598,pmid,0
8707552,pmid,0
8708625,pmid,0
8711605,pmid,0
8712328,pmid,0
8712444,pmid,0
8712652,pmid,0
8713631,pmid,0
8714800,pmid,0
8714855,pmid,0
8721468,pmid,0
8721471,pmid,0
8721797,pmid,0
8722735,pmid,0
8725927,pmid,0
8735038,pmid,0
8736630,pmid,0
8737553,pmid,0
8738682,pmid,0
8738689,pmid,0
8738759,pmid,0
8742791,pmid,0
8743238,pmid,0
8744657,pmid,0
8744659,pmid,0
8744669,pmid,0
8747973,pmid,0
8751322,pmid,0
8751633,pmid,0
8753920,pmid,0
8756381,pmid,0
8757574,pmid,0
8758156,pmid,0
8758159,pmid,0
8758169,pmid,0
8759565,pmid,0
8759577,pmid,0
8759578,pmid,0
8766220,pmid,0
8766398,pmid,0
8766685,pmid,0
8767562,pmid,0
8767568,pmid,0
8773860,pmid,0
8773867,pmid,0
8776538,pmid,0
8777117,pmid,0
8783317,pmid,0
8783318,pmid,0
8783325,pmid,0
8783327,pmid,0
8785133,pmid,0
8790278,pmid,0
8792892,pmid,0
8795659,pmid,0
8799542,pmid,0
8800821,pmid,0
8813044,pmid,0
8814117,pmid,0
8822039,pmid,0
8823393,pmid,0
8823403,pmid,0
8824687,pmid,0
8826513,pmid,0
8826517,pmid,0
8829419,pmid,0
8829420,pmid,0
8829857,pmid,0
8829858,pmid,0
8829859,pmid,0
8829938,pmid,0
8829944,pmid,0
8832449,pmid,0
8835900,pmid,0
8836263,pmid,0
8836264,pmid,0
8836265,pmid,0
8836267,pmid,0
8838437,pmid,0
8839521,pmid,0
8840380,pmid,0
8842656,pmid,0
8842667,pmid,0
8844441,pmid,0
8845555,pmid,0
8846277,pmid,0
8846278,pmid,0
8849499,pmid,0
8849504,pmid,0
8855606,pmid,0
8856818,pmid,0
8857627,pmid,0
8857711,pmid,0
8861543,pmid,0
8862367,pmid,0
8862961,pmid,0
8866158,pmid,0
8866161,pmid,0
8867253,pmid,0
8867523,pmid,0
8868558,pmid,0
8874346,pmid,0
8874561,pmid,0
8874573,pmid,0
8874574,pmid,0
8874907,pmid,0
8880048,pmid,0
8881618,pmid,0
8882125,pmid,0
8882238,pmid,0
8882255,pmid,0
8882377,pmid,0
8885568,pmid,0
8885955,pmid,0
8886735,pmid,0
8888306,pmid,0
8888307,pmid,0
8889289,pmid,0
8889424,pmid,0
8889425,pmid,0
8889672,pmid,0
8895711,pmid,0
8895942,pmid,0
8896015,pmid,0
8901078,pmid,0
8904255,pmid,0
8904263,pmid,0
8908224,pmid,0
8908233,pmid,0
8911798,pmid,0
8914905,pmid,0
8916058,pmid,0
8917139,pmid,0
8917240,pmid,0
8919895,pmid,0
8919987,pmid,0
8923067,pmid,0
8923168,pmid,0
8931402,pmid,0
8931970,pmid,0
8933852,pmid,0
8936545,pmid,0
8942328,pmid,0
8943590,pmid,0
8943591,pmid,0
8943593,pmid,0
8951927,pmid,0
8951940,pmid,0
8951944,pmid,0
8952801,pmid,0
