pmid,doi,openalex_id,label_included
12499501,,,0
12500158,,,0
12503007,,,0
12503009,,,0
12503925,,,0
12504209,,,0
12507063,,,0
12507405,,,0
12507408,,,0
12507415,,,0
12510503,,,0
12510783,,,0
12513106,,,0
12513114,,,0
12514141,,,0
12514452,,,0
12514688,,,0
12516895,,,0
12521270,,,0
12522190,,,0
12523877,,,0
12523939,,,0
12525269,,,0
12525273,,,0
12525714,,,0
12527958,,,0
12528305,,,0
12534490,,,0
12536286,,,0
12540356,,,0
12547023,,,0
12549750,,,0
12552027,,,0
12555608,,,0
12561008,,,0
12562154,,,0
12562315,,,0
12562316,,,0
12563038,,,0
12566846,,,0
12567162,,,0
12567163,,,0
12575894,,,0
12577086,,,0
12577102,,,0
12581229,,,0
12581259,,,0
12582448,,,0
12582452,,,0
12589304,,,0
12589903,,,0
12589923,,,0
12590206,,,0
12593613,,,0
12595868,,,0
12597316,,,0
12602403,,,0
12603293,,,0
12603635,,,0
12603644,,,0
12603649,,,0
12603653,,,0
12607769,,,0
12609223,,,0
12609588,,,0
12610886,,,0
12612323,,,0
12612615,,,0
12615951,,,0
12616661,,,0
12617268,,,0
12617270,,,0
12617271,,,0
12620132,,,0
12622276,,,0
12622352,,,0
12623501,,,0
12625036,,,0
12630590,,,0
12631450,,,0
12633129,,,0
12636344,,,0
12637113,,,0
12637186,,,0
12643343,,,0
12643355,,,0
12645447,,,0
12645974,,,0
12647916,,,0
12651078,,,0
12651081,,,0
12652008,,,0
12657912,,,0
12660389,,,0
12661935,,,0
12662194,,,0
12665421,,,0
12667111,,,0
12672167,,,0
12675265,,,0
12679742,,,0
12681084,,,0
12682720,,,0
12686003,,,0
12686005,,,0
12691333,,,0
12691403,,,0
12693774,,,0
12693782,,,0
12696998,,,0
12697000,,,0
12698831,,,0
12701339,,,0
12701343,,,0
12707137,,,0
12708810,,,0
12708815,,,0
12708941,,,0
12715017,,,0
12715404,,,0
12716825,,,0
12720511,,,0
12720596,,,0
12720597,,,0
12720598,,,0
12720599,,,0
12720602,,,0
12728191,,,0
12728267,,,0
12735785,,,0
12737367,,,0
12742737,,,0
12745045,,,0
12745049,,,0
12745708,,,0
12749618,,,0
12751262,,,0
12751270,,,0
12752152,,,0
12752527,,,0
12760414,,,0
12761367,,,0
12762826,,,0
12763471,,,0
12766358,,,0
12768902,,,0
12770667,,,0
12770671,,,0
12773293,,,0
12773296,,,0
12775194,,,0
12775273,,,0
12776221,,,0
12780556,,,0
12782914,,,0
12784068,,,0
12785436,,,0
12785745,,,0
12785747,,,0
12786940,,,0
12788038,,,0
12788841,,,0
12789603,,,0
12791054,,,0
12791438,,,0
12792554,,,0
12800479,,,0
12800732,,,0
12801427,,,0
12807347,,,0
12807539,,,0
12807593,,,0
12809957,,,0
12810482,,,0
12812405,,,0
12813599,,,0
12816616,,,0
12817157,,,0
12818963,,,0
12819544,,,0
12820794,,,0
12821407,,,0
12825823,,,0
12826833,,,0
12828498,,,0
12828874,,,0
12828877,,,0
12828878,,,0
12830928,,,0
12830961,,,0
12834152,,,0
12837566,,,0
12842230,,,0
12844458,,,0
12850953,,,0
12852705,,,0
12853599,,,0
12856488,,,0
12858070,,,0
12858135,,,0
12861471,,,0
12861979,,,0
12864753,,,0
12864770,,,0
12867216,,,0
12867842,,,0
12869814,,,0
12870563,,,0
12870565,,,0
12871180,,,0
12872029,,,0
12873285,,,0
12875883,,,0
12875954,,,0
12876394,,,0
12876397,,,0
12879323,,,0
12879525,,,0
12879992,,,0
12886981,,,0
12889679,,,0
12901598,,,0
12902371,,,0
12906765,,,0
12911205,,,0
12914602,,,0
12918889,,,0
12919436,,,0
12920414,,,0
12921490,,,0
12921495,,,0
12921508,,,0
12921511,,,0
12924832,,,0
12925932,,,0
12927617,,,0
12930555,,,0
12930706,,,0
12933404,,,0
12935438,,,0
12938867,,,0
12940650,,,0
12944705,,,0
12944725,,,0
12945945,,,0
12948326,,,0
12962348,,,0
12966259,,,0
12967573,,,0
12969038,,,0
12971835,,,0
12975304,,,0
12975732,,,0
13677579,,,0
14500311,,,0
14503349,,,0
14504619,,,0
14506374,,,0
14513889,,,0
14518520,,,0
14518521,,,0
14518529,,,0
14518534,,,0
14519710,,,0
14521005,,,0
14521474,,,0
14521479,,,0
14521482,,,0
14521483,,,0
14523750,,,0
14525559,,,0
14529064,,,0
14532814,,,0
14533142,,,0
14550704,,,0
14558683,,,0
14558685,,,0
14561383,,,0
14567137,,,0
14567614,,,0
14570631,,,0
14578809,,,0
14580044,,,0
14586601,,,0
14592300,,,0
14593127,,,0
14594148,,,0
14596550,,,0
14604126,,,0
14611007,,,0
14619895,,,0
14621230,,,0
14621333,,,0
14622694,,,0
14622695,,,0
14622714,,,0
14623723,,,0
14626884,,,0
14630763,,,0
14635823,,,0
14650472,,,0
7476817,,,0
7478688,,,0
7479193,,,0
7482387,,,0
7482673,,,0
7484689,,,0
7484706,,,0
7491714,,,0
7494864,,,0
7501170,,,0
7507585,,,0
7510495,,,0
7510609,,,0
7521609,,,0
7525198,,,0
7527321,,,0
7527324,,,0
7527761,,,0
7539465,,,0
7547458,,,0
7549169,,,0
7549170,,,0
7549676,,,0
7551119,,,0
7552425,,,0
7553575,,,0
7561262,,,0
7565225,,,0
7566787,,,0
7567140,,,0
7573121,,,0
7574121,,,0
7574453,,,0
7575714,,,0
7580659,,,0
7582738,,,0
7584754,,,0
7585928,,,0
7591009,,,0
7591745,,,0
7594165,,,0
7594384,,,0
7603809,,,0
7605545,,,0
7614512,,,0
7616263,,,0
7617185,,,0
7618705,,,0
7620592,,,0
7630854,,,0
7639627,,,0
7650684,,,0
7651452,,,0
7653424,,,0
7655132,,,0
7655137,,,0
7656504,,,0
7665718,,,0
7665723,,,0
7669482,,,0
7696728,,,0
7702810,,,0
7709314,,,0
7711342,,,0
7715941,,,0
7718761,,,0
7719579,,,0
7721573,,,0
7723961,,,0
7723978,,,0
7725714,,,0
7726408,,,0
7726426,,,0
7727052,,,0
7732079,,,0
7744514,,,0
7746398,,,0
7746750,,,0
7749514,,,0
7750068,,,0
7758524,,,0
7758556,,,0
7769184,,,0
7770617,,,0
7783870,,,0
7784114,,,0
7788103,,,0
7789289,,,0
7792578,,,0
7795069,,,0
7798073,,,0
7799981,,,0
7800166,,,0
7804420,,,0
7824110,,,0
7825889,,,0
7827545,,,0
7840403,,,0
7841572,,,0
7841578,,,0
7846751,,,0
7848249,,,0
7854795,,,0
7856601,,,0
7866583,,,0
7872345,,,0
7880118,,,0
7880343,,,0
7886734,,,0
7892022,,,0
7892755,,,0
7893219,,,0
7897521,,,0
7903783,,,0
7904429,,,0
7904984,,,0
7909601,,,0
7910059,,,0
7912347,,,0
7915275,,,0
7915729,,,0
7917080,,,0
7917812,,,0
7919566,,,0
7928331,,,0
7931643,,,0
7932918,,,0
7937288,,,0
7941956,,,0
7942354,,,0
7945606,,,0
7949527,,,0
7960728,,,0
7960733,,,0
7961548,,,0
7964712,,,1
7965308,,,0
7966079,,,0
7970843,,,0
7972702,,,0
7974557,,,0
7978173,,,0
7978491,,,0
7978496,,,0
7978613,,,0
7979137,,,0
7980181,,,0
7984835,,,0
7988531,,,0
7993163,,,0
8006158,,,0
8006905,,,0
8008414,,,0
8008424,,,0
8018300,,,0
8018750,,,0
8018754,,,0
8019182,,,0
8022638,,,0
8024250,,,0
8024971,,,0
8024998,,,0
8037889,,,0
8042446,,,0
8043252,,,0
8046193,,,0
8048427,,,0
8058353,,,0
8061261,,,0
8062354,,,0
8067552,,,0
8068995,,,0
8068999,,,0
8069989,,,0
8081146,,,0
8081348,,,0
8081516,,,0
8082355,,,0
8082851,,,0
8087444,,,0
8090510,,,0
8090511,,,0
8109906,,,0
8110639,,,0
8111522,,,0
8116339,,,0
8127059,,,0
8129762,,,1
8130923,,,0
8135107,,,0
8138651,,,0
8139602,,,0
8146481,,,0
8150321,,,0
8151093,,,0
8153401,,,0
8156958,,,0
8159194,,,0
8167209,,,0
8170183,,,0
8173156,,,0
8175969,,,0
8179448,,,0
8185112,,,0
8187451,,,0
8190276,,,0
8195037,,,0
8195453,,,0
8196694,,,0
8196850,,,0
8200818,,,0
8202097,,,0
8204088,,,0
8208420,,,0
8264701,,,0
8266372,,,0
8267190,,,0
8278308,,,0
8281592,,,0
8285378,,,0
8285390,,,0
8286811,,,0
8290041,,,0
8290085,,,0
8290087,,,1
8290095,,,1
8298844,,,0
8309812,,,0
8311350,,,0
8520397,,,0
8520876,,,0
8527012,,,0
8527013,,,0
8529173,,,0
8530331,,,0
8531545,,,0
8536305,,,0
8539268,,,0
8543701,,,0
8545143,,,0
8552124,,,0
8553795,,,0
8555100,,,0
8568536,,,0
8569550,,,0
8569934,,,0
8573956,,,0
8573963,,,0
8582813,,,0
8584305,,,0
8586026,,,0
8595641,,,0
8598188,,,0
8599780,,,0
8600497,,,0
8603623,,,0
8604958,,,0
8608291,,,0
8615323,,,0
8615503,,,0
8621203,,,0
8623696,,,0
8625113,,,0
8629546,,,0
8635180,,,0
8638753,,,0
8638810,,,0
8638990,,,0
8641229,,,0
8644562,,,0
8654094,,,0
8664455,,,0
8665541,,,0
8672831,,,0
8673201,,,0
8686710,,,0
8694164,,,0
8694321,,,0
8698994,,,0
8703227,,,0
8706590,,,0
8722738,,,0
8723150,,,0
8727818,,,0
8730971,,,0
8732870,,,0
8733991,,,0
8734771,,,0
8736630,,,0
8740597,,,0
8740612,,,0
8743344,,,0
8744612,,,0
8745379,,,0
8747973,,,0
8749702,,,0
8751632,,,0
8764816,,,0
8777552,,,0
8777553,,,0
8777767,,,0
8784934,,,0
8800627,,,0
8803823,,,0
8813044,,,0
8816098,,,0
8816574,,,0
8832998,,,0
8837070,,,0
8840054,,,0
8842671,,,0
8845929,,,0
8848215,,,0
8848307,,,0
8858077,,,0
8858705,,,0
8860802,,,0
8865021,,,0
8879619,,,0
8881980,,,0
8881981,,,0
8882125,,,0
8882535,,,0
8890848,,,0
8894523,,,0
8897546,,,0
8902923,,,0
8912211,,,0
8912507,,,0
8913410,,,0
8919579,,,0
8922560,,,0
8926489,,,0
8929382,,,0
8932545,,,0
8933992,,,0
8933996,,,0
8934153,,,0
8935644,,,0
8935851,,,0
8938559,,,0
8953284,,,0
8956071,,,0
8956930,,,0
8960715,,,0
8968198,,,0
8968657,,,0
8970452,,,0
8971830,,,0
8989189,,,0
8989791,,,0
8993211,,,0
8993213,,,0
8996465,,,0
9008775,,,0
9010122,,,0
9018702,,,0
9029067,,,0
9034418,,,0
9034438,,,0
9037924,,,0
9037995,,,0
9040508,,,0
9046891,,,0
9046932,,,0
9048790,,,0
9050956,,,0
9052320,,,0
9057795,,,0
9061105,,,0
9067123,,,0
9070194,,,0
9074844,,,0
9075023,,,0
9076868,,,0
9076869,,,0
9088760,,,0
9090312,,,0
9095326,,,0
9095579,,,0
9099150,,,0
9099528,,,0
9107526,,,0
9109858,,,0
9112708,,,0
9115470,,,0
9118592,,,0
9119352,,,0
9129100,,,0
9129521,,,0
9133535,,,0
9137841,,,0
9139287,,,0
9145766,,,0
9155275,,,0
9160601,,,0
9161646,,,0
9164427,,,0
9169964,,,0
9171925,,,0
9179098,,,0
9180026,,,0
9180204,,,0
9185124,,,0
9188029,,,0
9193208,,,0
9194153,,,0
9197296,,,0
9202872,,,0
9209777,,,0
9210989,,,0
9220038,,,0
9220204,,,0
9222213,,,0
9225847,,,0
9228141,,,0
9238740,,,0
9242233,,,0
9268239,,,0
9270707,,,0
9270990,,,0
9285607,,,0
9285608,,,0
9297614,,,0
9300959,,,0
9302697,,,0
9303258,,,0
9316682,,,0
9323748,,,0
9323792,,,0
9325477,,,0
9339460,,,0
9339715,,,0
9347598,,,0
9352726,,,0
9356103,,,0
9360221,,,0
9372509,,,0
9378698,,,0
9379704,,,0
9380285,,,0
9384893,,,0
9385753,,,0
9391686,,,0
9393316,,,0
9399364,,,0
9402812,,,0
9403363,,,0
9413303,,,0
9415541,,,0
9416458,,,0
9418745,,,0
9418747,,,0
9420075,,,0
9421539,,,0
9421546,,,0
9421548,,,0
9421550,,,0
9422303,,,0
9425564,,,0
9428873,,,0
9439090,,,0
9439144,,,0
9440601,,,0
9451390,,,0
9454324,,,0
9456462,,,0
9465453,,,0
9469922,,,0
9474712,,,0
9477149,,,0
9477415,,,0
9482676,,,0
9486835,,,0
9507708,,,0
9517707,,,0
9520224,,,0
9521031,,,0
9530548,,,0
9530793,,,0
9533986,,,0
9536450,,,0
9536455,,,0
9549249,,,0
9551295,,,0
9554227,,,0
9555604,,,0
9559604,,,0
9561971,,,0
9563286,,,0
9577009,,,0
9577999,,,0
9579301,,,0
9583778,,,0
9586938,,,0
9588381,,,0
9601619,,,0
9604821,,,0
9604822,,,0
9609295,,,0
9616449,,,0
9626033,,,0
9638387,,,0
9638896,,,0
9646650,,,0
9658742,,,0
9661093,,,0
9664750,,,0
9664777,,,0
9675538,,,0
9675625,,,0
9679720,,,0
9694522,,,0
9696455,,,0
9698713,,,0
9698950,,,0
9702441,,,0
9707226,,,0
9707903,,,0
9710049,,,0
9710050,,,0
9710418,,,0
9711203,,,0
9715216,,,1
9721583,,,0
9725075,,,0
9727726,,,0
9728828,,,0
9728835,,,0
9733291,,,0
9733319,,,0
9737222,,,0
9740864,,,0
9741072,,,0
9746861,,,0
9754515,,,0
9754848,,,0
9767063,,,0
9767068,,,0
9770888,,,0
9771822,,,0
9776462,,,0
9782207,,,0
9793699,,,0
9798291,,,0
9798839,,,0
9800274,,,0
9801004,,,0
9809091,,,0
9817340,,,0
9817541,,,0
9818845,,,0
9822403,,,0
9839825,,,0
9845860,,,0
9846401,,,0
9846777,,,0
9847055,,,0
9855662,,,0
9856611,,,0
9856698,,,0
9863900,,,0
9864137,,,0
9867730,,,0
9870579,,,0
9874016,,,0
9875627,,,0
9880287,,,0
9881735,,,0
9884682,,,0
9889744,,,0
9895073,,,0
9925232,,,0
9949245,,,0
9952057,,,0
9972382,,,0
9972386,,,0
9972984,,,0
9973149,,,0
