id,id_type,label_included
10.1186/s12864-018-4997-y,doi,0
10.1093/humrep/dez157,doi,0
10.3390/nu11081781,doi,0
10.3390/nu11020277,doi,0
10.1016/j.exger.2012.12.006,doi,0
10.1080/09291016.2019.1700328,doi,0
10.1038/ejcn.2015.195,doi,0
10.1200/JCO.2018.36.15-suppl.e14549,doi,0
10.1159/000363668,doi,0
10.1158/1538-7445.SABCS18-P1-15-20,doi,0
10.1158/0008-5472.Sabcs13-ot3-1-03,doi,0
10.1371/journal.pone.0209353,doi,0
10.1186/1476-9255-8-6,doi,0
10.1200/JCO.2018.36.15-suppl.TPS10132,doi,0
10.3390/nu11112601,doi,0
10.1258/000456302320314511,doi,0
10.1186/2251-6581-12-4,doi,0
10.1016/j.msard.2019.101393,doi,0
10.1016/j.nutres.2012.06.021,doi,0
10.1016/j.numecd.2019.05.026,doi,0
10.1177/1352458517731406,doi,0
10.1016/j.msard.2018.05.002,doi,0
10.1139/apnm-2019-0032,doi,0
10.1093/annonc/mdz063.086,doi,0
10.1016/j.orcp.2014.10.063,doi,0
10.1016/j.nut.2017.12.014,doi,0
10.21767/amj.2018.3485,doi,0
10.1093/rheumatology/kep726,doi,0
10.1210/jc.2012-2240,doi,0
10.1093/sleep/zsz067.035,doi,0
10.1592/phco.22.1.21.33506,doi,0
10.3390/nu11040873,doi,0
10.3390/nu10091245,doi,0
10.1152/japplphysiol.00846.2016,doi,0
10.1016/j.nut.2016.12.015,doi,0
10.1021/acs.jproteome.9b00090,doi,0
10.11124/jbisrir-2016-003248,doi,0
10.1111/obr.12593,doi,0
10.1158/0008-5472.Sabcs-506,doi,0
10.1007/s10549-017-4585-x,doi,0
10.1186/bcr2525,doi,0
10.1017/s0007114513000792,doi,0
10.1158/0008-5472.Sabcs11-p3-09-02,doi,0
10.1016/j.diabres.2018.12.013,doi,0
10.1016/s0016-5085(09)60282-1,doi,0
10.1097/01.hjh.0000523753.87770.90,doi,0
10.1016/j.orcp.2018.11.095,doi,0
10.3390/nu8060354,doi,0
10.1111/obr.12403,doi,0
10.3390/ijerph15061166,doi,0
10.1038/s41366-018-0247-2,doi,0
10.3390/ijerph16234877,doi,0
10.1016/j.clnu.2017.11.001,doi,0
10.1017/jns.2019.8,doi,0
10.1002/oby.20909,doi,0
10.1111/jgh.12736-5,doi,0
10.1016/s0735-1097(11)60498-1,doi,0
10.3945/ajcn.115.109553,doi,0
10.1016/j.numecd.2012.09.007,doi,0
10.1007/s12603-013-0344-9,doi,0
10.1111/obr.12400,doi,0
10.1002/oby.22449,doi,0
10.1291/hypres.27.141,doi,0
10.3390/nu11061234,doi,0
10.3233/mnm-180257,doi,0
10.1111/obr.12149,doi,0
10.1111/obr.12151,doi,0
10.1093/ajcn/nqz330,doi,0
10.1002/osp4.367,doi,0
10.1177/0260106019841452,doi,0
10.1111/1471-0528.15187,doi,0
10.5455/njppp.2018.8.0413020042018,doi,0
10.1016/j.nut.2018.07.003,doi,0
10.1007/s00125-018-4693-0,doi,0
10.1111/cob.12052,doi,0
10.1016/j.nut.2017.08.004,doi,0
10.1016/j.nut.2019.110701,doi,0
10.2337/db13-680-858,doi,0
10.1093/hmg/ddy057,doi,0
10.1159/000188329,doi,0
10.1186/1475-2891-9-35,doi,0
10.1186/1475-2891-11-98,doi,0
10.1038/nutd.2013.14,doi,0
10.1016/j.metabol.2012.07.002,doi,0
10.1038/ejcn.2013.83,doi,0
10.1053/gast.1996.v110.pm8536873,doi,0
10.1186/1743-7075-9-98,doi,0
10.1177/0260106017753487,doi,0
10.1183/13993003.congress2015.PA2272,doi,0
10.1080/07315724.2019.1691954,doi,0
10.1111/jgs.16120,doi,0
10.1016/j.appet.2018.11.017,doi,0
10.1055/s-0043-101700,doi,0
10.1016/j.molmet.2018.01.008,doi,0
10.1016/j.orcp.2019.11.005,doi,0
10.1016/j.orcp.2019.07.001,doi,0
10.1016/j.nut.2019.03.015,doi,0
10.1111/obr.12150,doi,0
10.1016/j.neurol.2010.01.016,doi,0
10.1016/j.aimed.2019.03.415,doi,0
10.1007/s11154-019-09524-w,doi,0
10.1158/1538-7445.Sabcs15-p3-09-01,doi,0
10.3233/jpd-130335,doi,0
10.1016/j.arr.2016.10.005,doi,0
10.1016/j.appet.2019.104411,doi,0
10.1111/dme.12091_1,doi,0
10.1159/000357765,doi,0
10.1016/j.numecd.2018.07.009,doi,0
10.1055/s-2005-923435,doi,0
10.1038/sj.jp.7211221,doi,0
10.1007/s11940-018-0494-5,doi,0
10.3233/mnm-190331,doi,0
10.1080/17461391.2018.1438520,doi,0
10.1016/j.obmed.2018.11.001,doi,0
10.3109/14767051003802503,doi,0
10.3390/nu11061386,doi,0
10.1016/j.numecd.2019.02.004,doi,0
10.1016/j.ekir.2019.05.1131,doi,0
10.1016/j.orcp.2018.11.028,doi,0
10.1016/j.ctim.2019.08.021,doi,0
10.1111/cts.12171,doi,0
10.1016/j.clnu.2019.07.014,doi,0
10.1002/bdd.2176,doi,0
10.1002/oby.22518,doi,0
10.1055/s-0033-1353216,doi,0
10.1007/s12325-019-01148-5,doi,0
10.1007/s11657-019-0625-y,doi,0
10.1519/jsc.0000000000000624,doi,0
10.3390/nu11102442,doi,0
10.1159/000197108,doi,0
10.3390/nu11123064,doi,0
10.1111/obr.12787,doi,0
10.1016/j.clnesp.2018.01.002,doi,0
10.1152/ajpheart.00734.2017,doi,0
10.1007/s00125-012-2738-3,doi,0
10.1177/1557988316643292,doi,0
10.3233/bpl-190083,doi,0
10.3945/ajcn.2008.27327,doi,0
10.3945/an.114.007518,doi,0
10.1080/09291016.2013.787759,doi,0
10.1016/j.cmet.2019.07.016,doi,0
10.1055/s-0039-1688334,doi,0
10.1016/j.numecd.2018.03.009,doi,0
10.1038/s41430-018-0370-0,doi,0
10.1186/s12889-015-2205-4,doi,0
10.1186/s13063-018-2451-8,doi,0
10.3109/13685538.2013.832191,doi,0
10.1017/s0007114518001873,doi,0
10.1080/17461391.2016.1223173,doi,0
10.2217/fca-2017-0038,doi,0
10.1093/ajcn/nqz126,doi,0
10.1172/jci83260,doi,0
10.1016/j.clnu.2017.11.018,doi,0
10.1007/s12325-018-0746-5,doi,0
10.1186/s13054-019-2358-0,doi,0
10.1007/s10654-013-9820-0,doi,0
10.1097/gme.0000000000000783,doi,0
10.1097/mco.0000000000000291,doi,0
10.3945/ajcn.2009.28380,doi,0
10.1038/oby.2011.226,doi,0
10.1186/1476-511x-10-119,doi,0
10.1186/1475-2891-12-146,doi,0
10.1017/s0007114510003788,doi,0
10.1038/srep07561,doi,0
10.1016/j.orcp.2015.08.020,doi,0
10.1016/j.cllc.2018.12.011,doi,0
10.3390/nu11112754,doi,0
10.3390/nu11020246,doi,0
10.1089/rej.2014.1624,doi,0
10.1126/scitranslmed.aai8700,doi,0
10.1161/circ.139.suppl_1.P288,doi,0
10.1159/000170924,doi,0
10.1111/j.1467-789X.2011.00888.x,doi,0
10.1177/1557988317734131,doi,0
10.26402/jpp.2018.5.02,doi,0
10.3389/fphys.2016.00350,doi,0
10.1155/2020/1281792,doi,0
10.1007/s11695-020-04505-4,doi,0
10.3390/cells9030640,doi,0
10.3390/nu8080476,doi,0
10.3390/nu12082173,doi,0
10.36660/abc.20190349,doi,0
10.1038/s41430-020-00740-1,doi,0
10.1016/j.diabres.2019.03.022,doi,0
10.1002/oby.22756,doi,0
10.1016/j.cmet.2020.06.018,doi,0
10.1038/s41467-020-16138-3,doi,0
10.1590/0047-2085000000245,doi,0
10.1016/j.clnu.2020.06.036,doi,0
10.1038/s41467-020-16243-3,doi,0
10.1136/heartjnl-2020-BCS.67,doi,0
10.1093/advances/nmaa006,doi,0
10.3390/ijerph17114138,doi,0
10.1016/j.amjmed.2020.03.030,doi,0
10.4158/ep-2019-0505,doi,0
10.3760/cma.j.issn.1674-635X.2019.05.009,doi,0
10.3390/nu12041035,doi,0
10.3390/nu11020478,doi,0
10.1007/s10549-019-05514-3,doi,0
10.1016/j.appet.2020.104719,doi,0
10.1161/circ.140.suppl_1.17079,doi,0
10.1093/ajcn/nqaa192,doi,0
10.3390/medicina56080396,doi,0
10.1245/s10434-018-6625-0,doi,0
10.1080/09637486.2020.1787959,doi,0
10.3390/nu12030638,doi,0
10.1016/j.ejca.2020.07.026,doi,0
10.3390/nu12030874,doi,0
10.1038/sj.ejcn.1601899,doi,0
10.1080/2162402x.2019.1591878,doi,0
10.1590/1806-9282.66.2.222,doi,0
10.1038/s41467-020-18412-w,doi,0
10.1002/jclp.22971,doi,0
10.1016/j.nut.2020.110801,doi,0
10.1016/j.ekir.2020.02.171,doi,0
10.3945/jn.115.217976,doi,0
10.3390/nu12092644,doi,0
10.3920/bm2019.0039,doi,0
10.1016/j.metabol.2020.154336,doi,0
10.3390/nu12020505,doi,0
10.1016/j.nut.2020.110796,doi,0
10.1136/bmjopen-2020-037166,doi,0
10.1111/dom.14080,doi,0
10.1080/1028415x.2020.1733813,doi,0
10.1016/j.msard.2020.102149,doi,0
10.1016/s0016-5085(20)34229-3,doi,0
10.4103/ijem.IJEM_601_19,doi,0
10.1080/10408398.2020.1819768,doi,0
10.1016/j.cct.2016.09.004,doi,0
10.1007/s11428-020-00666-z,doi,0
10.1016/j.cmet.2020.02.011,doi,0
10.1038/s41591-020-1030-1,doi,0
10.1016/j.orcp.2020.01.005,doi,0
10.1017/s0007114517003907,doi,0
10.3399/bjgp20X711173,doi,0
10.1186/s12902-020-00576-7,doi,0
10.1186/s13054-020-02987-3,doi,0
10.1016/j.annonc.2020.03.246,doi,0
10.1089/met.2020.0048,doi,0
10.1093/neuonc/noz126.043,doi,0
10.1016/j.ijrobp.2020.06.021,doi,0
10.1016/j.nut.2020.110974,doi,0
10.1002/joa3.12432,doi,0
10.1016/j.nut.2020.110797,doi,0
10.1002/oby.22775,doi,0
10.1016/j.physbeh.2020.113090,doi,0
10.3390/ijerph17155600,doi,0
