doi,pmid,openalex_id,label_included,method
https://doi.org/10.1002/food.19890330515,https://pubmed.ncbi.nlm.nih.gov/2788818,https://openalex.org/W2068396139,0,id_retrieval_pmid
https://doi.org/10.1111/j.1460-9568.2008.06401.x,https://pubmed.ncbi.nlm.nih.gov/18691332,https://openalex.org/W2033673485,0,id_retrieval_pmid
https://doi.org/10.1016/j.physbeh.2005.01.005,https://pubmed.ncbi.nlm.nih.gov/15811385,https://openalex.org/W2065372738,0,id_retrieval_pmid
https://doi.org/10.1016/s0006-8993(02)03772-1,https://pubmed.ncbi.nlm.nih.gov/12468026,https://openalex.org/W2034556970,1,id_retrieval_pmid
https://doi.org/10.1016/0010-4035(71)90011-5,https://pubmed.ncbi.nlm.nih.gov/4353988,https://openalex.org/W1978271202,0,id_retrieval_pmid
,https://pubmed.ncbi.nlm.nih.gov/5360666,,0,
https://doi.org/10.1016/0005-2728(68)90147-3,https://pubmed.ncbi.nlm.nih.gov/4170447,https://openalex.org/W4239156926,0,id_retrieval_pmid
https://doi.org/10.1016/j.brainres.2014.10.055,https://pubmed.ncbi.nlm.nih.gov/25451113,https://openalex.org/W2088034141,1,id_retrieval_pmid
https://doi.org/10.1016/0304-4165(68)90214-6,https://pubmed.ncbi.nlm.nih.gov/5737930,https://openalex.org/W2045999921,0,id_retrieval_pmid
https://doi.org/10.1016/j.jcpa.2013.01.008,https://pubmed.ncbi.nlm.nih.gov/23582929,https://openalex.org/W2022989760,0,id_retrieval_pmid
,,,0,
,https://pubmed.ncbi.nlm.nih.gov/15806971,https://openalex.org/W2364550161,0,id_retrieval_pmid
,https://pubmed.ncbi.nlm.nih.gov/156933,https://openalex.org/W2409299694,0,id_retrieval_pmid
https://doi.org/10.1152/japplphysiol.01371.2009,https://pubmed.ncbi.nlm.nih.gov/20133428,https://openalex.org/W2061850743,0,id_retrieval_pmid
https://doi.org/10.1016/0006-8993(81)90068-8,https://pubmed.ncbi.nlm.nih.gov/6784887,https://openalex.org/W1971378711,0,id_retrieval_pmid
https://doi.org/10.1093/omcr/omv024,https://pubmed.ncbi.nlm.nih.gov/26634135,https://openalex.org/W2142103134,0,id_retrieval_pmid
https://doi.org/10.1002/ajpa.21328,https://pubmed.ncbi.nlm.nih.gov/20949610,https://openalex.org/W2116619300,0,id_retrieval_pmid
https://doi.org/10.1016/s0006-8993(03)02577-0,https://pubmed.ncbi.nlm.nih.gov/12763616,https://openalex.org/W1991563210,1,id_retrieval_pmid
https://doi.org/10.1016/j.neures.2008.06.002,https://pubmed.ncbi.nlm.nih.gov/18602428,https://openalex.org/W1995470858,0,id_retrieval_pmid
https://doi.org/10.1016/0091-3057(87)90140-7,https://pubmed.ncbi.nlm.nih.gov/3575361,https://openalex.org/W2045411763,0,id_retrieval_pmid
https://doi.org/10.1034/j.1399-6576.2001.450919.x,https://pubmed.ncbi.nlm.nih.gov/11683670,https://openalex.org/W2082785573,0,id_retrieval_pmid
https://doi.org/10.1089/08977150252932406,https://pubmed.ncbi.nlm.nih.gov/11990351,https://openalex.org/W2088336015,0,id_retrieval_pmid
,https://pubmed.ncbi.nlm.nih.gov/26590347,,0,
https://doi.org/10.1093/cercor/bhp184,https://pubmed.ncbi.nlm.nih.gov/19903765,https://openalex.org/W2170006311,0,id_retrieval_pmid
https://doi.org/10.1042/bj1480447,https://pubmed.ncbi.nlm.nih.gov/173282,https://openalex.org/W2344486621,0,id_retrieval_pmid
https://doi.org/10.1152/jn.1994.72.2.890,https://pubmed.ncbi.nlm.nih.gov/7983544,https://openalex.org/W2437269401,0,id_retrieval_pmid
https://doi.org/10.1016/s0924-977x(11)70249-8,,https://openalex.org/W2083256584,0,id_retrieval_doi
https://doi.org/10.1007/bf01990208,https://pubmed.ncbi.nlm.nih.gov/6299,https://openalex.org/W1991565148,0,id_retrieval_pmid
https://doi.org/10.1152/jappl.1999.86.3.993,https://pubmed.ncbi.nlm.nih.gov/10066715,https://openalex.org/W2298419517,0,id_retrieval_pmid
https://doi.org/10.1016/0024-3205(92)90001-6,,https://openalex.org/W2014039042,0,search_title
https://doi.org/10.1152/jn.00365.2002,https://pubmed.ncbi.nlm.nih.gov/12466430,https://openalex.org/W2000457183,0,id_retrieval_pmid
https://doi.org/10.1016/0014-2999(88)90052-0,https://pubmed.ncbi.nlm.nih.gov/2899512,https://openalex.org/W2087093946,0,id_retrieval_pmid
https://doi.org/10.3389/fendo.2013.00190,https://pubmed.ncbi.nlm.nih.gov/24379803,https://openalex.org/W2102713298,0,id_retrieval_pmid
,https://pubmed.ncbi.nlm.nih.gov/14057140,https://openalex.org/W640687008,0,id_retrieval_pmid
https://doi.org/10.1016/0006-8993(89)90585-4,https://pubmed.ncbi.nlm.nih.gov/2720421,https://openalex.org/W2037245181,0,id_retrieval_pmid
https://doi.org/10.1016/0014-2999(93)90362-l,https://pubmed.ncbi.nlm.nih.gov/8386086,https://openalex.org/W2053623929,0,id_retrieval_pmid
,https://pubmed.ncbi.nlm.nih.gov/4667356,https://openalex.org/W2470791774,0,id_retrieval_pmid
https://doi.org/10.1152/ajpregu.00317.2004,https://pubmed.ncbi.nlm.nih.gov/15242827,https://openalex.org/W2078829960,0,id_retrieval_pmid
https://doi.org/10.1111/j.1476-5381.1979.tb17339.x,https://pubmed.ncbi.nlm.nih.gov/760885,https://openalex.org/W2078146926,0,id_retrieval_pmid
,https://pubmed.ncbi.nlm.nih.gov/1751614,https://openalex.org/W2473809047,0,id_retrieval_pmid
,https://pubmed.ncbi.nlm.nih.gov/598875,https://openalex.org/W2410471063,0,id_retrieval_pmid
https://doi.org/10.1016/0091-3057(75)90175-6,https://pubmed.ncbi.nlm.nih.gov/1103159,https://openalex.org/W2055675663,0,id_retrieval_pmid
,https://pubmed.ncbi.nlm.nih.gov/15895493,https://openalex.org/W4291991160,0,id_retrieval_pmid
https://doi.org/10.1111/j.1476-5381.1978.tb07802.x,https://pubmed.ncbi.nlm.nih.gov/27281,https://openalex.org/W2046905406,0,id_retrieval_pmid
https://doi.org/10.1016/j.bbr.2006.06.038,https://pubmed.ncbi.nlm.nih.gov/16904763,https://openalex.org/W2039502108,1,id_retrieval_pmid
https://doi.org/10.1016/s0090-6980(75)80044-x,https://pubmed.ncbi.nlm.nih.gov/1239793,https://openalex.org/W1998766499,0,id_retrieval_pmid
https://doi.org/10.1016/s0091-6773(77)90864-1,https://pubmed.ncbi.nlm.nih.gov/901360,https://openalex.org/W2015992483,0,id_retrieval_pmid
,,,0,
,,https://openalex.org/W2161753516,0,search_title
https://doi.org/10.1016/0006-3223(92)90118-j,https://pubmed.ncbi.nlm.nih.gov/1386257,https://openalex.org/W2054879566,1,id_retrieval_pmid
https://doi.org/10.1016/j.burns.2009.04.029,https://pubmed.ncbi.nlm.nih.gov/19695784,https://openalex.org/W2146987077,0,id_retrieval_doi
https://doi.org/10.1016/j.brainresbull.2011.06.013,https://pubmed.ncbi.nlm.nih.gov/21745548,https://openalex.org/W2028939054,0,id_retrieval_pmid
https://doi.org/10.1097/00006123-198412000-00029,https://pubmed.ncbi.nlm.nih.gov/6096760,https://openalex.org/W2047300440,0,id_retrieval_pmid
https://doi.org/10.1016/s0306-4522(01)00405-5,https://pubmed.ncbi.nlm.nih.gov/11738133,https://openalex.org/W1978718459,0,id_retrieval_pmid
,https://pubmed.ncbi.nlm.nih.gov/6110396,https://openalex.org/W2396630259,0,id_retrieval_pmid
https://doi.org/10.1016/0014-2999(93)90951-d,https://pubmed.ncbi.nlm.nih.gov/8482324,https://openalex.org/W2085853985,0,id_retrieval_pmid
https://doi.org/10.1016/j.neuron.2010.05.003,https://pubmed.ncbi.nlm.nih.gov/20547133,https://openalex.org/W2046496537,0,id_retrieval_pmid
https://doi.org/10.1016/j.gerinurse.2011.12.005,https://pubmed.ncbi.nlm.nih.gov/22321806,https://openalex.org/W2077392501,0,id_retrieval_pmid
,https://pubmed.ncbi.nlm.nih.gov/5113505,https://openalex.org/W2082027613,0,id_retrieval_pmid
,https://pubmed.ncbi.nlm.nih.gov/4371671,https://openalex.org/W1865964546,0,id_retrieval_pmid
,https://pubmed.ncbi.nlm.nih.gov/5403605,https://openalex.org/W2461195697,0,id_retrieval_pmid
https://doi.org/10.1038/npp.2015.326,https://pubmed.ncbi.nlm.nih.gov/26632287,https://openalex.org/W4231942457,0,id_retrieval_doi
,https://pubmed.ncbi.nlm.nih.gov/2697692,https://openalex.org/W2410639483,0,id_retrieval_pmid
https://doi.org/10.3168/jds.s0022-0302(85)80795-5,https://pubmed.ncbi.nlm.nih.gov/2984271,https://openalex.org/W1995972324,0,id_retrieval_pmid
https://doi.org/10.1016/0304-3940(83)90378-6,https://pubmed.ncbi.nlm.nih.gov/6138735,https://openalex.org/W2030566544,0,id_retrieval_pmid
https://doi.org/10.1016/s0008-6363(97)00253-8,https://pubmed.ncbi.nlm.nih.gov/9614507,https://openalex.org/W2056941133,0,id_retrieval_pmid
https://doi.org/10.1053/jfms.2000.0082,https://pubmed.ncbi.nlm.nih.gov/11716604,https://openalex.org/W2081548609,0,id_retrieval_pmid
https://doi.org/10.1007/bf01997616,https://pubmed.ncbi.nlm.nih.gov/2085140,https://openalex.org/W1995347243,0,id_retrieval_pmid
https://doi.org/10.1016/0024-3205(75)90515-9,https://pubmed.ncbi.nlm.nih.gov/1160500,https://openalex.org/W2052973712,0,id_retrieval_pmid
https://doi.org/10.1042/cs0770651,https://pubmed.ncbi.nlm.nih.gov/2514062,https://openalex.org/W2413405440,0,id_retrieval_pmid
https://doi.org/10.1016/0306-4522(91)90275-s,https://pubmed.ncbi.nlm.nih.gov/1775237,https://openalex.org/W1996328680,0,id_retrieval_pmid
https://doi.org/10.1016/j.brainres.2007.11.027,https://pubmed.ncbi.nlm.nih.gov/18164281,https://openalex.org/W2049431458,1,id_retrieval_pmid
https://doi.org/10.1016/j.neuropharm.2015.08.026,https://pubmed.ncbi.nlm.nih.gov/26297535,https://openalex.org/W1136508987,1,id_retrieval_pmid
https://doi.org/10.1242/jeb.84.1.227,https://pubmed.ncbi.nlm.nih.gov/6245165,https://openalex.org/W1945292634,0,id_retrieval_pmid
https://doi.org/10.1016/s0090-6980(75)80010-4,https://pubmed.ncbi.nlm.nih.gov/1197792,https://openalex.org/W2054640839,0,id_retrieval_pmid
https://doi.org/10.1016/s0022-5223(96)70445-2,https://pubmed.ncbi.nlm.nih.gov/8583809,https://openalex.org/W1969078552,0,id_retrieval_pmid
https://doi.org/10.1016/s0924-977x(97)00051-5,https://pubmed.ncbi.nlm.nih.gov/9619687,https://openalex.org/W2059567546,0,id_retrieval_pmid
https://doi.org/10.1111/j.1420-9101.2007.01363.x,https://pubmed.ncbi.nlm.nih.gov/17714315,https://openalex.org/W1494131393,0,id_retrieval_pmid
https://doi.org/10.1111/j.1476-5381.1979.tb17341.x,https://pubmed.ncbi.nlm.nih.gov/32943,https://openalex.org/W2067118029,0,id_retrieval_pmid
https://doi.org/10.1002/cne.20360,https://pubmed.ncbi.nlm.nih.gov/15611993,https://openalex.org/W2063693395,0,id_retrieval_pmid
,https://pubmed.ncbi.nlm.nih.gov/1120965,https://openalex.org/W2260029760,0,id_retrieval_pmid
,,https://openalex.org/W2409708689,0,search_title
https://doi.org/10.5713/ajas.2011.11315,https://pubmed.ncbi.nlm.nih.gov/25049566,https://openalex.org/W1967691531,0,id_retrieval_pmid
https://doi.org/10.1371/journal.pone.0105307,https://pubmed.ncbi.nlm.nih.gov/25157984,https://openalex.org/W2090348793,0,id_retrieval_pmid
https://doi.org/10.1038/mp.2012.57,https://pubmed.ncbi.nlm.nih.gov/22641180,https://openalex.org/W2011355421,0,id_retrieval_pmid
https://doi.org/10.1093/cercor/13.2.123,https://pubmed.ncbi.nlm.nih.gov/12507943,https://openalex.org/W2156469669,0,id_retrieval_pmid
https://doi.org/10.1016/j.neuroscience.2009.08.075,https://pubmed.ncbi.nlm.nih.gov/19748551,https://openalex.org/W1973041420,0,id_retrieval_pmid
https://doi.org/10.1210/endo-89-1-112,https://pubmed.ncbi.nlm.nih.gov/5089656,https://openalex.org/W2005311770,0,id_retrieval_pmid
https://doi.org/10.1111/j.1399-6576.1995.tb04221.x,https://pubmed.ncbi.nlm.nih.gov/8607301,https://openalex.org/W1974942116,0,id_retrieval_pmid
https://doi.org/10.1002/jps.2600621134,https://pubmed.ncbi.nlm.nih.gov/4271307,https://openalex.org/W2088715994,0,id_retrieval_pmid
,https://pubmed.ncbi.nlm.nih.gov/21870364,https://openalex.org/W2396229990,0,id_retrieval_pmid
https://doi.org/10.1016/j.neulet.2015.10.023,https://pubmed.ncbi.nlm.nih.gov/26472709,https://openalex.org/W2181277438,1,id_retrieval_doi
,https://pubmed.ncbi.nlm.nih.gov/1191769,https://openalex.org/W4290112001,0,id_retrieval_pmid
https://doi.org/10.1124/jpet.106.104166,https://pubmed.ncbi.nlm.nih.gov/16690723,https://openalex.org/W2078790407,0,id_retrieval_pmid
https://doi.org/10.1007/bf00585941,https://pubmed.ncbi.nlm.nih.gov/8058475,https://openalex.org/W2002221710,0,id_retrieval_pmid
https://doi.org/10.1523/jneurosci.23-19-07311.2003,https://pubmed.ncbi.nlm.nih.gov/12917364,https://openalex.org/W2146918064,1,id_retrieval_pmid
,https://pubmed.ncbi.nlm.nih.gov/9342937,https://openalex.org/W1976975148,0,id_retrieval_pmid
https://doi.org/10.1016/s0006-8993(02)02461-7,https://pubmed.ncbi.nlm.nih.gov/12020859,https://openalex.org/W2094078013,1,id_retrieval_doi
https://doi.org/10.1113/jphysiol.1994.sp020149,https://pubmed.ncbi.nlm.nih.gov/8057256,https://openalex.org/W2160408886,0,id_retrieval_pmid
https://doi.org/10.1152/jn.1986.56.2.424,https://pubmed.ncbi.nlm.nih.gov/3760929,https://openalex.org/W2293805976,0,id_retrieval_pmid
https://doi.org/10.1016/s0306-4530(97)00052-8,https://pubmed.ncbi.nlm.nih.gov/9373882,https://openalex.org/W2087504641,1,id_retrieval_pmid
https://doi.org/10.1631/jzus.b1000316,https://pubmed.ncbi.nlm.nih.gov/21887845,https://openalex.org/W1969510398,0,id_retrieval_pmid
https://doi.org/10.1016/s0006-8993(01)02775-5,https://pubmed.ncbi.nlm.nih.gov/11578599,https://openalex.org/W2006856101,0,id_retrieval_pmid
https://doi.org/10.1016/j.neuron.2004.12.023,https://pubmed.ncbi.nlm.nih.gov/15629704,https://openalex.org/W1967271803,0,id_retrieval_pmid
https://doi.org/10.1016/0304-3940(96)12639-2,https://pubmed.ncbi.nlm.nih.gov/8736637,https://openalex.org/W2075384196,0,id_retrieval_pmid
https://doi.org/10.1016/0016-5085(90)91153-w,https://pubmed.ncbi.nlm.nih.gov/1976561,https://openalex.org/W1944323946,0,id_retrieval_pmid
https://doi.org/10.1111/j.1399-6576.1966.tb00988.x,https://pubmed.ncbi.nlm.nih.gov/4388360,https://openalex.org/W2054887220,0,id_retrieval_pmid
https://doi.org/10.1083/jcb.112.1.95,https://pubmed.ncbi.nlm.nih.gov/1702444,https://openalex.org/W2126913416,0,id_retrieval_pmid
https://doi.org/10.1213/00000539-199107000-00014,https://pubmed.ncbi.nlm.nih.gov/1713427,https://openalex.org/W2061781266,0,id_retrieval_pmid
https://doi.org/10.1111/j.1528-1157.1984.tb04181.x,https://pubmed.ncbi.nlm.nih.gov/6538480,https://openalex.org/W2156882432,0,id_retrieval_pmid
https://doi.org/10.1159/000175579,https://pubmed.ncbi.nlm.nih.gov/1178145,https://openalex.org/W2025625709,0,id_retrieval_pmid
,https://pubmed.ncbi.nlm.nih.gov/3452458,https://openalex.org/W2252660366,0,id_retrieval_pmid
,https://pubmed.ncbi.nlm.nih.gov/1681433,https://openalex.org/W2422328572,0,id_retrieval_pmid
,https://pubmed.ncbi.nlm.nih.gov/6248144,https://openalex.org/W2440923980,0,id_retrieval_pmid
https://doi.org/10.1016/0306-4530(90)90060-m,https://pubmed.ncbi.nlm.nih.gov/2129310,https://openalex.org/W2091035975,1,id_retrieval_pmid
https://doi.org/10.1172/jci107221,https://pubmed.ncbi.nlm.nih.gov/4685084,https://openalex.org/W2096300153,0,id_retrieval_pmid
https://doi.org/10.1182/blood-2010-06-292391,,https://openalex.org/W1967091196,0,search_title
,https://pubmed.ncbi.nlm.nih.gov/581976,https://openalex.org/W2415555572,0,id_retrieval_pmid
https://doi.org/10.1111/j.2047-2927.2013.00159.x,https://pubmed.ncbi.nlm.nih.gov/24249651,https://openalex.org/W2016229586,0,id_retrieval_pmid
https://doi.org/10.1007/s00726-008-0191-x,https://pubmed.ncbi.nlm.nih.gov/18953681,https://openalex.org/W2049768067,0,id_retrieval_doi
https://doi.org/10.1097/00001756-199503000-00024,https://pubmed.ncbi.nlm.nih.gov/7605927,https://openalex.org/W2062926328,1,id_retrieval_pmid
https://doi.org/10.1152/japplphysiol.01269.2011,https://pubmed.ncbi.nlm.nih.gov/22362402,https://openalex.org/W2126841723,0,id_retrieval_pmid
https://doi.org/10.3181/00379727-131-33914,https://pubmed.ncbi.nlm.nih.gov/4306807,https://openalex.org/W2331079359,0,id_retrieval_pmid
https://doi.org/10.1016/0008-8749(78)90057-6,https://pubmed.ncbi.nlm.nih.gov/209901,https://openalex.org/W2312525053,0,id_retrieval_pmid
https://doi.org/10.1007/s00213-007-0993-7,https://pubmed.ncbi.nlm.nih.gov/17992518,https://openalex.org/W2035132074,0,id_retrieval_pmid
https://doi.org/10.1097/00001756-199806220-00033,https://pubmed.ncbi.nlm.nih.gov/9674599,https://openalex.org/W2068826499,0,id_retrieval_pmid
https://doi.org/10.1097/00004647-199601000-00015,https://pubmed.ncbi.nlm.nih.gov/8530545,https://openalex.org/W2011869479,0,id_retrieval_pmid
https://doi.org/10.1053/jcpt.1996.0211,https://pubmed.ncbi.nlm.nih.gov/10684419,https://openalex.org/W2471137120,0,id_retrieval_pmid
,https://pubmed.ncbi.nlm.nih.gov/4413187,https://openalex.org/W2464487234,0,id_retrieval_pmid
https://doi.org/10.1038/mp.2010.131,https://pubmed.ncbi.nlm.nih.gov/21242991,https://openalex.org/W2058287142,1,id_retrieval_pmid
https://doi.org/10.2131/jts.17.supplementiv_201,https://pubmed.ncbi.nlm.nih.gov/1296024,https://openalex.org/W2324348364,0,id_retrieval_pmid
https://doi.org/10.1155/2015/794729,https://pubmed.ncbi.nlm.nih.gov/25648520,https://openalex.org/W2057960834,0,id_retrieval_pmid
https://doi.org/10.1111/j.1365-3083.1974.tb01290.x,https://pubmed.ncbi.nlm.nih.gov/4607940,https://openalex.org/W1993970985,0,id_retrieval_pmid
https://doi.org/10.1177/0333102413515344,https://pubmed.ncbi.nlm.nih.gov/24335852,https://openalex.org/W2163486949,0,id_retrieval_pmid
,https://pubmed.ncbi.nlm.nih.gov/2608326,https://openalex.org/W2402646946,0,id_retrieval_pmid
https://doi.org/10.1016/j.euroneuro.2009.06.009,https://pubmed.ncbi.nlm.nih.gov/19577438,https://openalex.org/W2015349376,0,id_retrieval_pmid
https://doi.org/10.33549/physiolres.932314,https://pubmed.ncbi.nlm.nih.gov/22670693,https://openalex.org/W2188963259,0,id_retrieval_pmid
https://doi.org/10.1159/000124081,https://pubmed.ncbi.nlm.nih.gov/3921860,https://openalex.org/W1987477231,0,id_retrieval_pmid
https://doi.org/10.1016/0006-2952(75)90054-4,https://pubmed.ncbi.nlm.nih.gov/1212268,https://openalex.org/W2066533389,0,id_retrieval_pmid
,https://pubmed.ncbi.nlm.nih.gov/2821638,https://openalex.org/W2418659697,0,id_retrieval_pmid
https://doi.org/10.1016/0092-8674(74)90122-6,https://pubmed.ncbi.nlm.nih.gov/4473272,https://openalex.org/W1999144340,0,id_retrieval_pmid
https://doi.org/10.1016/j.biopsych.2005.02.010,https://pubmed.ncbi.nlm.nih.gov/15866557,https://openalex.org/W2010945173,0,id_retrieval_pmid
https://doi.org/10.1007/bf02424449,https://pubmed.ncbi.nlm.nih.gov/8375666,https://openalex.org/W1988018151,0,id_retrieval_pmid
,,,1,
https://doi.org/10.1016/j.biopsych.2011.03.031,,https://openalex.org/W4300397101,0,id_retrieval_doi
https://doi.org/10.1007/bf02245180,https://pubmed.ncbi.nlm.nih.gov/7753960,https://openalex.org/W2035167426,0,id_retrieval_pmid
,,https://openalex.org/W2466278180,1,search_title
https://doi.org/10.1095/biolreprod29.4.938,https://pubmed.ncbi.nlm.nih.gov/6640042,https://openalex.org/W2142029612,0,id_retrieval_pmid
https://doi.org/10.1016/0091-3057(91)90142-o,https://pubmed.ncbi.nlm.nih.gov/1686102,https://openalex.org/W2001445635,0,id_retrieval_pmid
https://doi.org/10.1152/jn.1997.77.4.2209,https://pubmed.ncbi.nlm.nih.gov/9114268,https://openalex.org/W2440975384,0,id_retrieval_pmid
https://doi.org/10.1016/j.jad.2010.02.111,https://pubmed.ncbi.nlm.nih.gov/20299106,https://openalex.org/W2012799874,0,id_retrieval_doi
https://doi.org/10.1111/j.1460-9568.1993.tb00923.x,https://pubmed.ncbi.nlm.nih.gov/8275236,https://openalex.org/W2136726936,0,id_retrieval_pmid
https://doi.org/10.1016/j.bbr.2014.07.039,https://pubmed.ncbi.nlm.nih.gov/25092571,https://openalex.org/W2046796618,1,id_retrieval_pmid
https://doi.org/10.1016/0223-5234(94)90197-x,,https://openalex.org/W2065630013,0,id_retrieval_doi
,https://pubmed.ncbi.nlm.nih.gov/42297,https://openalex.org/W2439228072,0,id_retrieval_pmid
https://doi.org/10.1016/0091-3057(81)90248-3,https://pubmed.ncbi.nlm.nih.gov/7193886,https://openalex.org/W2017062718,0,id_retrieval_pmid
https://doi.org/10.1023/a:1022010707704,https://pubmed.ncbi.nlm.nih.gov/12625403,https://openalex.org/W2002122253,0,id_retrieval_pmid
https://doi.org/10.1523/jneurosci.1729-07.2008,https://pubmed.ncbi.nlm.nih.gov/18171931,https://openalex.org/W2067144876,0,id_retrieval_pmid
https://doi.org/10.1016/0009-2797(80)90078-2,https://pubmed.ncbi.nlm.nih.gov/6253089,https://openalex.org/W2059301316,0,id_retrieval_pmid
https://doi.org/10.1111/jeb.12600,https://pubmed.ncbi.nlm.nih.gov/25661713,https://openalex.org/W2065024133,0,id_retrieval_pmid
https://doi.org/10.1016/0304-3940(92)90316-y,https://pubmed.ncbi.nlm.nih.gov/1320750,https://openalex.org/W2057044780,0,id_retrieval_pmid
https://doi.org/10.1523/jneurosci.18-09-03416.1998,https://pubmed.ncbi.nlm.nih.gov/9547248,https://openalex.org/W2165192296,0,id_retrieval_pmid
https://doi.org/10.1109/embc.2012.6346191,https://pubmed.ncbi.nlm.nih.gov/23366152,https://openalex.org/W1967081560,0,id_retrieval_pmid
https://doi.org/10.1111/j.1471-4159.2012.07849.x,,https://openalex.org/W4246547321,0,id_retrieval_doi
,https://pubmed.ncbi.nlm.nih.gov/8832908,https://openalex.org/W2414568298,0,id_retrieval_pmid
https://doi.org/10.1038/508296a,https://pubmed.ncbi.nlm.nih.gov/24740043,https://openalex.org/W2067647827,0,id_retrieval_pmid
https://doi.org/10.1152/jn.1995.74.5.2150,https://pubmed.ncbi.nlm.nih.gov/8592203,https://openalex.org/W1952600154,0,id_retrieval_pmid
https://doi.org/10.1016/s0166-4328(02)00243-7,https://pubmed.ncbi.nlm.nih.gov/12527452,https://openalex.org/W2153964101,0,id_retrieval_pmid
https://doi.org/10.2190/om.64.2.b,https://pubmed.ncbi.nlm.nih.gov/22375348,https://openalex.org/W2055957252,0,id_retrieval_pmid
https://doi.org/10.1071/bi9790561,https://pubmed.ncbi.nlm.nih.gov/232981,https://openalex.org/W2433368754,0,id_retrieval_pmid
https://doi.org/10.3171/jns.1996.85.3.0476,https://pubmed.ncbi.nlm.nih.gov/8751635,https://openalex.org/W2145126747,0,id_retrieval_pmid
https://doi.org/10.1016/s0022-3956(98)00006-5,https://pubmed.ncbi.nlm.nih.gov/9694002,https://openalex.org/W2006287063,0,id_retrieval_pmid
https://doi.org/10.1248/yakushi.122.995,https://pubmed.ncbi.nlm.nih.gov/12440157,https://openalex.org/W2120261860,0,id_retrieval_pmid
https://doi.org/10.3892/br.2015.491,https://pubmed.ncbi.nlm.nih.gov/26405539,https://openalex.org/W2096812467,0,id_retrieval_pmid
,https://pubmed.ncbi.nlm.nih.gov/885597,https://openalex.org/W2409036800,0,id_retrieval_pmid
https://doi.org/10.1371/journal.pone.0079817,https://pubmed.ncbi.nlm.nih.gov/24223197,https://openalex.org/W2083761546,0,id_retrieval_pmid
https://doi.org/10.1080/13554790600646995,https://pubmed.ncbi.nlm.nih.gov/16801154,https://openalex.org/W1993414371,0,id_retrieval_doi
https://doi.org/10.7589/2012-10-269,https://pubmed.ncbi.nlm.nih.gov/23778620,https://openalex.org/W2007098231,0,id_retrieval_pmid
https://doi.org/10.1177/030089167706300204,https://pubmed.ncbi.nlm.nih.gov/898285,https://openalex.org/W2401340688,0,id_retrieval_pmid
https://doi.org/10.1016/0742-8413(95)02018-7,https://pubmed.ncbi.nlm.nih.gov/8788593,https://openalex.org/W2044423447,0,id_retrieval_pmid
https://doi.org/10.2147/ndt.s44519,https://pubmed.ncbi.nlm.nih.gov/23836976,https://openalex.org/W2091385387,0,id_retrieval_doi
