doi,pmid,openalex_id,label_included
https://doi.org/10.1128/JVI.00754-17,28814517,,0
https://doi.org/10.1371/journal.pone.0182264,28771531,,0
https://doi.org/10.1590/0004-282X20160166,28099566,,0
https://doi.org/10.1080/15592294.2016.1231289,27611852,,0
https://doi.org/10.1016/j.yexcr.2016.08.003,27502587,,0
https://doi.org/10.1042/BCJ20160134,27001865,,0
https://doi.org/10.1016/j.ijpharm.2016.06.140,27377012,,0
https://doi.org/10.4238/gmr16019352,28301671,,0
https://doi.org/10.4103/0377-4929.188119,27510694,,0
https://doi.org/10.1136/bmj.i2978,27335134,,0
https://doi.org/10.1177/0004563215620821,26586851,,0
https://doi.org/10.1097/MD.0000000000005331,27930511,,0
,27142289,,0
,26639459,,0
https://doi.org/10.1016/j.jhep.2015.09.014,26409215,,0
https://doi.org/10.1016/j.parkreldis.2016.01.024,26851839,,0
https://doi.org/10.1056/NEJMimc1512611,27509123,,0
,27172728,,0
https://doi.org/10.1016/j.jpedsurg.2015.10.070,26852091,,0
https://doi.org/10.5414/CN108763,26784915,,0
https://doi.org/10.1016/j.clinre.2015.07.003,26601640,,0
https://doi.org/10.1007/s10545-015-9866-0,26067812,,0
https://doi.org/10.1080/13554794.2015.1032977,25988284,,0
,26727705,,0
https://doi.org/10.1186/s40360-015-0031-z,26589720,,0
https://doi.org/10.1176/appi.ajp.2015.15030371,26575449,,0
https://doi.org/10.1039/c5dt02129d,26505238,,0
https://doi.org/10.3748/wjg.v21.i29.8981,26269689,,0
https://doi.org/10.1172/JCI78991,26241054,,0
https://doi.org/10.1097/MPG.0000000000000926,26230903,,0
https://doi.org/10.1007/s12017-015-8364-8,26224517,,0
https://doi.org/10.1016/j.pneurobio.2015.07.001,26193487,,0
https://doi.org/10.15403/jgld.2014.1121.242.wls,26114178,,0
https://doi.org/10.1016/j.jns.2015.06.010,26071888,,0
https://doi.org/10.1016/j.neuro.2015.05.004,26004675,,0
https://doi.org/10.1136/practneurol-2014-001056,25935927,,0
https://doi.org/10.5664/jcsm.5204,25902827,,0
https://doi.org/10.1097/MPG.0000000000000628,25825851,,0
https://doi.org/10.1503/cmaj.140308,25712953,,0
https://doi.org/10.1111/jcmm.12497,25704483,,0
https://doi.org/10.1007/s10545-015-9815-y,25663473,,0
https://doi.org/10.1021/ic502957d,25654167,,0
https://doi.org/10.1016/j.gastrohep.2014.12.005,25619901,,0
https://doi.org/10.1007/s12328-015-0550-6,25617204,,0
https://doi.org/10.1097/MPG.0000000000000725,25611032,,0
https://doi.org/10.1007/s10620-014-3495-6,25605552,,0
https://doi.org/10.1111/jdv.12357,24404914,,0
https://doi.org/10.1007/s12328-014-0465-7,26183637,,0
,25639007,,0
https://doi.org/10.1016/j.clineuro.2014.09.030,25459257,,0
https://doi.org/10.1016/j.jtemb.2014.09.002,25260885,,0
https://doi.org/10.1007/s00508-014-0610-9,25234939,,0
https://doi.org/10.1016/j.jtemb.2014.07.015,25194954,,0
,25178601,,0
https://doi.org/10.1097/MCO.0000000000000085,25010543,,0
https://doi.org/10.1016/j.pjnns.2014.05.002,24981187,,0
https://doi.org/10.1111/bjd.13153,24888462,,0
https://doi.org/10.1007/s12664-014-0468-9,24859463,,0
,24855798,,0
https://doi.org/10.1111/nyas.12454,24820352,,0
,24798599,,0
https://doi.org/10.1021/ic5004319,24766067,,0
https://doi.org/10.1111/nyas.12437,24754532,,0
https://doi.org/10.1111/nyas.12426,24754424,,0
https://doi.org/10.1016/j.clinre.2014.03.002,24745882,,0
https://doi.org/10.1001/jamadermatol.2013.8635,24740398,,0
https://doi.org/10.1111/nyas.12423,24731025,,0
,24729990,,0
https://doi.org/10.1186/1750-1172-9-41,24661374,,0
https://doi.org/10.1111/nyas.12386,24605914,,0
https://doi.org/10.1097/MPH.0000000000000127,24577547,,0
https://doi.org/10.1176/appi.neuropsych.12110271,24515687,,0
https://doi.org/10.1111/ene.12348,24447648,,0
https://doi.org/10.1007/s10534-013-9694-3,24368744,,0
https://doi.org/10.1159/000355276,24356057,,0
https://doi.org/10.1111/ene.12320,24313946,,0
https://doi.org/10.1177/0883073813509120,24282181,,0
https://doi.org/10.1016/j.mcna.2013.09.008,24266916,,0
https://doi.org/10.1016/j.jtemb.2013.09.006,24188895,,0
https://doi.org/10.1016/j.neuropharm.2013.09.001,24067922,,0
,24180730,,0
,24166573,,0
https://doi.org/10.1212/WNL.0b013e3182a95883,24145882,,0
https://doi.org/10.1007/s11596-013-1190-z,24142730,,0
https://doi.org/10.1186/1756-0500-6-421,24139602,,0
https://doi.org/10.1016/j.neurol.2013.05.002,24119853,,0
https://doi.org/10.1111/cns.12167,24119323,,0
https://doi.org/10.1007/s00381-013-2283-5,24092421,,0
https://doi.org/10.1136/bcr-2013-201198,24081601,,0
https://doi.org/10.1016/j.jpeds.2013.04.036,24070537,,0
https://doi.org/10.1016/j.neulet.2013.08.023,23973307,,0
https://doi.org/10.3748/wjg.v19.i27.4356,23885147,,0
,23786753,,0
,23738435,,0
https://doi.org/10.1007/s00415-013-6963-6,23712800,,0
https://doi.org/10.1055/s-0033-1343482,23709134,,0
https://doi.org/10.1111/petr.12085,23692600,,0
https://doi.org/10.1159/000348261,23689110,,0
https://doi.org/10.1016/B978-0-444-59565-2.00045-9,23622398,,0
https://doi.org/10.1007/s40257-013-0022-z,23605177,,0
https://doi.org/10.3748/wjg.v19.i13.2110,23599633,,0
https://doi.org/10.1016/j.jns.2013.03.021,23597670,,0
https://doi.org/10.1016/j.arbres.2013.02.002,23582262,,0
https://doi.org/10.1089/ars.2012.5158,23541064,,0
https://doi.org/10.3945/an.112.003210,23493534,,0
,23477073,,0
https://doi.org/10.1093/hmg/ddt114,23466526,,0
https://doi.org/10.1002/jat.2854,23401182,,0
https://doi.org/10.1016/j.jocn.2012.02.041,23274038,,0
https://doi.org/10.1039/c2dt32252h,23202417,,0
https://doi.org/10.1016/j.talanta.2012.10.076,23200399,,0
https://doi.org/10.1055/s-0032-1323784,23037949,,0
https://doi.org/10.1097/MEG.0b013e328358f7da,23011036,,0
https://doi.org/10.1111/jcpt.12006,22973866,,0
https://doi.org/10.1016/j.ajem.2012.05.010,22877894,,0
https://doi.org/10.1007/s11011-005-7910-8,16382340,,0
,15554419,,0
,11855743,,0
,12539961,,0
https://doi.org/10.1007/s10620-007-0043-7,17934856,,0
https://doi.org/10.1007/s00795-011-0556-1,22718296,,0
https://doi.org/10.1007/s00535-005-1600-5,16007400,,0
https://doi.org/10.1007/s00467-011-2011-x,21993972,,0
https://doi.org/10.1007/s00415-005-0720-4,15742108,,0
https://doi.org/10.1007/s00415-005-0674-6,15726258,,0
https://doi.org/10.1007/s00234-009-0536-5,19479249,,0
https://doi.org/10.1007/s00247-008-1017-4,18839167,,0
https://doi.org/10.1007/s00249-007-0235-2,18004558,,0
,15326235,,0
,2512451,,0
,4710011,,0
,4195996,,0
,4171810,,0
,4171778,,0
,4171128,,0
,4159097,,0
,4111619,,0
,4100034,,0
,3817173,,0
,2872502,,0
https://doi.org/10.1007/s00115-003-1564-8,14551693,,0
,8521757,,0
,2196164,,0
,14124700,,0
,8333453,,0
,5914113,,0
,2240101,,0
,1545578,,0
,930944,,0
,8847998,,0
,8359089,,0
,7172963,,0
,7766211,,0
,3569749,,0
,2007459,,0
,2744040,,0
,2044580,,0
,913436,,0
,8936358,,0
,8138824,,0
,8138822,,0
,7836960,,0
,7034252,,0
,2215906,,0
,1940984,,0
,1563446,,0
,1552305,,0
,590312,,0
,503243,,0
,970298,,0
https://doi.org/10.1177/039463201102400133,21496412,,0
https://doi.org/10.1177/039463200702000122,17346443,,0
https://doi.org/10.2190/1A0B-2M98-0VVE-485R,17236700,,0
https://doi.org/10.1177/039463200501800102,15698506,,0
https://doi.org/10.3109/00048679709065517,9483264,,0
https://doi.org/10.1345/aph.17075,9475826,,0
https://doi.org/10.1177/000992288302201104,6617055,,0
https://doi.org/10.1177/000992287101001023,4331789,,0
https://doi.org/10.1177/088307388700200111,3624829,,0
https://doi.org/10.1055/s-0033-1334476,23677665,,0
https://doi.org/10.5144/0256-4947.2012.623,23396027,,0
https://doi.org/10.1136/bcr-2012-007367,23188863,,0
,23109455,,0
,23082426,,0
https://doi.org/10.1093/hmg/dds389,23001561,,0
https://doi.org/10.3945/an.112.002220,22983845,,0
,22876415,,0
https://doi.org/10.1016/j.ejim.2012.04.005,22863441,,0
https://doi.org/10.1007/s10495-012-0746-x,22843330,,0
,22790141,,0
,22737053,,0
https://doi.org/10.4081/pmc.2012.67,22730635,,0
https://doi.org/10.1016/j.jtemb.2012.04.004,22664333,,0
https://doi.org/10.1016/j.gastrohep.2012.03.008,22609346,,0
,22473403,,0
https://doi.org/10.1097/MOG.0b013e3283521d82,22395570,,0
,22350045,,0
https://doi.org/10.1039/c2dt12188c,22327203,,0
https://doi.org/10.1016/j.arcped.2011.12.009,22261259,,0
https://doi.org/10.1093/qjmed/hcr229,22139498,,0
https://doi.org/10.1007/s12011-011-9250-3,22076732,,0
,21838703,,0
https://doi.org/10.1097/MPG.0b013e318230130c,21832955,,0
https://doi.org/10.1136/bcr.05.2011.4249,22687675,,0
,22355993,,0
,22286624,,0
https://doi.org/10.1097/WNF.0b013e3182348964,22104638,,0
https://doi.org/10.1016/j.ajg.2011.07.007,22055589,,0
https://doi.org/10.1097/MPG.0b013e31821d5abe,21970993,,0
https://doi.org/10.1155/2011/385767,21773030,,0
,21757830,,0
,21720066,,0
https://doi.org/10.1186/1471-2431-11-56,21682854,,0
https://doi.org/10.1016/j.parkreldis.2011.05.002,21641265,,0
https://doi.org/10.1093/qjmed/hcr073,21622540,,0
https://doi.org/10.1016/j.medcli.2011.02.027,21596401,,0
https://doi.org/10.1186/1476-511X-10-83,21595966,,0
,21552664,,0
,21549078,,0
https://doi.org/10.1002/mds.23520,21449011,,0
https://doi.org/10.1373/clinchem.2010.152447,21357849,,0
https://doi.org/10.1053/j.gastro.2011.02.028,21349360,,0
https://doi.org/10.1016/j.jtemb.2010.11.004,21342755,,0
https://doi.org/10.1097/MPG.0b013e3181ff2e5b,21336163,,0
https://doi.org/10.4103/0378-6323.74982,21220881,,0
https://doi.org/10.1021/ja106206z,21155609,,0
https://doi.org/10.1016/j.jpba.2010.10.026,21109379,,0
https://doi.org/10.1177/0091270010385933,21098689,,0
https://doi.org/10.1111/j.1478-3231.2010.02354.x,20958917,,0
https://doi.org/10.1002/etc.379,20928916,,0
https://doi.org/10.1136/bmj.c7018,21139005,,0
https://doi.org/10.1016/j.trsl.2010.08.007,21078496,,0
https://doi.org/10.4103/0028-3886.72184,21045506,,0
https://doi.org/10.1002/hep.23910,20967755,,0
https://doi.org/10.1016/j.bpg.2010.07.014,20955957,,0
https://doi.org/10.1136/jnnp.2009.188896,20921535,,0
https://doi.org/10.1016/j.seizure.2010.07.018,20732822,,0
https://doi.org/10.1021/jm100439p,20684609,,0
https://doi.org/10.1158/1535-7163.MCT-10-0523,20660601,,0
,20625962,,0
,20497654,,0
https://doi.org/10.1111/j.1365-4632.2009.04150.x,20465616,,0
https://doi.org/10.1002/hep.23665,20432273,,0
,20428734,,0
https://doi.org/10.1016/j.jinorgbio.2010.04.001,20427090,,0
https://doi.org/10.1212/WNL.0b013e3181dad5cc,20421574,,0
https://doi.org/10.1016/S1875-9572(10)60022-8,20417464,,0
https://doi.org/10.1902/jop.2010.090736,20384464,,0
https://doi.org/10.1016/j.colsurfb.2010.03.004,20381321,,0
,20333789,,0
https://doi.org/10.1007/s00415-010-5511-x,20232210,,0
https://doi.org/10.1097/HP.0b013e3181bcdf4f,20147789,,0
https://doi.org/10.1007/s12519-010-0023-4,20127216,,0
https://doi.org/10.1097/MEG.0b013e3283353df8,20042865,,0
https://doi.org/10.1126/science.1179907,19965379,,0
https://doi.org/10.1007/s12011-009-8438-2,19562272,,0
https://doi.org/10.1039/b901614g,21305118,,0
,20150599,,0
,20141096,,0
,20087277,,0
https://doi.org/10.1002/hep.23209,19937698,,0
https://doi.org/10.4103/0028-3886.57789,19934550,,0
https://doi.org/10.1002/hep.23355,19877301,,0
https://doi.org/10.1016/S0140-6736(09)60915-6,19700008,,0
https://doi.org/10.1016/j.biochi.2009.07.012,19647032,,0
https://doi.org/10.1002/mus.21425,19609919,,0
https://doi.org/10.1016/j.trsl.2009.05.002,19595438,,0
https://doi.org/10.1002/mds.22659,19514071,,0
https://doi.org/10.1684/epd.2009.0254,19473947,,0
https://doi.org/10.1111/j.1468-1331.2009.02607.x,19473354,,0
https://doi.org/10.1159/000218090,19439930,,0
https://doi.org/10.1111/j.1440-1746.2009.05819.x,19368639,,0
https://doi.org/10.1517/13543780902845622,19335282,,0
https://doi.org/10.3181/0811-RM-319,19307461,,0
https://doi.org/10.1177/0009922809332684,19246413,,0
https://doi.org/10.1097/MPG.0b013e31817d80b8,19172127,,0
https://doi.org/10.2165/0128071-200910010-00006,19170410,,0
https://doi.org/10.1517/13543780802621859,19053885,,0
https://doi.org/10.1016/j.jinorgbio.2008.09.015,19026449,,0
https://doi.org/10.1016/j.jpeds.2008.06.015,19014823,,0
,18855987,,0
https://doi.org/10.1097/MCO.0b013e328314b678,18827576,,0
,18809982,,0
,18686645,,0
,18683094,,0
https://doi.org/10.1007/s12519-008-0019-5,18661763,,0
,18630776,,0
https://doi.org/10.1080/10408360801991055,18568852,,0
,18564443,,0
https://doi.org/10.1002/mds.22163,18546325,,0
https://doi.org/10.1080/00365520701847044,18415754,,0
,18310797,,0
https://doi.org/10.1002/mds.21957,18307260,,0
https://doi.org/10.1111/j.1572-0241.2007.01646_15.x,18289222,,0
https://doi.org/10.1016/j.jocn.2006.07.017,18242093,,0
https://doi.org/10.1136/jnnp.2007.139386,18230710,,0
https://doi.org/10.1097/MCG.0b013e318032388d,18209591,,0
https://doi.org/10.1002/mds.21913,18181205,,0
https://doi.org/10.1016/j.jns.2007.09.009,17904160,,0
https://doi.org/10.1016/j.jns.2007.08.006,17765927,,0
https://doi.org/10.1080/00365520701514495,17994470,,0
https://doi.org/10.1186/1750-1172-2-42,17958891,,0
https://doi.org/10.1053/j.ajkd.2007.05.026,17954295,,0
https://doi.org/10.1111/j.1552-6569.2007.00120.x,17894614,,0
https://doi.org/10.1080/15563650701502535,17849244,,0
https://doi.org/10.1002/mds.21693,17712859,,0
https://doi.org/10.1259/bjr/48911350,17709362,,0
,17626718,,0
https://doi.org/10.1016/j.jhep.2007.05.002,17570556,,0
https://doi.org/10.1080/00365520601075662,17505988,,0
https://doi.org/10.1097/MPG.0b013e3180467715,17460493,,0
https://doi.org/10.1016/j.jhep.2007.03.011,17449133,,0
https://doi.org/10.1097/MD.0b013e318045a00e,17435591,,0
https://doi.org/10.1016/S0140-6736(07)60438-3,17368141,,0
,17344776,,0
https://doi.org/10.1111/j.1365-2710.2007.00794.x,17286794,,0
https://doi.org/10.1016/S0140-6736(07)60196-2,17276780,,0
https://doi.org/10.1111/j.1478-3231.2006.01428.x,17241375,,0
https://doi.org/10.1002/mds.21201,17083099,,0
https://doi.org/10.1016/j.braindev.2006.06.006,16904856,,0
https://doi.org/10.1136/gut.2005.087262,16709660,,0
,17190918,,0
,17173260,,0
https://doi.org/10.1097/01.mcg.0000225670.91722.59,17063115,,0
https://doi.org/10.1016/j.pediatrneurol.2006.04.004,16996405,,0
https://doi.org/10.1002/mds.21109,16991142,,0
https://doi.org/10.1212/01.wnl.0000234130.27871.03,16966556,,0
https://doi.org/10.1080/02841850600702176,16950693,,0
https://doi.org/10.1038/ncpneuro0291,16932613,,0
https://doi.org/10.1016/j.cgh.2006.04.007,16793346,,0
,16775300,,0
https://doi.org/10.1002/jcb.20980,16676348,,0
https://doi.org/10.1203/01.pdr.0000203098.77573.39,16549536,,0
https://doi.org/10.1002/ajmg.a.31196,16532472,,0
https://doi.org/10.1016/j.revmed.2006.01.014,16530890,,0
https://doi.org/10.1016/j.braindev.2005.08.008,16466879,,0
https://doi.org/10.1517/14656566.7.3.317,16448326,,0
https://doi.org/10.1016/j.jpeds.2005.07.040,16423616,,0
https://doi.org/10.1016/j.jpeds.2005.07.036,16423615,,0
,16394408,,0
,16327027,,0
,16305350,,0
https://doi.org/10.1111/j.1745-7599.2005.00089.x,16293159,,0
https://doi.org/10.1111/j.1442-200x.2005.02106.x,16190972,,0
https://doi.org/10.1016/S1359-6446(05)03541-5,16182195,,0
https://doi.org/10.1111/j.1440-1746.2005.03966.x,16174091,,0
https://doi.org/10.1007/s00063-005-1063-8,16170647,,0
https://doi.org/10.1016/j.jpedsurg.2005.05.040,16150342,,0
,16144289,,0
,16076079,,0
https://doi.org/10.1215/S1152851704000869,16053699,,0
https://doi.org/10.1016/j.bbagen.2005.06.010,16039066,,0
https://doi.org/10.1016/j.jhep.2005.02.052,16023247,,0
https://doi.org/10.1093/qjmed/hci095,16006499,,0
https://doi.org/10.1111/j.1365-2230.2005.01828.x,15953111,,0
https://doi.org/10.1159/000085894,15908750,,0
,15892619,,0
,15832584,,0
https://doi.org/100005,15830060,,0
https://doi.org/10.1002/mds.20472,15806570,,0
,15740174,,0
https://doi.org/10.1002/hep.20601,15723329,,0
,15701295,,0
https://doi.org/10.1016/j.ejpb.2004.07.009,15661498,,0
https://doi.org/10.1159/000081487,15604549,,0
https://doi.org/10.1016/j.taap.2004.06.005,15589977,,0
https://doi.org/10.1007/s00535-004-1466-y,15622480,,0
https://doi.org/10.1016/j.lab.2004.08.005,15614251,,0
https://doi.org/10.1016/j.cld.2004.06.005,15464656,,0
https://doi.org/10.1074/jbc.M407645200,15456785,,0
,15365158,,0
https://doi.org/10.1002/ajmg.a.10871,15216551,,0
,15206115,,0
https://doi.org/10.1016/j.lab.2004.02.010,15192648,,0
,15163301,,0
https://doi.org/10.1016/j.tiv.2004.01.006,15130608,,0
,15125586,,0
https://doi.org/10.1002/pd.865,15065106,,0
https://doi.org/10.1016/j.jchromb.2004.01.002,15063339,,0
,15054912,,0
,14757866,,0
,14738953,,0
,14723607,,0
,14675607,,0
https://doi.org/10.1042/BJ20030740,14510639,,0
,15156603,,0
,15156602,,0
https://doi.org/10.1016/S0022-2143(03)00157-4,14713890,,0
https://doi.org/10.1055/s-2003-44671,14681759,,0
,14676735,,0
https://doi.org/10.1517/14656566.4.12.2239,14640923,,0
,14606709,,0
https://doi.org/10286,14562189,,0
https://doi.org/10.1016/S0025-6196(11)62937-6,12962167,,0
,12920963,,0
,12894051,,0
,12892020,,0
https://doi.org/10.1002/mds.10458,12889074,,0
,12839386,,0
,12824712,,0
https://doi.org/10.1016/S0022-2143(03)00027-1,12819634,,0
https://doi.org/10.1517/14728222.7.3.405,12783576,,0
,12767257,,0
,12760731,,0
https://doi.org/10.1001/archneur.60.5.737,12756138,,0
,12717088,,0
https://doi.org/10.1258/000456303763046021,12662398,,0
,12633149,,0
https://doi.org/10.1021/ja029054u,12580588,,0
,12812047,,0
,12443926,,0
,12426114,,0
,12420912,,0
https://doi.org/10.1111/j.1572-0241.2002.05948.x,12190204,,0
,12128158,,0
https://doi.org/10.1385/NMM:1:3:171,12095159,,0
,12076686,,0
,12044251,,0
,12036681,,0
,11973039,,0
,11906637,,0
https://doi.org/10.1038/sj/neo/7900218,11896571,,0
,11891681,,0
https://doi.org/10.1074/jbc.M111649200,11823463,,0
,11801516,,0
,12211729,,0
,11957950,,0
,11936861,,0
,11837754,,0
https://doi.org/10.1385/BTER:84:1-3:001,11817679,,0
https://doi.org/10.1016/S0946-672X(01)80060-2,11787982,,0
https://doi.org/10.1111/j.1572-0241.2001.05269.x,11721763,,0
,11696373,,0
,11585717,,0
https://doi.org/10.1517/14656566.2.9.1473,11585025,,0
,11548740,,0
https://doi.org/10.1074/jbc.M107455200,11527979,,0
https://doi.org/10.1385/BTER:80:3:281,11508632,,0
https://doi.org/10.1007/s0079510340054,11479773,,0
,11472373,,0
,11470936,,0
,11444102,,0
https://doi.org/10.1054/mehy.2000.1134,11425282,,0
,11391761,,0
https://doi.org/10.1073/pnas.111058698,11391005,,0
https://doi.org/10.1054/mehy.2000.1302,11388783,,0
,11384817,,0
,11358907,,0
,11358083,,0
https://doi.org/10.1067/mlc.2001.113037,11241029,,0
,11177695,,0
https://doi.org/10.1055/s-2000-9389,11076401,,0
,11054132,,0
,11045386,,0
https://doi.org/10.1053/jhep.2000.17917,11041690,,0
https://doi.org/10.1146/annurev.nutr.20.1.291,10940336,,0
,10877157,,0
,10869138,,0
,10865087,,0
,10858308,,0
,10847448,,0
,10830865,,0
https://doi.org/10.1007/s007020050026,10821440,,0
,10802794,,0
,10777259,,0
,10770529,,0
,10745386,,0
,10656425,,0
https://doi.org/10.1002/hep.510310239,10655282,,0
,10632959,,0
https://doi.org/10.1055/s-2008-1040842,12194382,,0
,10999174,,0
,10933485,,0
,10927964,,0
https://doi.org/10.1259/bjr.72.860.10624340,10624340,,0
,10554138,,0
,10545532,,0
,10529259,,0
,10497213,,0
,10482318,,0
,10474204,,0
,10470603,,0
,10453198,,0
,10450606,,0
,10435491,,0
,10435490,,0
,10435489,,0
,10383883,,0
,10382558,,0
,10382557,,0
,10373684,,0
,10327155,,0
,10083649,,0
https://doi.org/10.1111/j.1572-0241.1999.851_w.x,10022625,,0
https://doi.org/10.1111/j.1572-0241.1999.00301.x,10022620,,0
,9932853,,0
,15560044,,0
,10076789,,0
,9890071,,0
https://doi.org/10.1111/j.1572-0241.1998.00715.x,9860423,,0
,9837698,,0
,9794697,,0
,9794692,,0
,9765000,,0
,9761160,,0
,9748041,,0
https://doi.org/10.1016/S0140-6736(98)85017-4,9672279,,0
,9612534,,0
,9587157,,0
,9583209,,0
,9508249,,0
,9476721,,0
https://doi.org/10.1002/mds.870130131,9452344,,0
,9437064,,0
,9646197,,0
,9642327,,0
,9407118,,0
,9311362,,0
,9284083,,0
,9267106,,0
https://doi.org/10.1002/mds.870120427,9251089,,0
,9248126,,0
,9241968,,0
,9203178,,0
,9193846,,0
,9178732,,0
,9173689,,0
,9151461,,0
,9057376,,0
,8899270,,0
,8859064,,0
,8832611,,0
,8757970,,0
,8741147,,0
https://doi.org/10.1055/s-2007-1007221,8723326,,0
,8705963,,0
,8636833,,0
,8618573,,0
,8615370,,0
,9081968,,0
,8808193,,0
https://doi.org/10.1002/mds.870100511,8552111,,0
,8540540,,0
,7900739,,0
,7875493,,0
https://doi.org/10.1006/abbi.1995.1068,7840659,,0
,7792379,,0
,7771405,,0
,7749256,,0
https://doi.org/10.1203/00006450-199502000-00016,7731761,,0
,7710368,,0
https://doi.org/10.1055/s-2008-1055473,7671785,,0
,7649526,,0
,7622700,,0
,7583074,,0
,7552582,,0
,7498669,,0
,7493698,,0
,8208404,,0
,8208401,,0
,8202418,,0
,8201263,,0
,8198464,,0
,8122662,,0
,8119707,,0
,8076990,,0
,8057991,,0
,8045756,,0
,8045245,,0
,8003796,,0
,7959213,,0
,7945006,,0
,7931398,,0
,7860522,,0
,7808330,,0
,8475943,,0
,8456122,,0
,8445321,,0
,8442397,,0
,8442396,,0
,8440814,,0
,8435326,,0
,8410043,,0
,8369040,,0
,8327653,,0
,8290000,,0
,8263268,,0
,8244665,,0
,8232692,,0
,8229372,,0
,8211970,,0
,8151113,,0
,8109051,,0
,8108634,,0
,1736779,,0
,1635439,,0
,1619543,,0
,1618601,,0
,1605146,,0
