doi,openalex_id,label_included
https://doi.org/10.1016/j.archger.2010.04.012,,1
https://doi.org/10.1097/MLR.0b013e31828d4d4a,,1
,,1
,,1
,,1
https://doi.org/10.1007/s10298-007-0215-9,,1
,,1
,,1
https://doi.org/10.1186/s12916-015-0402-8,,1
https://doi.org/10.1016/S1525-8610(04)70415-6,,1
https://doi.org/10.1016/j.jamda.2008.10.016,,1
,,1
https://doi.org/10.3810/pgm.2012.01.2517,,1
,,1
,,1
https://doi.org/10.3109/08037051.2011.615902,,1
https://doi.org/10.1016/j.jash.2011.06.001,,1
,,1
,,1
,,1
https://doi.org/10.1097/WAD.0b013e3181a1a87d,,1
https://doi.org/10.1161/STROKEAHA.110.595082,,1
,,1
,,1
,,1
https://doi.org/10.1176/appi.ps.62.9.1098,,1
,,1
,,1
https://doi.org/10.1001/archinte.165.3.338,,1
https://doi.org/10.1002/1531-8249(200004)47:4<544::AID-ANA24>3.0.CO;2-D,,1
https://doi.org/10.1111/j.1751-7176.2009.00223.x,,1
https://doi.org/10410http://dx.doi.org/10.1016/j.jflm.2013.03.011,,1
https://doi.org/10.1016/j.ajem.2016.10.004,,1
,,1
,,1
https://doi.org/10.1111/j.1532-5415.2007.01208.x,,1
https://doi.org/10.2174/1874241601003020019,,1
,,1
,,1
,,1
https://doi.org/10.1212/01.wnl.0000266625.31615.f6,,1
https://doi.org/10.1161/CIRCULATIONAHA.115.017719,,1
,,1
https://doi.org/10.1016/j.acvd.2008.05.008,,1
https://doi.org/10.1891/0198-8794.36.123,,1
https://doi.org/10.1111/j.1542-2011.2012.00265.x,,1
https://doi.org/10.1097/ALN.0b013e3181bc9719,,1
,,1
,,1
https://doi.org/10.1016/j.spen.2012.12.002,,1
,,1
,,1
https://doi.org/10.1016/j.cjca.2016.01.025,,1
https://doi.org/10.1213/ANE.0b013e3181b76371,,1
https://doi.org/10.1007/s00394-005-0549-8,,1
https://doi.org/10.1097/BSD.0000000000000509,,1
,,1
https://doi.org/10.1111/nan.12178,,1
,,1
https://doi.org/10.1177/1470320312466519,,1
https://doi.org/1025307http://dx.doi.org/10.1016/j.biocel.2010.07.005,,1
,,1
,,1
https://doi.org/10.1038/nrg.2016.121,,1
https://doi.org/10.1128/AAC.00299-13,,1
,,1
https://doi.org/10.1371/journal.pone.0106494,,1
,,1
https://doi.org/10.1310/hpj4510-797,,1
https://doi.org/10.1310/hpj4307-586,,1
https://doi.org/10.1001/archneurol.2012.1970,,1
https://doi.org/10.1093/ageing/afq146,,1
https://doi.org/1097431http://dx.doi.org/10.1097/NRL.0b013e3181f954a7,,1
,,1
https://doi.org/10.1176/appi.ps.201500011,,1
,,1
,,1
,,1
https://doi.org/10.1016/j.jalz.2012.06.003,,1
,,1
https://doi.org/10.1016/j.jor.2013.12.013,,1
https://doi.org/10.1016/j.jacc.2014.05.044,,1
,,1
https://doi.org/10.1161/STROKEAHA.111.617639,,1
https://doi.org/10.1007/s00467-012-2402-7,,1
,,1
https://doi.org/10.1017/S1041610211000743,,1
,,1
,,1
,,1
https://doi.org/10.1615/CritRevPhysRehabilMed.2013007810,,1
,,1
https://doi.org/10.1016/j.jamda.2010.12.095,,1
https://doi.org/10.1684/mrh.2009.0187,,1
,,1
,,1
,,1
https://doi.org/106516http://dx.doi.org/10.1016/j.jvs.2014.03.244,,1
https://doi.org/10.1016/j.jalz.2013.11.006,,1
https://doi.org/10.1007/s11606-012-2226-y,,1
,,1
https://doi.org/10.3399/bjgp17X690533,,1
,,1
https://doi.org/10.1038/nm0295-138,,1
https://doi.org/10.4155/cli.12.4,,1
https://doi.org/10.2147/CIA.S89127,,1
https://doi.org/10.1891/0198-8794.34.171,,1
https://doi.org/10.1016/j.exger.2012.07.002,,1
https://doi.org/10.1016/j.ijscr.2016.04.012,,1
https://doi.org/10.1016/j.mpmed.2013.01.002,,1
,,1
,,1
https://doi.org/10.1016/j.atherosclerosis.2014.06.025,,1
https://doi.org/10.1016/j.ejvs.2017.07.005,,1
https://doi.org/10.1016/j.exger.2008.03.007,,1
https://doi.org/10.1177/1049909114540790,,1
https://doi.org/10.1016/j.vaccine.2016.07.003,,1
https://doi.org/10.1186/1471-2377-13-201,,1
,,1
https://doi.org/10.1186/s12872-017-0650-y,,1
,,1
https://doi.org/10.1097/MLR.0b013e3181ca2824,,1
https://doi.org/10 http://dx.doi.org/10.13181/mji.v10i3.557,,1
https://doi.org/10.1007/s11033-007-9113-3,,1
https://doi.org/10.1186/1471-2318-11-3,,1
https://doi.org/10.1007/s13318-014-0205-x,,1
,,1
https://doi.org/10.1038/ejhg.2010.249,,1
https://doi.org/10.1136/oemed-2013-102025,,1
https://doi.org/10.1007/s00381-013-2184-7,,1
https://doi.org/1031100http://dx.doi.org/10.1097/00019442-200502000-00005,,1
https://doi.org/10.1016/j.jclinepi.2007.09.011,,1
https://doi.org/10.1097/JGP.0b013e3181e043d0,,1
,,1
https://doi.org/10.1016/j.jalz.2014.06.002,,1
https://doi.org/10.1002/gps.840,,1
https://doi.org/10.1016/j.rmed.2013.06.003,,1
,,1
https://doi.org/10.1177/1049909115577352,,1
https://doi.org/10121374http://dx.doi.org/10.1177/0269216314522318,,1
https://doi.org/10.1016/S0140-6736(17)31265-5,,1
,,1
https://doi.org/10.1126/scitranslmed.3004162,,1
https://doi.org/10.1002/gps.2760,,1
https://doi.org/10.1016/j.eclnm.2009.10.007,,1
https://doi.org/10.1002/mds.22996,,1
https://doi.org/10.1161/STROKEAHA.111.621847,,1
https://doi.org/10.1161/STROKEAHA.112.658724,,1
,,1
https://doi.org/10.1007/s11999-014-3836-y,,1
,,1
https://doi.org/10574503http://dx.doi.org/10.1016/S1701-2163(16)32086-2,,1
https://doi.org/10.1111/j.1532-5415.2008.02149.x,,1
,,1
,,1
https://doi.org/10.1016/j.apmr.2010.07.013,,1
,,1
https://doi.org/10.1016/j.pharep.2015.01.005,,1
https://doi.org/10.1016/S0091-7435(02)00014-2,,1
https://doi.org/10.1212/01.wnl.0000196638.98781.bb,,1
,,1
https://doi.org/10.1016/j.cardfail.2015.08.002,,1
https://doi.org/10.1345/aph.1Q705,,1
https://doi.org/10.1093/eurheartj/suw059,,1
,,1
,,1
https://doi.org/10.1097/MD.0000000000001287,,1
https://doi.org/10.1016/j.rbmo.2017.06.004,,1
,,1
https://doi.org/10.1136/heartjnl-2014-306627,,1
,,1
,,1
,,1
https://doi.org/10.1002/(SICI)1099-1557(199809/10)7:5<319::AID-PDS367>3.0.CO;2-K,,1
https://doi.org/10.3109/14017431.2015.1086813,,1
https://doi.org/10.1001/jamainternmed.2013.10034,,1
https://doi.org/10.1016/S0022-5347(05)00551-3,,1
,,1
https://doi.org/10.1097/GME.0000000000000345,,1
https://doi.org/100http://dx.doi.org/10.1007/s004010050528,,1
https://doi.org/1027574/frame.html,,1
https://doi.org/1027574/frame.html,,1
https://doi.org/10.1016/j.jjcc.2016.08.009,,1
,,1
https://doi.org/10.3233/JAD-170171,,1
https://doi.org/10.1016/j.annemergmed.2013.09.016,,1
https://doi.org/10.2174/138161211795428803,,1
https://doi.org/1005833/frame.html,,1
https://doi.org/1005833/frame.html,,1
https://doi.org/10.1111/j.1749-6632.2011.06025.x,,1
,,1
https://doi.org/10.3389/fnagi.2013.00088,,1
,,1
,,1
,,1
https://doi.org/10.1161/CIR.0000000000000204,,1
,,1
https://doi.org/10.1177/0194599814549156,,1
https://doi.org/10.1017/S2045796014000778,,1
,,1
,,1
,,1
,,1
,,1
https://doi.org/10.1016/j.ajog.2016.07.035,,1
https://doi.org/10.1159/000438750,,1
,,1
,,1
,,1
,,1
,,1
,,1
,,1
https://doi.org/10.1016/j.psym.2011.07.002,,1
https://doi.org/10.1007/s40266-013-0144-2,,1
,,1
https://doi.org/10.1001/archinte.158.13.1399,,1
,,1
,,1
,,1
,,1
https://doi.org/10.4997/JRCPE.2011.121,,1
https://doi.org/10.1016/j.jcmg.2014.06.016,,1
https://doi.org/10.1016/bs.pbr.2014.11.013,,1
,,1
https://doi.org/10.1016/j.cell.2013.08.030,,1
https://doi.org/10.1056/NEJMp068178,,1
,,1
https://doi.org/10.1016/j.jaad.2017.06.153,,1
,,1
https://doi.org/10.1093/gerona/glw082,,1
,,1
,,1
https://doi.org/1085850,,1
https://doi.org/10 http://dx.doi.org/10.1007/s11357-017-9996-4,,1
https://doi.org/10.1016/j.maturitas.2014.06.017,,1
https://doi.org/10.1136/bmjopen-2014-005173,,1
https://doi.org/10.1002/gepi.20664,,1
https://doi.org/106024http://dx.doi.org/10.1158/1055-9965.EPI-16-0133,,1
https://doi.org/10.1016/j.archger.2016.10.009,,1
https://doi.org/10.1097/HJH.0b013e328351b1fd,,1
https://doi.org/10.1159/000351674,,1
https://doi.org/10.1111/cge.12419,,1
https://doi.org/10.1358/dof.2017.042.03.2624086,,1
,,1
,,1
https://doi.org/10.1016/j.arthro.2012.11.020,,1
,,1
https://doi.org/10.1093/eurheartj/ehs250,,1
,,1
,,1
,,1
https://doi.org/10.1016/j.niox.2006.12.005,,1
,,1
,,1
,,1
https://doi.org/10.1017/S1041610201007591,,1
,,1
,,1
https://doi.org/10.1183/09031936.00129706,,1
,,1
,,1
,,1
https://doi.org/10.1093/eurpub/cki015,,1
,,1
,,1
,,1
https://doi.org/10.1002/gps.1974,,1
,,1
https://doi.org/10.1016/j.jalz.2014.05.1758,,1
,,1
,,1
https://doi.org/10.1186/1752-1947-5-207,,1
,,1
,,1
https://doi.org/107256,,1
https://doi.org/10.1002/ejhf.129,,1
,,1
https://doi.org/10.1016/j.diabet.2010.01.009,,1
,,1
https://doi.org/10.1177/1474651412448404,,1
https://doi.org/10.1159/000076775,,1
https://doi.org/10.1503/jpn.110174,,1
https://doi.org/10.1016/j.chest.2015.12.009,,1
,,1
,,1
https://doi.org/10.1111/jgs.14662,,1
,,1
,,1
,,1
https://doi.org/10983991http://dx.doi.org/10.3109/02770903.2016.1170139,,1
,,1
https://doi.org/10.2106/JBJS.K.00072,,1
,,1
https://doi.org/10.1177/0269216316673550,,1
,,1
,,1
https://doi.org/10.1186/s40360-017-0142-9,,1
,,1
https://doi.org/10.1016/j.amjcard.2005.12.017,,1
https://doi.org/10.1093/eurheartj/ehu263,,1
,,1
https://doi.org/10.1016/j.archger.2011.06.023,,1
https://doi.org/10.1159/000017043,,1
,,1
,,1
,,1
https://doi.org/10.1016/j.cardfail.2016.11.002,,1
,,1
,,1
https://doi.org/10.1111/jgs.14354,,1
,,1
,,1
https://doi.org/10.1111/imj.12511,,1
,,1
,,1
https://doi.org/10.1016/j.ejrad.2017.07.013,,1
,,1
,,1
https://doi.org/1007356http://dx.doi.org/10.1007/s00228-010-0874-6,,1
https://doi.org/10.1157/13070452,,1
,,1
https://doi.org/10.1007/BF00763099,,1
,,1
https://doi.org/10.1016/j.jchf.2017.07.010,,1
https://doi.org/10.1001/jama.300.9.1022-a,,1
https://doi.org/10.1046/j.1365-2990.2003.00478.x,,1
,,1
,,1
https://doi.org/10.1177/0891988703258323,,1
https://doi.org/10.1093/ije/dyn157,,1
,,1
https://doi.org/10.1080/00365540110080854,,1
,,1
https://doi.org/10.1682/JRRD.2003.05.0082,,1
https://doi.org/10947050http://dx.doi.org/10.1016/j.pjnns.2016.04.008,,1
,,1
,,1
,,1
,,1
https://doi.org/10.3132/pcrj.2008.00047,,1
https://doi.org/10http://dx.doi.org/10.1016/j.gerinurse.2005.01.003,,1
https://doi.org/10.1146/annurev-med-052914-091923,,1
https://doi.org/10.1016/j.pediatrneurol.2016.05.013,,1
,,1
https://doi.org/10.1017/cem.2017.363,,1
https://doi.org/10.1016/j.arth.2014.08.034,,1
https://doi.org/10.1080/17453674.2017.1341243,,1
https://doi.org/10http://dx.doi.org/10.1111/j.1540-8167.2011.02035.x,,1
,,1
,,1
,,1
,,1
,,1
,,1
,,1
,,1
https://doi.org/10.1161/STROKEAHA.112.656967,,1
https://doi.org/10.1212/WNL.0b013e318297eecf,,1
https://doi.org/10.1016/j.jnma.2017.06.007,,1
,,1
,,1
,,1
https://doi.org/10.1002/gps.1746,,1
https://doi.org/10.1016/j.ackd.2005.04.001,,1
,,1
https://doi.org/10.1093/fampra/cms044,,1
https://doi.org/10.1111/neup.12240,,1
,,1
https://doi.org/10.1016/j.socscimed.2014.10.061,,1
https://doi.org/10.1111/jgs.12756,,1
https://doi.org/10.1016/j.ijcard.2012.09.220,,1
,,1
,,1
https://doi.org/10.1212/WNL.0000000000001617,,1
,,1
,,1
,,1
https://doi.org/10.1016/j.ejim.2015.09.021,,1
https://doi.org/10.1089/jpm.2010.0512,,1
https://doi.org/10.1111/j.1556-4029.2011.01838.x,,1
https://doi.org/10.1111/jgs.14882,,1
https://doi.org/10.1080/09540121.2015.1114991,,1
https://doi.org/10.2217/1745509X.2.5.783,,1
,,1
https://doi.org/10.1007/s11239-012-0856-x,,1
https://doi.org/10.1159/000342195,,1
,,1
https://doi.org/10.1016/j.jalz.2016.05.009,,1
https://doi.org/10.1007/s00415-012-6439-0,,1
https://doi.org/10.1111/bjd.12806,,1
https://doi.org/10.2147/CIA.S85808,,1
https://doi.org/10.1016/j.dld.2016.07.008,,1
https://doi.org/10.1590/S0004-282X2009000200045,,1
https://doi.org/10.1159/000104872,,1
https://doi.org/10.1016/j.ejim.2015.02.011,,1
https://doi.org/10.1136/bmjopen-2014-006227,,1
https://doi.org/10.1373/clinchem.2005.059857,,1
https://doi.org/10.1086/668785,,1
https://doi.org/10.1016/j.jneumeth.2009.06.033,,1
,,1
https://doi.org/10.2147/CIA.S63337,,1
https://doi.org/10.7326/M16-0830,,1
https://doi.org/10.1136/bmj.j2708,,1
,,1
https://doi.org/10.1016/j.mednuc.2008.06.001,,1
https://doi.org/10.1016/j.jbi.2015.01.014,,1
,,1
https://doi.org/10.1136/heartjnl-2016-309832,,1
,,1
,,1
,,1
,,1
,,1
,,1
https://doi.org/10.1016/j.cjca.2011.11.008,,1
,,1
,,1
https://doi.org/10.1111/jch.12599,,1
https://doi.org/1036651http://dx.doi.org/10.1136/bmj.g7423,,1
https://doi.org/10.1212/01.wnl.0000455099.43083.c6,,1
,,1
,,1
,,1
,,1
https://doi.org/10.1016/j.archger.2004.10.002,,1
https://doi.org/1088759/frame.html,,1
https://doi.org/1088759/frame.html,,1
,,1
,,1
,,1
,,1
,,1
https://doi.org/10.1001/archneur.65.5.601,,1
,,1
https://doi.org/10.1097/MBC.0b013e32834d7cf5,,1
,,1
,,1
,,1
,,1
,,1
,,1
,,1
,,1
,,1
,,1
,,1
https://doi.org/10.3399/bjgp16X684301,,1
https://doi.org/10.3174/ajnr.A2522,,1
,,1
,,1
https://doi.org/1060852/frame.html,,1
https://doi.org/1060852/frame.html,,1
,,1
,,1
,,1
,,1
https://doi.org/10.3233/JAD-160675,,1
,,1
,,1
,,1
,,1
,,1
,,1
,,1
https://doi.org/10.1016/j.ad.2014.04.013,,1
,,1
https://doi.org/10.3399/bjgp13X668104,,1
https://doi.org/10.1046/j.1365-2796.2003.01200.x,,1
https://doi.org/10.1146/annurev-med-111212-144716,,1
https://doi.org/10557911http://dx.doi.org/10.1016/j.ymgme.2016.05.001,,1
https://doi.org/10555743http://dx.doi.org/10.1016/S0167-5273(16)12004-2,,1
https://doi.org/10.1016/j.regg.2008.11.004,,1
,,1
https://doi.org/10.1016/j.medcli.2012.01.028,,1
https://doi.org/10.1007/s11914-013-0150-7,,1
,,1
,,1
,,1
,,1
https://doi.org/1029174,,1
,,1
,,1
https://doi.org/10.1016/j.ijscr.2017.09.002,,1
,,1
,,1
https://doi.org/10.1002/ejhf.222,,1
,,1
https://doi.org/10.1016/j.jamda.2016.07.026,,1
https://doi.org/10.2459/JCM.0000000000000527,,1
https://doi.org/10.1016/j.jamda.2011.09.002,,1
https://doi.org/1077http://dx.doi.org/10.1159/000321525,,1
,,1
https://doi.org/10.1073/pnas.261596398,,1
https://doi.org/10.1038/nm1215-1382,,1
https://doi.org/10.3310/hta19780,,1
,,1
,,1
,,1
,,1
,,1
,,1
,,1
,,1
https://doi.org/106458http://dx.doi.org/10.1016/j.amjmed.2014.10.030,,1
,,1
,,1
,,1
https://doi.org/10.1111/ggi.12129,,1
https://doi.org/10.3233/JAD-170313,,1
https://doi.org/10.1016/j.afjem.2013.03.005,,1
https://doi.org/10.4066/AMJ.2015.2390,,1
,,1
https://doi.org/10.1371/journal.pone.0148076,,1
https://doi.org/10.1001/jamainternmed.2016.8761,,1
,,1
,,1
,,1
,,1
https://doi.org/10.1097/HJH.0000000000000779,,1
,,1
,,1
https://doi.org/10859http://dx.doi.org/10.1002/gps.4078,,1
https://doi.org/1045039,,1
https://doi.org/10.1097/MD.0000000000001251,,1
,,1
,,1
https://doi.org/10.1001/archinte.165.10.1147,,1
https://doi.org/10.1111/j.1472-8206.2011.00959.x,,1
https://doi.org/104580http://dx.doi.org/10.1016/j.jegh.2014.02.003,,1
https://doi.org/10.1371/journal.pone.0112479,,1
,,1
https://doi.org/10.1186/1471-2288-14-56,,1
https://doi.org/10.1302/0301-620X.97B2.35248,,1
https://doi.org/10.1016/j.jns.2014.03.018,,1
https://doi.org/10.1001/jamainternmed.2013.8732,,1
,,1
https://doi.org/10.1002/mds.23605,,1
,,1
,,1
,,1
https://doi.org/10.1089/jpm.2014.0150,,1
https://doi.org/10.12659/MSM.896001,,1
https://doi.org/10642http://dx.doi.org/10.1515/CCLM.2006.007,,1
https://doi.org/10.1371/journal.pone.0162074,,1
https://doi.org/10.1097/WNR.0000000000000478,,1
https://doi.org/10.1161/CIRCULATIONAHA.113.003668,,1
,,1
https://doi.org/10.1007/s11033-014-3663-y,,1
https://doi.org/10.1161/STROKEAHA.114.005243,,1
,,1
,,1
https://doi.org/10.1111/j.1532-5415.2010.02933.x,,1
https://doi.org/10.1001/jamainternmed.2015.0837,,1
https://doi.org/10.1007/s11886-011-0239-5,,1
https://doi.org/10.1016/j.dld.2012.08.022,,1
https://doi.org/10.1212/WNL.0000000000002984,,1
https://doi.org/10.1002/jcp.25998,,1
https://doi.org/10.1001/jamapediatrics.2013.1389,,1
https://doi.org/10.1111/all.12758,,1
https://doi.org/1045136,,1
https://doi.org/1024http://dx.doi.org/10.1016/j.jamda.2006.02.001,,1
,,1
,,1
https://doi.org/10.1007/s10549-015-3455-7,,1
https://doi.org/10.1080/13607860902774469,,1
https://doi.org/10.1016/j.ygyno.2013.02.014,,1
https://doi.org/10.1038/clpt.2009.103,,1
,,1
https://doi.org/10/CN-01308110/frame.html,,1
,,1
https://doi.org/10.1016/j.jdiacomp.2017.08.001,,1
https://doi.org/10.1111/j.1749-6632.2012.06494.x,,1
https://doi.org/101/CN-01366101/frame.html,,1
,,1
https://doi.org/10.1007/s12265-017-9735-3,,1
https://doi.org/10.1016/j.ijcard.2006.06.005,,1
,,1
,,1
,,1
https://doi.org/10.1097/HJH.0000000000000086,,1
https://doi.org/10052http://dx.doi.org/10.1016/S0140-6736(04)15519-0,,1
https://doi.org/10.7326/0003-4819-159-10-201311190-00005,,1
https://doi.org/10.3747/pdi.2015.00201,,1
,,1
,,1
https://doi.org/10.1186/s12883-014-0244-6,,1
https://doi.org/10.1097/01.JGP.0b013e31802c0c63,,1
,,1
,,1
https://doi.org/10.1016/j.jamda.2015.08.025,,1
,,1
https://doi.org/10.1002/jhm.2526,,1
https://doi.org/10.1016/j.aat.2015.12.003,,1
,,1
https://doi.org/10.1007/s40263-016-0374-z,,1
https://doi.org/10622950http://dx.doi.org/10.1016/j.jcma.2016.02.007,,1
https://doi.org/10.1111/jgs.12288,,1
,,1
,,1
,,1
https://doi.org/10530621http://dx.doi.org/10.1038/nrendo.2016.79,,1
,,1
,,1
,,1
,,1
https://doi.org/10.1002/hup.852,,1
https://doi.org/10.1161/01.STR.0000200556.18993.9a,,1
https://doi.org/10.1371/journal.pone.0120003,,1
,,1
,,1
https://doi.org/10.1097/MD.0000000000001110,,1
https://doi.org/10.1007/s11936-013-0292-z,,1
https://doi.org/10.1016/j.ijcard.2013.12.182,,1
,,1
,,1
https://doi.org/10.1093/ageing/afw176,,1
,,1
,,1
https://doi.org/10.1016/j.ajem.2016.08.015,,1
,,1
,,1
https://doi.org/10.1016/S1474-4422(12)70142-4,,1
https://doi.org/10.1016/j.mpmed.2015.09.012,,1
https://doi.org/109161http://dx.doi.org/10.1517/17460441.3.8.841,,1
,,1
https://doi.org/10.1016/j.cjca.2010.12.053,,1
https://doi.org/10.1136/bmj.h5987,,1
,,1
https://doi.org/10.1371/journal.pone.0137596,,1
https://doi.org/10.1016/S0011-393X(01)80056-4,,1
,,1
,,1
https://doi.org/10.1212/WNL.0000000000003725,,1
https://doi.org/10.1136/bmjopen-2016-012805,,1
,,1
https://doi.org/10.1136/heartjnl-2015-308999,,1
https://doi.org/10026http://dx.doi.org/10.1212/CON.0000000000000308,,1
https://doi.org/10.1513/AnnalsATS.201311-388OC,,1
,,1
https://doi.org/10.1056/NEJMp0708558,,1
https://doi.org/10.1111/bjh.12916,,1
,,1
